time,task_id,duration,cpu,priority
1383013834665,384500287646-66,116915899,0.003696,107
1383020556501,384500334245-700,485363798,0.004051,0
1383276989275,384500605115-1484,57425140,0.008194,103
1383288176649,384500605115-8314,59688273,0.008194,103
1383288188702,384500605115-5945,51388834,0.008194,103
1383448062922,384500980280-963,195515177,0.003258,105
1383448063232,384500995303-165,97539339,0.002201,105
1383512265113,384501171044-402,300484819,0.004051,0
1383626609191,384501291730-102,51907417,0.003696,107
1383652499806,384501385480-0,88202935,0.038940,200
1383663830704,384501393104-779,209350138,0.004051,0
1383771308042,384502533426-5,222463367,0.002201,200
1384029640394,384502809985-327,1275021658,0.002640,0
1384140209904,384502935640-564,785748575,0.004051,0
1384439735068,384501155770-352,135097641,0.003696,105
1384461142851,384501158341-1828,75588263,0.004845,105
1384463289772,384501184091-838,79725254,0.003876,105
1384492924058,384501184091-122,87296802,0.003876,105
1384513694314,384501288823-1614,70451542,0.004318,105
1384520644078,384501288823-741,81701520,0.004318,105
1384548208640,384503464020-0,342536474,0.000441,119
1384941422065,384503919030-100,184866025,0.007576,0
1385131125309,384504151396-0,36469917,0.038940,200
1385535969100,384504506453-183,81293646,0.003696,107
1385535971323,384503589551-664,1284157004,0.000616,105
1385595111392,384503650060-6,76900364,0.005898,105
1385782800546,384503838483-50,205916887,0.004669,105
1385790695928,384503838483-1093,158247780,0.004669,105
1385840076466,384507891276-224,104763423,0.003696,107
1385966663409,384504045452-43,99785175,0.003170,105
1385966664535,384504045452-655,99785585,0.003170,105
1385966666115,384504045452-1628,69048662,0.003170,105
1385966666521,384504045452-1904,68147104,0.003170,105
1386087199979,384509201681-51,6805863234,0.002026,200
1386390235231,384510392480-29,699841061,0.006958,107
1386454569199,384510456631-249,67198791,0.003521,107
1386517124874,384500915324-293,723990817,0.004051,105
1386517124976,384500915324-350,645318548,0.004051,105
1386517126938,384500915324-1522,663857965,0.004051,105
1386706075256,384510400967-456,255297740,0.007660,116
1387100576063,384517192040-5,342325378,0.002026,0
1387253953643,384518280032-981,2390823612,0.005989,116
1387310620030,384518361848-10,755574071,0.016296,116
1387562607950,384518729228-107,162196606,0.003521,107
1387562623764,384500919098-1774,14544761278,0.004051,105
1387624097442,384518869034-88,1561870367,0.016296,103
1387685383389,384518931821-82,219795035,0.002113,105
1387685383645,384518931821-218,301935457,0.002113,105
1387828443410,384518280032-3134,1816376930,0.005989,116
1387865653446,384518946611-144,120269869,0.003521,105
1387865654230,384518946611-572,77859322,0.003521,105
1387934251708,384500939390-755,4188278355,0.004051,105
1387950956000,384518357442-114,1924859644,0.013031,116
1387996868419,384519291814-395,88630462,0.003696,107
1387996869200,384500616284-276,67240292,0.004135,103
1387996889089,384500626301-662,100127133,0.008194,103
1388008909745,384500626301-7632,34367085,0.008194,103
1388019912766,384500626301-8122,22665256,0.008194,103
1388019914283,384500626301-8614,73617280,0.008194,103
1388030204287,384519306724-1194,5000143011,0.005989,103
1388031627812,384519456771-0,3250842217,0.001144,200
1388053901875,384519356931-0,406630196,0.001619,115
1388116149708,384500635420-406,76741912,0.004135,103
1388116156614,384500635420-430,86225382,0.004135,103
1388119192751,384500941771-118,169012328,0.008102,105
1388122466120,384500635420-334,78728807,0.004135,103
1388162555003,384518946611-440,91514259,0.003521,105
1388171622306,384497528849-20,471553136,0.002731,103
1388171628893,384500278582-17,492606025,0.002026,103
1388177528898,384500637524-3203,35048694,0.008194,103
1388188336418,384500637524-1688,24919498,0.008194,103
1388188337891,384500637524-3945,25734056,0.008194,103
1388188358130,384500637524-6791,26626947,0.008194,103
1388188364510,384500637524-5544,45820356,0.008194,103
1388205566165,384500637524-6710,30243721,0.008194,103
1388251011569,384520747202-189,2024514072,0.013382,103
1388250047969,384520747202-181,2025477608,0.013382,103
1388663102069,384520954847-0,3536747433,0.008102,115
1389099110110,384524519924-394,369453040,0.002377,105
1389099112212,384524528560-611,313289764,0.002907,105
1389099112374,384524528560-716,294804368,0.002907,105
1389107817717,384524528560-714,246189432,0.002907,105
1389155196962,384523475886-400,543425159,0.006866,105
1389155197077,384523475886-462,474990813,0.006866,105
1389217681997,384525898997-449,95114799,0.003521,107
1389229416093,384495487281-62,1125217989,0.013382,103
1389280045994,384521022291-768,518100853,0.006958,105
1389316517917,384526038112-60,1014816316,0.040527,0
1389344101298,384526021093-38,53605626,0.003696,107
1389463871749,384523488242-1041,600089950,0.006958,105
1389463872189,384523488242-1305,590586516,0.006958,105
1389469405258,384523488242-1999,603995678,0.006958,105
1389521055535,384526259791-203,172772709,0.003082,105
1389521055731,384526259791-302,172694385,0.003082,105
1389523582167,384526267104-191,173950720,0.003082,105
1389554606435,384526335551-0,89152018880,0.001585,200
1389709637442,384526461035-107,66648975,0.003521,107
1389709639416,384524503819-347,284701427,0.006866,105
1389709640180,384524503819-820,316617620,0.006866,105
1389709641706,384524503819-1880,424206079,0.006866,105
1389917981541,381814186366-2555,18581926171,0.008102,116
1389950522560,384526705266-385,119781863,0.003521,107
1389990802854,384526800279-0,35130756,0.038940,200
1390015093300,384525803978-431,364758144,0.006958,105
1390411394255,384529306886-97,58984979,0.012146,118
1390446802964,384526262055-24,617736685,0.006607,105
1390446805662,384526262055-1490,780143785,0.006607,105
1390446808906,384526901637-225,212424487,0.002113,105
1390568002578,384529435564-102,102873698,0.003696,107
1390568003952,384526907269-297,457308233,0.004135,105
1390568004182,384526907269-446,450927165,0.004135,105
1390568005992,384526918655-749,251203374,0.002640,105
1390568006344,384526925987-27,181813484,0.005547,105
1390588370560,384518856173-471,847175561,0.018921,103
1390691471681,384529600385-631,49288101,0.004051,105
1390691473921,384529622796-1284,68125742,0.004318,105
1390691475245,384529625962-9,421518613,0.009781,105
1390691489432,384529625962-42,399732692,0.009781,105
1391058440326,384532194858-809,335531795,0.002995,105
1391058443424,384532201168-911,218039276,0.004135,105
1391064619532,384532235125-18,166216809,0.020172,200
1391064798402,384526367910-19,15888266,0.029938,103
1391238565537,384532334741-90,98727408,0.004135,105
1391238567021,384532334741-839,60881081,0.004135,105
1391238567061,384532334741-862,98510773,0.004135,105
1391298814506,384532480688-10,216865976,0.009338,105
1391481798298,384532523582-62,89090440,0.003170,105
1391602292214,384498547414-342,83835453099,0.016205,103
1391908670324,384533045228-4,2408026582,0.032410,200
1391908882283,384533378484-379,69421309,0.003433,107
1391973820289,384533077087-121,294545665,0.021912,103
1392117326720,384534716954-87,448824264,0.008102,0
1392352225705,384532665751-385,1420790430,0.007484,105
1392402574230,384532885068-1301,618369486,0.006783,105
1392645980785,384535463212-80,126667158,0.003521,107
1392655059572,384535463212-94,97871627,0.003521,107
1392891416613,384535821535-152,235986329,0.020081,200
1392970955764,384533598401-797,602125281,0.006958,105
1392978074622,384533598401-415,684766261,0.006958,105
1392980509979,384533598401-2012,580669309,0.006958,105
1393322196117,384536423495-1,86739754,0.003521,107
1393974542289,384537222023-10,2074653230,0.001938,119
