time,task_id,duration,cpu,priority
1901623322493,394056089922-198,25743023968,0.002026,200
1901623322501,394056089922-202,25743024012,0.002026,200
1901623323049,394056089922-214,25743023620,0.002026,200
1901627291264,394056100653-0,39839801,0.037659,200
1901827130422,394036889566-468,289459836,0.003082,105
1901889981872,394038131123-525,295630586,0.002377,105
1901889983722,394054495960-205,1982614879,0.007660,105
1901891841016,394058468599-0,39184967,0.037659,200
1902260215393,394058810618-57,61588519,0.003876,107
1902364871060,394054781161-2447,349144509,0.016815,105
1902383192195,394058888216-1,9659917,0.029938,200
1902383985802,394054900662-518,268676377,0.006783,105
1902388080788,394054899153-503,2329629086,0.008194,105
1902391317943,394054900662-170,307739720,0.006783,105
1902447504061,394054675766-40,9545268042,0.012772,118
1902531712625,394060390531-583,1879140110,0.002640,0
1902622208922,394062517323-255,70562771,0.003876,107
1902685049273,394063664951-0,70208695,0.037659,200
1902751076886,394057339422-671,2103168953,0.004051,105
1902761824773,394057342043-338,135519354,0.004051,105
1902836297705,394063834132-112,3169590809,0.019104,0
1902874354792,394063875919-386,125328245,0.003876,107
1902938188587,394058602732-2302,60208098,0.003521,105
1903191728296,394065372800-2,65977566,0.037659,200
1903256893354,394065550832-0,113545491,0.037659,200
1903372828325,394065669887-0,127527155,0.037659,200
1903488235935,394036678783-1312,732407572,0.030365,105
1903664111741,394063742041-577,76000324,0.008270,105
1903681076247,394067966084-0,111023307,0.037659,200
1903791024561,394063882878-2293,91746329,0.004227,105
1903814477734,394063927456-2361,154917819,0.003876,105
1903853266510,394068046330-23,298656376,0.011978,116
1903853267351,394068129719-374,69716873,0.003876,107
1903853268675,394064054825-738,92319484,0.005371,105
1903853269327,394064054825-1441,52979719,0.005371,105
1903908764392,394064145888-1190,94482298,0.005371,105
1904001233592,394063837435-10,2070420332,0.058655,105
1904037033690,394068224580-116,245590560,0.011703,116
1904094271415,394065410965-1287,3687233251,0.005989,105
1904094281453,394065410965-885,3458897589,0.005989,105
1904101261743,394070393947-262,48341967,0.003696,107
1904113877042,394065413069-451,909018228,0.010483,105
1904152323441,394070439476-101,51616495,0.003696,107
