time,task_id,duration,cpu,priority
173524186450,377393384396-297,133189582,0.002464,105
173524192725,377393388439-737,105408268,0.002377,105
173573128803,377495422038-78,34436487,0.001144,119
173644373912,377495396398-1,15085993206,0.004051,116
173704948734,377495536683-32,268739275,0.010925,116
173707507452,377495615512-2,687091815,0.003082,200
173793549211,377495721017-26,106238186,0.004578,0
173828149720,377495715374-207,69650699,0.003696,107
174136070965,377494977294-417,71202622,0.002640,105
174136072753,377494977294-1511,67723696,0.002640,105
174136079181,377494977294-811,99149323,0.002640,105
174136080084,377494977294-2258,99153460,0.002640,105
174197826764,377495065998-341,1553958284,0.008194,105
174259050630,377495066740-965,251972713,0.006607,105
174375165283,377496276915-2,19835138,0.032654,200
174381403076,377495264280-1113,3093675314,0.007843,105
174381403262,377495264280-1250,3562520927,0.007843,105
174381408863,377495264280-1206,3231977963,0.007843,105
174390720249,377495264280-1615,3195510135,0.007843,105
174439869571,377495333134-84,114863918,0.001497,105
174447829480,377496388485-0,24225757,0.001497,200
174469440493,377496425124-0,29668794,0.032654,200
174501060246,377496416980-204,285169154,0.002026,107
174684985008,377497582437-169,78559529,0.003521,107
174992414451,377520826903-361,71889039,0.003433,107
175056476187,377496095007-85,451740923,0.010040,105
175056476819,377496095007-450,452673307,0.010040,105
175185018832,377542206656-0,19236044,0.001232,200
175237000626,377448305128-48,91111258,0.003788,103
175243349590,377495326383-362,111749641,0.003433,105
175243349768,377495326383-494,102614919,0.003433,105
175243367326,377496490095-0,82603302,0.008102,105
175256468846,377495326383-790,87286612,0.003433,105
175256471493,377496349478-240,257282954,0.002026,105
175262497332,377531136331-1,29336765,0.032654,200
175267986837,377496559479-338,1019173492,0.029419,105
175273887114,377496559479-333,1021047410,0.029419,105
175348190740,377548579208-957,1285431946,0.004669,0
175364936345,377548587732-39,60036993,0.006516,105
175432723485,377548754993-183,334462193,0.008453,0
175484863641,377548574954-77,246160720,0.004051,105
175516571293,377548935530-162,917743716,0.040527,0
175797779119,377498753766-87,17954088,0.003082,105
175797779812,377548985671-540,162755818,0.003170,105
175913974973,377549331823-61,62632800,0.003433,105
176041066064,377498643408-416,423553937,0.003433,105
176218226193,377549436155-17,81509264,0.002907,105
176218226271,377549436155-57,91758613,0.002907,105
176223226408,377549343281-763,4990842,0.003170,105
176223237378,377549418585-267,62264517,0.003258,105
176291012637,377548740460-45,1785574260,0.008896,103
176302264970,377548739095-22,850994909,0.006866,105
176347805623,377550854749-513,67650813,0.005547,105
176347806002,377550854749-837,79288966,0.005547,105
176347806424,377550870367-222,76919843,0.004051,105
176358700207,377210098565-139,187257629,0.014175,103
176358700372,377408443583-11,244982417,0.014786,103
176448713049,377549422207-216,793804853,0.014175,103
176485933247,377550818960-35,2307921611,0.015747,103
176712347027,377551334501-794,83985887,0.006516,105
176718926548,377551333500-126,63183280,0.004227,105
176958140955,377555745943-565,64414737,0.004578,105
