time,task_id,duration,cpu,priority
1728659955697,388071534938-0,67580335,0.031799,200
1728792286478,388081599735-119,86374389,0.003696,107
1728866946829,387898950817-1321,2315259462,0.002377,105
1728863007659,387898950817-1441,2308367645,0.002377,105
1728859547246,387898950817-1527,2311828706,0.002377,105
1728854147265,387898950817-2177,2286196887,0.002026,105
1728955068526,388088956202-95,90087944,0.001057,200
1729162188935,388089110956-328,90001128,0.003696,107
1729162190497,388013816116-784,71078859,0.003521,105
1729180759344,388013816116-1734,62427789,0.003521,105
1729280384198,387205062971-0,23300529,0.000880,115
1729343446501,388218411612-0,149821059,0.034241,200
1729345332769,388172340285-219,44608196,0.003696,107
1729345335260,388037181126-1231,138907069,0.003521,105
1729549763939,388043239006-594,1853821918,0.009781,105
1729643646968,388043239006-1753,1241778582,0.009781,105
1729710870626,388081659574-445,3145918329,0.000705,105
1729822084702,388383009164-130,1492181768,0.002640,0
1729892161450,388088961984-6,67504408,0.006691,105
1730080313113,388090192403-1054,473148666,0.008194,105
1730099144618,388090192403-1753,369209525,0.008194,105
1730201693761,388171337046-190,438648742,0.007484,105
1730206559704,388171337046-377,375161350,0.007484,105
1730278809646,388175348424-438,508703843,0.004051,105
1730298394353,388166325981-523,204204544,0.004051,105
1730451185762,388423814230-121,295095999,0.002026,107
1730812006099,388584308730-14,649352307,0.006958,107
1730877300840,388399174968-559,2528317652,0.007660,105
1730892680058,388399174968-1316,2506620735,0.007660,105
1730892681213,388399174968-1740,2464926761,0.007660,105
1730892702503,388399174968-3070,2403289513,0.007660,105
1730892703627,388399174968-4037,1827965942,0.007660,105
1730892710813,388399174968-4096,1834496731,0.007660,105
1730892711369,388399174968-5224,391887325,0.007660,105
1730900303119,388399174968-915,2490110437,0.007660,105
1730900304128,388399174968-5127,384294158,0.007660,105
1730953586637,388402248619-1259,43066354,0.008636,105
1730964351963,388403272495-44,66948969,0.003960,105
1730975122006,388403272495-1279,115812765,0.003960,105
1731006740608,388410347070-783,78988430,0.003696,105
1731006741134,388410347070-1166,90091483,0.003696,105
1731018424320,388410358712-1545,83161049,0.003960,105
1731128666506,388685937280-237,311224385,0.009415,0
1731187807011,388422578974-297,373337394,0.004845,105
1731187808530,388423590127-636,73719618,0.011185,105
1731187808830,388423590127-872,65208550,0.011185,105
1731187820579,388423590127-768,63457308,0.011185,105
1731206652832,384796010476-2396,69371402920,0.010300,360
1731241205691,388687001447-23,337092076,0.012070,116
1731481309048,388422577181-968,570923632,0.007393,105
1731488344142,388688024538-142,689987152,0.009247,200
1731493328898,388702486803-317,66486141,0.003876,107
1731493328910,388702486803-323,88003033,0.003876,107
1731493329384,388491082699-101,72306937,0.003433,105
1731493330598,388491082699-844,123944699,0.003433,105
1731493333749,388491082699-554,70602922,0.003433,105
1731792009720,388708891557-28,634729517,0.006958,107
1731860869109,388674758899-892,215567835,0.005280,105
1731896408425,387216932979-21,1787658657,0.015228,103
1731916088116,387141054005-64,1112323940,0.025452,103
1731916088211,387141054005-112,1112324421,0.025452,103
1731917514389,388708899451-1416,163964759,0.003433,105
1731928346875,388771037932-323,65403632,0.008713,105
1731928346993,388771037932-407,64233545,0.008713,105
1731928350413,387158302465-43,224965605,0.002640,103
1731939930372,388771087672-627,56468112,0.008194,103
1731939940545,388771087672-146,80528924,0.008194,103
1731939944413,388771087672-1677,67547635,0.008194,103
