time,task_id,duration,cpu,priority
1037491386642,383009838524-287,790441226,0.004051,105
1037491386952,383009838524-443,691430217,0.004051,105
1037491389198,383009841038-415,881233305,0.024384,103
1037534149535,383009932172-79,506155295,0.008011,0
1037561072663,383009913690-1776,85928195,0.002819,107
1037561078243,383009923207-1917,25412245561,0.007042,103
1037569352146,383009913690-1540,77645966,0.002819,107
1037569354131,383009921523-393,121826912,0.001497,105
1037616681411,383009981802-413,405718466,0.002026,118
1037626196439,383009977549-1462,14624548083,0.007042,103
1037678736660,383010236585-312,3147338031,0.007843,105
1037678741352,383010247490-553,800720105,0.002377,101
1037795418469,383013409813-42,495907791,0.006958,107
1037862473399,383013602515-310,81557606,0.003960,105
1037862476335,383013602515-2215,81216315,0.003960,105
1037862486515,383013594412-0,20503028449,0.006340,105
1037926246598,383013648673-677,70089291,0.005371,107
1037926247466,383013648673-1173,70094777,0.005371,107
1037938415682,383013665534-189,2290784076,0.002026,119
1037938418490,383013607257-1142,41898610,0.008896,105
1037949071449,383013651011-22,51749279,0.002819,107
1037949075512,383013651011-1072,51759834,0.002819,107
1037949096188,383013651011-2607,51757619,0.002819,107
1037949096985,383013656737-1063,655736960,0.002464,103
1037983941928,383013668685-296,59727871,0.003876,105
1037983943846,383013668685-1337,114876248,0.003876,105
1038116895410,383014853430-1142,67643146,0.005371,107
1038116899498,383014875339-139,2963263028,0.030304,105
1038116914497,383014855041-375,61710944,0.002552,107
1038122017676,383014855041-2802,61388378,0.002552,107
1038122018515,383014853406-1,687377109,0.002201,103
1038288013055,383016116886-1458,824813049,0.007484,105
1038294684197,383016118626-602,300529823,0.004845,105
1038303777145,383016060491-1641,64276521,0.002819,107
1038303777959,383016060491-2056,64281238,0.002819,107
1038303778598,383016060491-2607,64287801,0.002819,107
1038412543824,383016326521-643,86321868,0.003082,105
1038412543982,383016326521-730,81235268,0.003082,105
1038441776537,383016058683-8,215247845,0.002026,105
1038487427320,383016425273-2144,6329947654,0.002026,105
1038487443609,383016425273-2365,6336367935,0.002026,105
1038533963299,383016530016-240,213344324,0.004578,105
1038533965303,383016499856-12,688389560,0.002552,103
1038535483519,383016551615-6,214930760,0.002201,200
1038663048491,383016588072-1082,78667557,0.005104,107
1038663049797,383016589837-1639,76885245,0.002464,107
1038663049909,383016589837-1696,76885870,0.002464,107
1038663050203,383016589837-1845,76887373,0.002464,107
1038673670973,383016589837-681,66251915,0.002464,107
1038673671933,383016589837-1041,66255366,0.002464,107
1038673698065,383016564169-3592,298106296,0.002026,103
1038678422571,383016581927-14,274566772,0.002731,103
1038846291444,383016834198-1445,90247286,0.005104,107
1038846291958,383016836171-1269,88190473,0.002464,107
1038846296804,383016868195-1742,502735920,0.006783,105
1038855318411,383016834198-1254,81217934,0.005104,107
1038898943281,383016983703-188,627267016,0.029938,103
1038961717564,383017050038-259,55014490,0.004051,105
1038976116135,383017117916-0,30022538,0.038635,200
1038989206277,383009982471-384,3102040338,0.008102,103
1039029595049,383017133408-2081,74395091,0.002464,107
1039029596493,383017133408-3069,75541924,0.002464,107
1039029596763,383017133408-3270,75544286,0.002464,107
1039040879520,383017133408-1804,64243152,0.002464,107
1039040880635,383017133408-3103,57262501,0.002464,107
1039040880856,383017133408-3373,64261532,0.002464,107
1039040881184,383017098300-374,694055904,0.007751,105
1039040906139,383017146969-0,201521297,0.004547,105
1039147089524,383017321264-437,75310286,0.006340,105
1039147094475,383017321264-5,75425776,0.006340,105
1039211071514,383017350777-184,64299774,0.005104,107
1039211073648,383017350777-1253,63487710,0.005104,107
1039211075394,383017352445-2169,63015149,0.002464,107
1039211076606,383017352445-2999,65448317,0.002464,107
1039267625345,383017457969-219,254827567,0.003609,105
1039331714363,383017473697-84,625955958,0.006340,105
1039331716023,383017473697-967,575740355,0.006340,105
1039394172655,383017555641-1100,64585646,0.004845,107
1039394173011,383017555641-1278,67510783,0.004845,107
1039394174845,383017558369-2168,62078719,0.002552,107
1039399287076,383017558369-872,60522182,0.002552,107
1039399287343,383017558369-957,60522943,0.002552,107
1039516221177,383017691214-269,121975413,0.005371,105
1039516221951,383017691214-675,122108145,0.005371,105
