,reward,profit,carbon_cost,excess_charge,max_profit
10000,"[0.0, 1.8984148513917563, 1.73889866697984, 1.1832705155332415, 0.15981296685500487, 0.814640132263144, 2.591189733867318, 2.6450256848204377, 2.1215457860958153, 2.7294065471284368, 3.001352421802237, 1.2457062581808862, 0.6387930486317753, 0.0]","[0.0, 2.8185177571385895, 3.148631628732144, 2.4562292714472393, 0.24232000000000076, 1.073775308837622, 3.9197227055985895, 3.8367435551888627, 3.1195596203832667, 3.772088298404567, 3.8895629246451535, 1.8518215992079932, 1.0920767336441097, 0.0]","[0.0, 0.9201029057468345, 1.4097329617523071, 1.272958755913999, 0.08250703314499588, 0.25913517657447754, 1.328515638397941, 1.1917178703684272, 0.9980138342874514, 1.042681751276134, 0.8881931695095829, 0.6061153410271077, 0.4532836850123343, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
20000,"[0.0, 1.8139107125423906, 1.6748084530708192, 1.2565436675303678, 0.19745541904976469, 0.6838246003162791, 2.652698287768779, 2.5489967809533645, 2.3196567660597966, 2.742501335681702, 3.0158899870790825, 1.262032401813203, 0.5837707327233387, 0.0]","[0.0, 2.6998747285952933, 3.1277995653719546, 2.5505236364314063, 0.30576000000000103, 0.8953339169920239, 3.997810470338281, 3.666641928350756, 3.3497509719309044, 3.7979930846212038, 3.8959363936262847, 1.8941559527417013, 0.9728643166230618, 0.0]","[0.0, 0.8859640160529033, 1.4529911123011352, 1.2939799689010405, 0.10830458095023633, 0.2115093166757446, 1.3450601825695, 1.1176451473973932, 1.0300942058711104, 1.0554917489395037, 0.8800117398805362, 0.6321235509284994, 0.3890935838997232, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.2e-05, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
30000,"[0.0, 1.7769459067822837, 1.7066204033881294, 1.205190587829271, 0.17618016099895778, 0.7463547717474163, 2.4518523290466674, 2.7565838242065865, 2.2622132502218903, 2.8880160090519644, 2.9880688624168186, 1.1308358734129764, 0.7004019041568785, 0.0]","[0.0, 2.6614439427378316, 3.205926851358212, 2.474521635228423, 0.27716000000000085, 0.9785097915201205, 3.7065995367831928, 4.015966922177297, 3.2858512488925973, 3.9937010607971497, 3.8678933579512553, 1.7000543346699484, 1.1787603217695135, 0.0]","[0.0, 0.8844980359555484, 1.4993064479700844, 1.2693310473991546, 0.10097983900104306, 0.23215501977270403, 1.25471254106986, 1.2593830979707108, 1.0236379986707085, 1.1056850517451835, 0.8797551622011038, 0.5692184612569745, 0.47835841761263537, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0, 6.933333333333333e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
40000,"[0.0, 1.7266593914105717, 1.6929532257880922, 1.154642028984203, 0.24004473852861694, 0.798272151702699, 2.474863445469442, 2.480012576812793, 2.3371047313566535, 2.6448228441668915, 3.003759168492465, 1.2228343563652155, 0.593275225307536, 0.0]","[0.0, 2.5708549298460257, 3.1933144339450577, 2.4185777015745735, 0.3754400000000002, 1.0570295907353813, 3.728100775441212, 3.6134159198838103, 3.3947265331731975, 3.6614182286694605, 3.899261826167394, 1.8252009087478207, 1.0052179679286362, 0.0]","[0.0, 0.8441955384354545, 1.5003612081569677, 1.263935672590372, 0.13539526147138328, 0.25875743903268283, 1.2532199966384368, 1.1334033430710193, 1.0576218018165424, 1.0165953845025693, 0.895485324341594, 0.6023665523826074, 0.4119427426211001, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
50000,"[0.0, 1.824157288309207, 1.6968687763565358, 1.1772135767495664, 0.21144401233351776, 0.7345813649967506, 2.60968945966352, 2.6218450885074644, 2.3145186767415487, 2.7207373004102577, 3.0449526938236575, 1.2903409218313275, 0.5795070771861601, 0.0]","[0.0, 2.747342701822044, 3.1943361470759655, 2.436011951405571, 0.33332000000000006, 0.9575837977774349, 3.93719658235356, 3.7981612071340756, 3.3612513649520497, 3.7638066949780264, 3.946544143917594, 1.9356812702465982, 0.9552447774712642, 0.0]","[0.0, 0.923185413512838, 1.4974673707194326, 1.258798374656005, 0.1218759876664823, 0.2230024327806843, 1.3274724560233726, 1.1763161186266136, 1.0467326882105026, 1.0430693945677687, 0.9015741167606038, 0.6453403484152721, 0.37573770028510406, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
60000,"[0.0, 1.9054401175275586, 1.6691343824399187, 1.1493899414650182, 0.20292028823546465, 0.7391050067611878, 2.637270713656079, 2.592242322949291, 2.2455885871600083, 2.553329657557241, 3.0737206732731703, 1.1626220801933647, 0.5943131037541239, 0.0]","[0.0, 2.8643571031390183, 3.1154145557482256, 2.391637548552347, 0.31616000000000055, 0.9687717247349855, 3.9716311846674235, 3.7609426223138627, 3.2590138174019017, 3.53574994430483, 4.000547387908153, 1.7240715165000577, 1.0228481538327974, 0.0]","[0.0, 0.9589169856114594, 1.446280173308308, 1.24224760708733, 0.11323971176453589, 0.22966671797379754, 1.3343258043446766, 1.1687002993645734, 1.013425230241894, 0.9824202867475887, 0.9268093813016507, 0.5614494363066943, 0.4285350500786735, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
70000,"[0.0, 1.819007220032804, 1.715459553287001, 1.0694732306961627, 0.2115209320300702, 0.6945137333777359, 2.6597447625145545, 2.6123067077588766, 2.2845882789268797, 2.6621520225099675, 3.063420493327806, 1.2554088983833427, 0.6406386891272693, 0.0]","[0.0, 2.699937519753175, 3.2753433640799963, 2.267973078121232, 0.32864000000000104, 0.8996179962203028, 3.9993541938829864, 3.8105466160617234, 3.3223527824495336, 3.681314680068129, 3.967238056433385, 1.8793061046874628, 1.0896284457273446, 0.0]","[0.0, 0.8809302997203737, 1.5598838107929973, 1.1984998474250712, 0.1171190679699308, 0.2051042628425671, 1.3395920980350957, 1.1982399083028457, 1.0377645035226535, 1.0191626575581612, 0.9037828964389146, 0.6238972063041225, 0.4489897566000755, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
80000,"[0.0, 1.8674518260392128, 1.6442097157298179, 1.0769216728764952, 0.1789179225417099, 0.7789629382822033, 2.628271832199087, 2.6685663818708245, 2.2503924107425184, 2.723797202589977, 3.0201215845315925, 1.1799573160815642, 0.7033793315130065, 0.0]","[0.0, 2.787767395838117, 3.0593651437568625, 2.2276491662928053, 0.2761200000000007, 1.0289532928277358, 3.9585405835029825, 3.846270213444897, 3.284125336070943, 3.771163608579237, 3.9250948283524907, 1.7597734796667528, 1.1732295310065273, 0.0]","[0.0, 0.9203155697989036, 1.4151554280270466, 1.1507274934163112, 0.09720207745829078, 0.24999035454553262, 1.3302340846372285, 1.177703831574071, 1.0337329253284246, 1.0473664059892616, 0.9049732438209037, 0.5798161635851891, 0.46985019949352064, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
90000,"[0.0, 1.8761172872093956, 1.6026837429554108, 1.2236363403516384, 0.19852719930927548, 0.7063725690552929, 2.6619729534628873, 2.8354238999503507, 2.155611979007453, 2.7568838728646434, 3.013077068369543, 1.2427634537132306, 0.6378868733504532, 0.0]","[0.0, 2.766305670796188, 3.011850198658142, 2.5177867436676253, 0.3192800000000007, 0.9232935094122376, 4.022899786607308, 4.105968748754139, 3.1505686516545994, 3.815253221862389, 3.908572695721822, 1.8292255870707366, 1.070115167119367, 0.0]","[0.0, 0.890188383586793, 1.4091664557027328, 1.2941504033159894, 0.12075280069072515, 0.2169209403569446, 1.3608748331444245, 1.2705448488037894, 0.9949566726471483, 1.0583693489977468, 0.8954956273522773, 0.586462133357507, 0.4322282937689135, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.2e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
100000,"[0.0, 1.8320381388298, 1.7200212240807888, 1.108119944413315, 0.17614851191284742, 0.7833497579294629, 2.6594963642528957, 2.611344883813607, 2.1826323586732888, 2.7447816764488793, 3.02004474963342, 1.272270034051054, 0.5696358175696343, 0.0]","[0.0, 2.7373410112901864, 3.2510130180934746, 2.272661709152152, 0.26883999999999997, 1.024088598634677, 4.01588478028409, 3.777796658455367, 3.2060113032874598, 3.783768453150565, 3.922585276738007, 1.886853258062977, 0.9843648076768312, 0.0]","[0.0, 0.9053028724603854, 1.530991794012689, 1.164541764738838, 0.09269148808715254, 0.240738840705214, 1.3563710826978623, 1.166451774641761, 1.023378944614171, 1.0389867767016838, 0.9025405271045892, 0.6145832240119236, 0.4147289901071965, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
