,reward,profit,carbon_cost,excess_charge,max_profit
110000,"[0.0, 1.894483000552104, 1.6850197290675248, 1.1206290551929485, 0.2318802324311201, 0.8249844772640036, 2.564625802809645, 2.6385501907970212, 2.218579923616166, 2.842657174859708, 3.0080015691751307, 1.259550076517251, 0.5459250210705064, 0.0]","[0.0, 2.832347875320105, 3.166616946108111, 2.295602446036654, 0.3660800000000015, 1.0731736032125514, 3.858406127626388, 3.801201344760634, 3.207545378876586, 3.9425098667560072, 3.907145562222628, 1.873956916213253, 0.9187957294158274, 0.0]","[0.0, 0.9378648747680022, 1.4815972170405902, 1.1749733908437074, 0.1341997675688813, 0.24818912594854836, 1.2937629914834115, 1.1626511539636104, 0.9889654552604237, 1.0998526918963014, 0.8991266597141649, 0.6144068396960043, 0.3728707083453208, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
120000,"[0.0, 1.851033057523742, 1.7144207600639505, 1.1766029142999161, 0.18715417443773918, 0.6504436881875479, 2.6615123075491303, 2.586272997939926, 2.3311120924443305, 2.6990181710103487, 2.9819605985973685, 1.239634894005471, 0.6126661746539777, 0.0]","[0.0, 2.771406309502505, 3.2162824450721166, 2.387661850655439, 0.2995200000000011, 0.84664577783209, 4.017429537532741, 3.7523058522128703, 3.399573500205744, 3.738153013491226, 3.860599997253781, 1.8397815740973553, 1.0083314278844706, 0.0]","[0.0, 0.9203732519787635, 1.501861685008167, 1.2110589363555229, 0.11236582556226196, 0.1962020896445421, 1.3558825633169447, 1.166032854272944, 1.0684614077614134, 1.0391348424808786, 0.8786047319897485, 0.6001466800918874, 0.39566525323049295, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
130000,"[0.0, 1.9066716767660539, 1.7220145693928786, 1.1316098796664855, 0.18462019197326582, 0.7401879662526482, 2.5495007034041417, 2.555852909505868, 2.188653035465105, 2.6775607080098123, 3.150670723003328, 1.2342728216102254, 0.6501596590220995, 0.0]","[0.0, 2.8150788506814033, 3.1637192561662593, 2.3449032127159404, 0.28703999999999996, 0.9729261330531656, 3.8681686400628306, 3.7123322543511366, 3.1925306851482995, 3.709206745027665, 4.080794591499405, 1.8368437152037511, 1.089746002346259, 0.0]","[0.0, 0.908407173915351, 1.4417046867733827, 1.2132759997161224, 0.10241980802673416, 0.23273816680051734, 1.3186506033253578, 1.1564793448452704, 1.0038776496831974, 1.0316460370178535, 0.9300892018294102, 0.6025708935935257, 0.43958634332415963, 0.0]","[0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
140000,"[0.0, 1.8485969246002856, 1.7463678128996394, 1.0936556421636126, 0.1795871443323037, 0.7186348108683883, 2.546939488525074, 2.5081628351511367, 2.2088325566091203, 2.7499587510152166, 2.9424477574175727, 1.2592647618215138, 0.5659716286516081, 0.0]","[0.0, 2.7574881134045457, 3.2823548744037416, 2.275000607549274, 0.2813200000000008, 0.9399058175762258, 3.824059435637048, 3.6361861591976306, 3.2351860624451385, 3.7933128638469613, 3.8087822455023113, 1.864146338981801, 0.9471282114273561, 0.0]","[0.0, 0.9088911888042598, 1.5359870615041047, 1.1813449653856636, 0.1017328556676971, 0.22127100670783728, 1.2770852804453066, 1.1280233240464932, 1.0263535058360178, 1.0433541128317452, 0.8662824880847393, 0.6048815771602896, 0.38115658277574793, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0, 5.2e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
150000,"[0.0, 1.7804165231306632, 1.6053055398669924, 1.1388737047810342, 0.15833469971969932, 0.7010224329863958, 2.687214018503177, 2.7004984576055415, 2.2594239357362382, 2.8180333681246887, 2.931934923417458, 1.2552677492953026, 0.595777371732748, 0.0]","[0.0, 2.6618484335372203, 3.057710318986738, 2.33349195779489, 0.255320000000001, 0.9185962893934447, 4.066704232738734, 3.896474962960706, 3.288294784013987, 3.911795899863593, 3.787021705657512, 1.8771327889670388, 1.0110572214556766, 0.0]","[0.0, 0.8814319104065573, 1.4524047791197483, 1.1946182530138585, 0.09698530028030172, 0.21757385640704888, 1.3794555475688928, 1.1959765053551632, 1.0288708482777498, 1.0937625317389077, 0.8550347822400552, 0.621865039671737, 0.41527984972292875, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0, 5.2e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
160000,"[0.0, 1.9546937010926353, 1.7987895995725565, 1.1821546893695767, 0.22117235337018085, 0.7958321165409213, 2.6594766520726387, 2.672511971015535, 2.2089380612599627, 2.803803527800099, 3.069164504356911, 1.2170122484595742, 0.6790631625799343, 0.0]","[0.0, 2.927258127917889, 3.3808398046602695, 2.437883297252677, 0.34372000000000125, 1.0345520938464037, 4.015497937590796, 3.8736520411215474, 3.206169722449599, 3.879967111990073, 3.9771835126295767, 1.8306192261627858, 1.1539813928618865, 0.0]","[0.0, 0.9725644268252523, 1.5820502050877143, 1.2557286078831025, 0.12254764662982036, 0.23871997730548256, 1.35598661885149, 1.2011400701060133, 0.9972316611896381, 1.0761635841899748, 0.9079843416059975, 0.6136069777032124, 0.4749182302819527, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.466666666666691e-05, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
170000,"[0.0, 1.9317524753371431, 1.6657897461226678, 1.0921374284487309, 0.1859869579663908, 0.7287851310402441, 2.7072514542763217, 2.7252481545635816, 2.18553729751896, 2.7785804423710903, 3.0368246003848767, 1.2223889751916264, 0.6050827596112106, 0.0]","[0.0, 2.886923538553154, 3.1465892032999254, 2.3008694746362006, 0.2958799999999999, 0.9474970365910853, 4.086810355942325, 3.944704134430543, 3.203893094819083, 3.851782958362645, 3.944308969447636, 1.8033161513247578, 1.0253112285971704, 0.0]","[0.0, 0.9551710632160108, 1.4807994571772607, 1.2087320461874722, 0.10989304203360906, 0.21871190555084102, 1.3795069016660075, 1.2194559798669633, 1.0183557973001218, 1.0732025159915557, 0.9074843690627606, 0.5809271761331328, 0.4202284689859598, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.2e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
180000,"[0.0, 2.025554782790155, 1.6498845423531312, 1.1977001420884659, 0.17161976365974357, 0.7762944205216381, 2.561952661911909, 2.5262852332834713, 2.2763196153952725, 2.8504569250357616, 2.907650870489033, 1.254334555260925, 0.5824305466635739, 0.0]","[0.0, 3.0424413396639385, 3.110217598284737, 2.479922540542532, 0.2750800000000002, 1.0092700300762647, 3.8612050714551183, 3.6691036946128444, 3.2892391061383752, 3.951987610798306, 3.7813473047698043, 1.8749514165122823, 0.9988285575565551, 0.0]","[0.0, 1.016886556873786, 1.460333055931607, 1.2822050651207328, 0.10346023634025664, 0.23297560955462668, 1.2991830762098775, 1.1428184613293744, 1.012919490743101, 1.1015306857625464, 0.8736964342807717, 0.6206168612513585, 0.4163980108929814, 0.0]","[0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 6.933333333333357e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
190000,"[0.0, 1.843735903010986, 1.7260652497391915, 1.1818342387027143, 0.20342794477848167, 0.7428501042547216, 2.7108097214104285, 2.636845382099922, 2.36620921115658, 2.7093469004977164, 2.9987441807289112, 1.2258431905088873, 0.6211135324195504, 0.0]","[0.0, 2.7573517956087, 3.2345346345404433, 2.464681253297954, 0.314600000000001, 0.9671655148428272, 4.085352117262764, 3.8065527278911633, 3.434360640699045, 3.7510367207082913, 3.8878332559870517, 1.807805987140359, 1.0514731025499677, 0.0]","[0.0, 0.9136158925977131, 1.5084693848012545, 1.2828470145952406, 0.11117205522151927, 0.22431541058810545, 1.3745250625190029, 1.1697073457912432, 1.0681514295424646, 1.0416898202105787, 0.8890544085914729, 0.5819627966314739, 0.4303595701304173, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
200000,"[0.0, 2.0390129967683994, 1.6111349292603037, 1.1287576304787041, 0.16538142205072867, 0.775604521279819, 2.666785095738994, 2.534524005910815, 2.2021222641643425, 2.678684312576237, 3.0256046109998156, 1.2768713152759203, 0.6517247971744146, 0.0]","[0.0, 3.0344148487748774, 3.033178099116749, 2.3236014022239093, 0.25272000000000094, 1.015638720800772, 4.001863035128859, 3.6905888607206525, 3.203598788614131, 3.7070981350351504, 3.9265497564300453, 1.8964239347053264, 1.1164453443733624, 0.0]","[0.0, 0.995401852006478, 1.4220431698564486, 1.1948437717452078, 0.08733857794927223, 0.24003419952095292, 1.3350086060565338, 1.1560648548098382, 1.001476524449786, 1.0284138224589143, 0.9009278120968971, 0.6195526194294072, 0.4647205471989481, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.933333333333382e-05, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
210000,"[0.0, 1.8015120410432928, 1.7272418580534525, 1.1692343064811233, 0.1717227065364343, 0.7874121689882334, 2.4853933337718326, 2.59315509876137, 2.113847442913715, 2.7515610494681924, 3.107204825218729, 1.3034762502138624, 0.598603509947566, 0.0]","[0.0, 2.702670696276734, 3.2058611567699984, 2.4339551874713425, 0.2740400000000004, 1.0247285453025858, 3.751890799860934, 3.755709906902428, 3.095995945778858, 3.8139861980465875, 4.023869574263816, 1.9227741779111622, 1.0024375731325348, 0.0]","[0.0, 0.9011586552334423, 1.4786192987165467, 1.264720880990222, 0.10231729346356612, 0.2373163763143527, 1.266480132755767, 1.1625548081410606, 0.9821485028651445, 1.0624251485783953, 0.9166300823784206, 0.6192979276972995, 0.4038340631849689, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
220000,"[0.0, 1.87059990578274, 1.6852910834558137, 1.0529862470861115, 0.15100664929617777, 0.6580469713857475, 2.515639149820271, 2.6260539553924724, 2.1970159424453666, 2.8351194343906583, 3.119990439222, 1.268828686588719, 0.6286387832807631, 0.0]","[0.0, 2.8022247357338173, 3.2098458980985107, 2.2203373902811325, 0.23399999999999987, 0.851110326055348, 3.775123155286264, 3.808614266778851, 3.196928637617661, 3.9247166925447936, 4.046722254665853, 1.886277275533403, 1.0501405357592386, 0.0]","[0.0, 0.9316248299510783, 1.5245548146426962, 1.1673511431950239, 0.0829933507038221, 0.19306335466960037, 1.2594493387993295, 1.1825603113863776, 0.9999126951722944, 1.0895972581541356, 0.9266971487771855, 0.6174485889446839, 0.42150175247847577, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
230000,"[0.0, 1.7386155864029906, 1.7984636097109719, 1.2050476649503237, 0.17152245540377092, 0.7539560412618445, 2.4846944125501267, 2.639638943469684, 2.218732601562434, 2.554231531179771, 2.9169586625859583, 1.2484139716701284, 0.613263271598905, 0.0]","[0.0, 2.5932238065497386, 3.3127502335412453, 2.4742648760850927, 0.27091999999999994, 0.9908418735563791, 3.717329029702537, 3.801411403249331, 3.2191533214222217, 3.5331533017126455, 3.7635113992267666, 1.8485071611336652, 1.0212768735329383, 0.0]","[0.0, 0.8546082201467496, 1.5142866238302743, 1.269217211134771, 0.09939754459622904, 0.23688583229453428, 1.2326172838190779, 1.1617724597796482, 1.0004207198597872, 0.9789217705328747, 0.8465527366408079, 0.6000931894635395, 0.4080136019340332, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.733333333333358e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
240000,"[0.0, 1.937574735880683, 1.6615026045358166, 1.136702701083956, 0.15797919527251914, 0.7914237808725509, 2.659001476680567, 2.5910814229667736, 2.302110305545137, 2.826855079935384, 3.041283631081313, 1.3050819319283, 0.6346968425340197, 0.0]","[0.0, 2.9091593272388274, 3.068161302316887, 2.355382783012723, 0.24803999999999993, 1.043037482681187, 4.002814093832782, 3.777163859023244, 3.3471254364526732, 3.913967171740148, 3.929982671533084, 1.9233457530601745, 1.0806094869189737, 0.0]","[0.0, 0.9715845913581463, 1.4066586977810729, 1.2186800819287698, 0.09006080472748075, 0.25161370180863635, 1.3437432838188843, 1.186082436056471, 1.0450151309075337, 1.0871120918047648, 0.8886990404517707, 0.6182638211318754, 0.4459126443849543, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.933333333333333e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
