,reward,profit,carbon_cost,excess_charge,max_profit
10000,"[0.0, 1.7341911218805874, 1.7960850805760238, 1.1110069087950065, 0.20728108844293588, 0.8058624621169922, 2.6964194128463337, 2.6940898481120836, 2.2067396430718857, 2.606601132580226, 3.0439205011506982, 1.1916470327760795, 0.5958845848145493, 0.0]","[0.0, 2.587879739219306, 3.3429540028482254, 2.338058698593749, 0.32760000000000056, 1.0545676194858942, 4.043216886616523, 3.901218856769826, 3.2267512351993104, 3.6028402551027434, 3.9451083351336207, 1.742393292827734, 1.0163947780456883, 0.0]","[0.0, 0.8536886173387186, 1.5468689222722023, 1.2270517897987443, 0.12031891155706463, 0.24870515736890228, 1.346780140436853, 1.2071290086577429, 1.0200115921274255, 0.9962391225225196, 0.9011705006495891, 0.5507462600516551, 0.42051019323113864, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.733333333333358e-05, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
20000,"[0.0, 1.8668162096405279, 1.812209001871642, 1.1512771853468737, 0.20765271354291245, 0.6779885460232498, 2.649310692988192, 2.6303397916659392, 2.213162976162055, 2.9307625338326724, 2.9648911483728737, 1.2085177074691598, 0.6429876883662108, 0.0]","[0.0, 2.7913695354839825, 3.411844226682264, 2.4247056628393557, 0.32604000000000066, 0.8814246184726543, 3.9631574107282703, 3.7922697498315636, 3.1979577554630816, 4.0554618752919005, 3.8468594602321455, 1.7694482211852072, 1.0828132963836694, 0.0]","[0.0, 0.9245533258434555, 1.5996352248106254, 1.2734284774924844, 0.11838728645708822, 0.20343607244940443, 1.3138293844067461, 1.1619299581656244, 0.9847947793010271, 1.1246993414592283, 0.8819509785259391, 0.5609305137160475, 0.43982560801745824, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
30000,"[0.0, 1.8580025116991785, 1.63172964741678, 1.0964543507316042, 0.1694990069153725, 0.7166151665690847, 2.634314807684017, 2.58575504291425, 2.2659970056843197, 2.6279311628155475, 3.014406868000503, 1.257047203634861, 0.6071310142030302, 0.0]","[0.0, 2.7597402117591674, 3.103443932336026, 2.2620829667888738, 0.2625999999999997, 0.9255807199235127, 3.948700111832367, 3.756162576042816, 3.277577473422647, 3.644523289952707, 3.8946563649859414, 1.8556934826350924, 1.0320657530601727, 0.0]","[0.0, 0.9017377000599898, 1.4717142849192464, 1.1656286160572722, 0.09310099308462719, 0.20896555335442787, 1.3143159708150203, 1.1704075331285642, 1.0115804677383313, 1.0165921271371585, 0.8802321636521052, 0.598646279000231, 0.4249347388571427, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.933333333333333e-05, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
40000,"[0.0, 1.784950292076977, 1.702392466914866, 1.1641744535024507, 0.23400523185455246, 0.7115647017548211, 2.5701286911390344, 2.4214901827064277, 2.3501505581170523, 2.6657801941788666, 3.032302632111664, 1.2291265589416105, 0.6530926497629334, 0.0]","[0.0, 2.6655756992362485, 3.2086068742863483, 2.402350828553527, 0.3702400000000008, 0.9336057875962344, 3.866357255205868, 3.5178821643556564, 3.40523390467446, 3.6980564064539916, 3.9254922153786427, 1.8112028181299755, 1.095038851865099, 0.0]","[0.0, 0.88062540715927, 1.5062144073714858, 1.238159041717743, 0.1362347681454483, 0.22204108584141302, 1.296193897400168, 1.0963919816492282, 1.0550833465574083, 1.0322762122751272, 0.8931549166003125, 0.5820762591883665, 0.4419462021021658, 0.0]","[0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 3.466666666666691e-05, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
50000,"[0.0, 1.9272023903199895, 1.659771453834632, 1.2010113676806629, 0.17915442648969893, 0.7305758001366768, 2.633629280434376, 2.627056483189074, 2.250936222361902, 2.759109998850083, 3.0071196140175602, 1.2559403790575325, 0.6016591984824137, 0.0]","[0.0, 2.88418340985278, 3.216684791770912, 2.4990511326013416, 0.2771600000000002, 0.9473893244925019, 3.972778845733801, 3.829092374463183, 3.2479560091439375, 3.832622594758612, 3.8785578580780387, 1.8447469884370986, 1.0088345880107887, 0.0]","[0.0, 0.9569810195327915, 1.556913337936281, 1.2980397649206825, 0.09800557351030127, 0.2168135243558253, 1.3391148986327572, 1.2020358912741107, 0.9970197867820343, 1.0735125959085312, 0.8713689107271481, 0.5888066093795675, 0.4071753895283753, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0, 6.933333333333333e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
60000,"[0.0, 1.9068167850761444, 1.6035475112332562, 1.195673659810167, 0.2091452739096698, 0.7099269525281466, 2.592011518901243, 2.608481103810396, 2.337781568912109, 2.7282034727162294, 3.088363459554509, 1.247489260291206, 0.6964436410590426, 0.0]","[0.0, 2.846270235798524, 3.0340296243633738, 2.462911358036393, 0.3255199999999996, 0.9218716210661368, 3.902188208674059, 3.7661928745149758, 3.3626008572349773, 3.7778708824254963, 3.9933119276760887, 1.851600077439496, 1.1448264873486076, 0.0]","[0.0, 0.9394534507223781, 1.4304821131301175, 1.267237698226228, 0.11637472609032974, 0.21194466853799018, 1.3101420231061471, 1.1577117707045814, 1.0248192883228666, 1.0496674097092682, 0.9049138014549157, 0.6041108171482906, 0.44838284628956504, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.466666666666691e-05, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
70000,"[0.0, 1.870766814708811, 1.6896131575141675, 1.1660253234227458, 0.20200710702429253, 0.7086704280648426, 2.493880115868316, 2.4674467123774786, 2.2348979659171158, 2.6466292555945143, 3.0127246838442687, 1.2663856479948028, 0.5870476623666143, 0.0]","[0.0, 2.8001760297035685, 3.2448686258204256, 2.3991100306670727, 0.3203200000000005, 0.9193599076456379, 3.7415330061313656, 3.6092181945340798, 3.2596110000071925, 3.6657267692667688, 3.903464350988762, 1.8733580485666335, 1.0119196263214558, 0.0]","[0.0, 0.9294092149947593, 1.5552554683062603, 1.2330847072443287, 0.11831289297570795, 0.21068947958079523, 1.247635556929715, 1.1417714821566018, 1.0247130340900765, 1.0190975136722558, 0.8907223338111607, 0.6069724005718309, 0.4248719639548414, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
80000,"[0.0, 1.9230709676922966, 1.7490722246618453, 1.1513717644417611, 0.2062008146031141, 0.7741562241330652, 2.529943697075408, 2.607015803571478, 2.2288268509330273, 2.7373957536631073, 2.985829665709168, 1.1761216287482588, 0.5781197407313245, 0.0]","[0.0, 2.8604147293806794, 3.281671518470025, 2.359893077190814, 0.3203200000000005, 1.0113228306435398, 3.802291559392527, 3.7574277463379078, 3.2028966088102635, 3.780313142768298, 3.8620610618585807, 1.784202241509382, 0.9683173411619433, 0.0]","[0.0, 0.9373437616883826, 1.532599293808181, 1.2085213127490546, 0.11411918539688642, 0.23716660651047472, 1.272330528983786, 1.1504119427664306, 0.9740697578772362, 1.0429173891051913, 0.8761967294827466, 0.6080806127611234, 0.39019760043061874, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333827e-05, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
90000,"[0.0, 1.9764676337797162, 1.68957712695884, 1.1493564859317889, 0.1641340329036758, 0.7043391229614364, 2.569160196925519, 2.6962592426634266, 2.3801024796897465, 2.8043095297580036, 2.985365061949872, 1.2900346345813152, 0.5459178623362602, 0.0]","[0.0, 2.939832959919666, 3.223190129469601, 2.3598699676832546, 0.25324, 0.9134774622449721, 3.868991184571088, 3.906975331100064, 3.4795194226494197, 3.8832625409415047, 3.8621582105207155, 1.9053145708521795, 0.9089542562278716, 0.0]","[0.0, 0.9633653261399502, 1.5336130025107624, 1.210513481751469, 0.08910596709632422, 0.20913833928353565, 1.2998136543122363, 1.2107160884366401, 1.0994169429596705, 1.0789530111835008, 0.8767411485708425, 0.6152799362708643, 0.36303639389161146, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 5.2e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
100000,"[0.0, 1.8580386078430802, 1.6728232359409105, 1.1896156905028086, 0.1792324790585754, 0.7975720068767286, 2.5981253985475448, 2.6978343304278396, 2.276027322110866, 2.7612724337213908, 2.948839926019822, 1.3261243603692552, 0.6283673813258319, 0.0]","[0.0, 2.7530086714985043, 3.1936580139536024, 2.43559257153363, 0.2771600000000005, 1.0403905453521145, 3.914719698618054, 3.9113127982596123, 3.346241903682756, 3.818625977537563, 3.8139071944022427, 1.9719337288425196, 1.06288819904211, 0.0]","[0.0, 0.8949700636554243, 1.5208347780126943, 1.2459768810308225, 0.09792752094142504, 0.24281853847538598, 1.316594300070509, 1.2134784678317743, 1.0702145815718922, 1.0573535438161754, 0.8650152683824228, 0.6458093684732665, 0.43452081771627815, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4632148173016805e-19, 0.0, 0.0, 0.0, 5.2e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
