,reward,profit,carbon_cost,excess_charge,max_profit
10000,"[0.0, 1.945388696650955, 1.7094943186406732, 1.194191968464654, 0.18116459533673887, 0.7554966745566153, 2.617857793059225, 2.6895702683237492, 2.1875765659508066, 2.587980712351184, 3.066618057519132, 1.1148259141878851, 0.6121922267700145, 0.0]","[0.0, 2.92421286530725, 3.2638109839907625, 2.4198479597684237, 0.28340000000000043, 0.9859795379560861, 3.9529973812724775, 3.9063433469101474, 3.1901715395589996, 3.5845434634782953, 3.960855448594859, 1.6627026330727386, 1.0234598664022823, 0.0]","[0.0, 0.978824168656295, 1.5543166653500882, 1.2256559913037726, 0.10223540466326154, 0.23048286339947088, 1.3351049215465842, 1.216773078586397, 1.002594973608192, 0.9965627511271125, 0.8942200577423925, 0.5478767188848559, 0.4112676396322681, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
20000,"[0.0, 1.9092872552559426, 1.6234478957913332, 1.1526487252361284, 0.14082533689115032, 0.6663879545778184, 2.623352623403833, 2.7022369076074066, 2.2038670030964473, 2.763816644260695, 2.989757762689279, 1.21901826980229, 0.621688615763324, 0.0]","[0.0, 2.864065275574337, 3.0710825467564087, 2.363390745400339, 0.21684000000000037, 0.863955408674996, 3.9432651680150914, 3.9069941943256263, 3.2280418877214636, 3.8320742339419027, 3.874820314813385, 1.789143916726199, 1.01684759485649, 0.0]","[0.0, 0.9547780203183939, 1.4476346509650764, 1.2107420201642118, 0.07601466310884998, 0.19756745409717782, 1.3198258779445937, 1.2047572867182217, 1.0241748846250147, 1.0682575896812085, 0.8850452187907726, 0.5701256469239104, 0.39515897909316583, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.666666666666667e-05, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
30000,"[0.0, 1.8796881555712466, 1.5548972195369524, 1.2029903993037352, 0.19319427941051392, 0.7665565331885261, 2.571298734409903, 2.699497321267654, 2.2724517679362504, 2.782961734020948, 3.0670710522625653, 1.2843551108430247, 0.5723446200175364, 0.0]","[0.0, 2.781927585747116, 3.0206474465969304, 2.487712036520824, 0.30003999999999986, 0.989610883241393, 3.858741424811715, 3.899272381599485, 3.280428586914683, 3.8484622453580832, 3.9776406927673533, 1.9074115273661891, 0.9521545897253209, 0.0]","[0.0, 0.9022394301758712, 1.46575022705998, 1.2847216372170904, 0.10684572058948591, 0.22305435005286656, 1.2874080237351446, 1.1997750603318313, 1.0079768189784326, 1.0655005113371347, 0.9104656405047877, 0.6230564165231659, 0.3798099697077842, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0, 0.00010400000000000001, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
40000,"[0.0, 1.9443245261450386, 1.7290916751825631, 1.1677385355806706, 0.19663853716999927, 0.7474395970846842, 2.5536698288396447, 2.7403196360455624, 2.3419380383534953, 2.614038942797431, 3.171451615412878, 1.1912129324669727, 0.6079751078073459, 0.0]","[0.0, 2.8865008436213397, 3.237149817323262, 2.394108090215239, 0.3062800000000011, 0.9667735674406801, 3.855083289031148, 3.9454011817945993, 3.3930297618915612, 3.5992573424140453, 4.105732207815361, 1.7658401457583999, 1.005647128325601, 0.0]","[0.0, 0.9421763174763024, 1.5080581421406993, 1.2263695546345708, 0.10964146283000181, 0.21933397035599586, 1.3013961268581717, 1.2050815457490394, 1.0510917235380663, 0.9852183996166183, 0.9342459257358136, 0.5746272132914279, 0.3976720205182548, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.733333333333358e-05, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
50000,"[0.0, 1.8942942831194667, 1.6184321705649165, 1.182799613400954, 0.19168398864588557, 0.735707953695307, 2.7172820391590977, 2.7372303951119967, 2.3221239296681695, 2.8135404931034986, 2.950383482209143, 1.1839449190209477, 0.5913732791233453, 0.0]","[0.0, 2.8242020953352216, 3.13975781102937, 2.4636389451767635, 0.2984800000000003, 0.9607075281695818, 4.109745301980234, 3.968350040955877, 3.3680623445591, 3.8863316210354077, 3.8247934386884044, 1.7718820047019541, 0.9972251390704114, 0.0]","[0.0, 0.9299078122157575, 1.5213256404644555, 1.2808393317758116, 0.1067960113541147, 0.22499957447427502, 1.3924459294878042, 1.231119645843881, 1.045938414890929, 1.0727911279319085, 0.8743752898125954, 0.5879370856810071, 0.405851859947066, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
60000,"[0.0, 1.9617024111161687, 1.6837984559930235, 1.1856855433405011, 0.1849361025976992, 0.7091373418839427, 2.6175020184491875, 2.630934395760021, 2.3961520756692734, 2.8239634557202185, 3.0247285219718445, 1.1488987895890836, 0.5835385836767548, 0.0]","[0.0, 2.951265197460537, 3.2216186631679267, 2.4445060015212903, 0.2854800000000004, 0.9230636320085642, 3.9316361779401787, 3.7920702891354607, 3.463267107874925, 3.8964417890053284, 3.9218675267573455, 1.7158985826754247, 0.9983722551410287, 0.0]","[0.0, 0.9895627863443688, 1.5378202071749036, 1.2588204581807916, 0.10054389740230117, 0.21392629012462147, 1.314116826157658, 1.1611358933754423, 1.0671150322056526, 1.0724783332851089, 0.8970696714521706, 0.5669997930863415, 0.41483367146427375, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 6.933333333333333e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
70000,"[0.0, 1.9676620356480965, 1.7317942345290178, 1.1864504302001533, 0.19494822065280074, 0.7584480736870233, 2.650969454479524, 2.616281012590049, 2.232448545702364, 2.668692538062394, 2.959767387943199, 1.2560420360699514, 0.5908756297155806, 0.0]","[0.0, 2.9595592433457787, 3.2547896436179244, 2.459263354930666, 0.3068000000000005, 0.9825637242141292, 3.976505086253617, 3.7617794325635097, 3.248379556026467, 3.67932343514308, 3.8312363844348303, 1.8646987101252699, 1.0076353126265258, 0.0]","[0.0, 0.9918972076976819, 1.522995409088907, 1.272812924730515, 0.11185177934719977, 0.22411565052710586, 1.3255182984407563, 1.145498419973459, 1.015931010324102, 1.010630897080688, 0.871434329824964, 0.6086566740553193, 0.41675968291094523, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
80000,"[0.0, 1.9165957011945027, 1.6449602353826758, 1.1738278729266893, 0.1746976222279401, 0.7551546738806664, 2.585540048457997, 2.7257118253080574, 2.284756415743731, 2.78655600084046, 3.007253963910077, 1.235386471022433, 0.6724154674140972, 0.0]","[0.0, 2.864357954647226, 3.0759720879307957, 2.4340573931593306, 0.2787199999999991, 0.986779421623544, 3.8947466208263473, 3.949398513078646, 3.335793739625134, 3.8492345635361342, 3.8877052690046687, 1.8254216200385311, 1.1478740809019103, 0.0]","[0.0, 0.9477622534527251, 1.4310118525481212, 1.26021218689931, 0.10402237777205889, 0.2316247477428775, 1.3091892390350188, 1.2236866877705899, 1.0510373238814006, 1.0626785626956736, 0.8804513050945899, 0.5900351490160991, 0.4754586134878135, 0.0]","[0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
90000,"[0.0, 1.8147366992310492, 1.7047036484837617, 1.2030381696136945, 0.16902265640900124, 0.6936554906290048, 2.6722674279102554, 2.5425911713193536, 2.2999914944054884, 2.697653510923329, 3.0353998340426287, 1.2024671835866234, 0.5506634805493099, 0.0]","[0.0, 2.7092914752654367, 3.1779542516250014, 2.4924260459829206, 0.2636399999999999, 0.8846560762113899, 4.0151877056277865, 3.686067206039965, 3.335622817943828, 3.740896920116186, 3.936212600434325, 1.8012621680744483, 0.9167523017688242, 0.0]","[0.0, 0.894554776034387, 1.4732506031412453, 1.2893878763692286, 0.09461734359099865, 0.19100058558238509, 1.342850944384203, 1.1434760347206125, 1.0356313235383376, 1.0432434091928602, 0.9007434330583665, 0.5987949844878268, 0.36608882121951425, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.933333333333382e-05, 0.0, 0.0, 0.0, 6.933333333333333e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
100000,"[0.0, 1.7971122131783572, 1.7037951668713993, 1.160316496114358, 0.1620911379890591, 0.7385802512405646, 2.6952519014852014, 2.781731849118396, 2.1529811982358935, 2.6211221560263676, 3.113482249913802, 1.3458021700681921, 0.5609819946418722, 0.0]","[0.0, 2.661648140816302, 3.214637263041588, 2.4010167875439636, 0.2548000000000006, 0.9633547780456873, 4.034662420721076, 4.046538181840283, 3.100973554075006, 3.627721629508495, 4.052226634644312, 2.008612919132883, 0.9475416138428052, 0.0]","[0.0, 0.8645359276379458, 1.5108420961701892, 1.240700291429607, 0.09270886201094142, 0.2247745268051225, 1.339375852569206, 1.264806332721888, 0.9479923558391128, 1.0065994734821289, 0.9386923847305106, 0.6628107490646913, 0.38655961920093274, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0, 5.2e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
