,reward,profit,carbon_cost,excess_charge,max_profit
110000,"[0.0, 1.8347889714307704, 1.6327463579581072, 1.1029894735908659, 0.20762104706671, 0.762966249882037, 2.5370204293047816, 2.7036215330565487, 2.187009691307932, 2.728682058494824, 3.02826935287456, 1.2524509564691964, 0.6279859284582925, 0.0]","[0.0, 2.733715880664939, 3.073509060005913, 2.3171055830793272, 0.32188000000000005, 0.9875308832413924, 3.8205123715121867, 3.903964062971822, 3.1665730390276523, 3.780842484589524, 3.9252001311983857, 1.8519562810736003, 1.04840556155636, 0.0]","[0.0, 0.8989269092341706, 1.4407627020478078, 1.2141161094884643, 0.11425895293329001, 0.22456463335935542, 1.2834572755407412, 1.200342529915275, 0.9795633477197209, 1.0521604260947028, 0.896896111657159, 0.5995053246044065, 0.42041963309806757, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.466666666666691e-05, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
120000,"[0.0, 1.7493889958958602, 1.6532125235264683, 1.1430768796922102, 0.17332215973034776, 0.7025401682026639, 2.5891928351281197, 2.699303090169407, 2.217667575141636, 2.5872132344924066, 2.969374158049388, 1.3178662419678377, 0.601474403524792, 0.0]","[0.0, 2.6093388864622438, 3.0851680212213597, 2.383496202589404, 0.27612000000000003, 0.917353965047747, 3.9242111417269863, 3.9086979858322346, 3.2330723467105114, 3.5737620423835113, 3.8720689418028496, 1.9758471077691637, 1.0321910676472168, 0.0]","[0.0, 0.8599498905663846, 1.4319554976948932, 1.2404193228971974, 0.10279784026965225, 0.21481379684508303, 1.3350009732655348, 1.209394895662828, 1.015404771568876, 0.9865488078911098, 0.9026947837534622, 0.6579808658013272, 0.4307166641224246, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.733333333333358e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
130000,"[0.0, 1.882658474231558, 1.6605828386037578, 1.1198694987446003, 0.19756211103299248, 0.6990828871645421, 2.551045864486513, 2.6564175591875254, 2.271177044057949, 2.8770683041026994, 2.9274616760365113, 1.2285795050833372, 0.5910016742591857, 0.0]","[0.0, 2.8241670911116383, 3.11990638998083, 2.3130591086123555, 0.3041999999999998, 0.8977688142235275, 3.8444941472655825, 3.837941157194269, 3.298755798946691, 3.9840093228333324, 3.8076362742943046, 1.8261786413337777, 0.9937281990421085, 0.0]","[0.0, 0.9415086168800838, 1.459323551377074, 1.1931896098677566, 0.10663788896700725, 0.19868592705898558, 1.293413616112406, 1.181523598006744, 1.0275787548887454, 1.1069410187306346, 0.8801572649244609, 0.5975991362504419, 0.4027265247829224, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
140000,"[0.0, 1.897329856697269, 1.6670769462948956, 1.0415189759697976, 0.19642917237245852, 0.7323357849302375, 2.5137070675286313, 2.760901190570705, 2.2302465986795696, 2.784142473854007, 2.9447021603017673, 1.2730819199539192, 0.6459484867111597, 0.0]","[0.0, 2.8277480578043566, 3.1805677422064536, 2.165261094593959, 0.3052400000000003, 0.9482487689926594, 3.790975787962851, 3.9783855393770597, 3.280109156538475, 3.8410602922263357, 3.8151991083384127, 1.889778103026422, 1.107168070753715, 0.0]","[0.0, 0.93041820110709, 1.513490795911559, 1.1237421186241645, 0.10881082762754175, 0.2159129840624222, 1.2772687204342186, 1.2174843488063556, 1.0498625578589058, 1.0569178183723333, 0.870496948036646, 0.6166961830725045, 0.4612195840425556, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
150000,"[0.0, 1.7326261234115095, 1.694205607619732, 1.043184295957112, 0.1935262568441974, 0.7626165956580477, 2.5535888915489906, 2.644072177353202, 2.1683696828815315, 2.7229994279831633, 2.9181351903729835, 1.2514537688049103, 0.6153829011666453, 0.0]","[0.0, 2.5833442947682643, 3.25095869171695, 2.2025145985020744, 0.30783999999999934, 1.0027638062367652, 3.8403062769577545, 3.829432148366209, 3.147713366055248, 3.762346947453329, 3.7942360148778227, 1.8634299767777172, 1.0340237818310791, 0.0]","[0.0, 0.8507181713567589, 1.5567530840972201, 1.1593303025449644, 0.1143137431558019, 0.24014721057871752, 1.2866827187420986, 1.1853599710130083, 0.9793436831737186, 1.0393475194701685, 0.8761008245048403, 0.6119762079728075, 0.4186408806644339, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
160000,"[0.0, 1.2998441487346661, 1.2855173577193235, 0.9092981820459662, 0.11435621280241628, 0.6717199547686115, 1.80478938195956, 2.8310568600647468, 1.466297060184285, 2.86864186542068, 2.3564309801795993, 0.7908950708991429, 0.6520005061338544, 0.0]","[0.0, 2.030843990218175, 2.2238843957367056, 1.9486152676206514, 0.18771999999999978, 0.8944172623233092, 2.6669466069683856, 4.095569253436084, 2.2530954014711138, 3.9522472519809813, 3.045640048680096, 1.1798799999999978, 1.1403970429759265, 0.0]","[0.0, 0.7309998414835105, 0.9383670380173861, 1.0393170855746847, 0.07336378719758346, 0.22269730755469752, 0.8621572250088293, 1.2645123933713451, 0.7867983412868312, 1.0836053865603037, 0.6892090685004981, 0.3889849291008561, 0.4883965368420728, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
170000,"[0.0, 2.084241974647072, 1.6300761321383523, 1.179474705997832, 0.17946589258069343, 0.7867536073091007, 2.6944992487293162, 2.765150149740408, 2.3644110792036135, 2.9124307596993586, 2.8526958530078423, 1.2306641243669396, 0.5882414006226817, 0.0]","[0.0, 3.1153289365541474, 2.9647119963736883, 2.42714298178243, 0.2761199999999997, 1.0329260742967659, 4.092713485891883, 4.008073976124354, 3.4435334616480437, 4.037288824631355, 3.7201443664367484, 1.8428881990421064, 0.9670870507749558, 0.0]","[0.0, 1.0310869619070766, 1.3346358642353382, 1.2476682757846018, 0.09665410741930625, 0.246172466987665, 1.3982142371625679, 1.2429238263839468, 1.0791223824444303, 1.1248580649319955, 0.867431180095573, 0.6122240746751688, 0.3788456501522738, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
180000,"[0.0, 2.33988006905074, 1.7801299080750663, 1.2072623854145774, 0.17940511218854346, 0.7288777614463136, 3.049492343656582, 2.6935024573980915, 2.5599734117675004, 3.061042432108481, 3.1042444125679234, 1.1715541343544567, 0.5613352440317106, 0.0]","[0.0, 3.465813976194018, 3.1712687936300514, 2.4296306440834727, 0.2865199999999992, 0.9526706923207945, 4.608311846593798, 3.890510411952202, 3.7401493791657554, 4.228965901518837, 4.0302908258686685, 1.7331080068794678, 0.9349636143808149, 0.0]","[0.0, 1.1259339071432781, 1.3911388855549864, 1.222368258668899, 0.10711488781145573, 0.22379293087448088, 1.5587848362705519, 1.1970079545541135, 1.1801759673982555, 1.1679234694103573, 0.9259944133007466, 0.5615538725250125, 0.37362837034910445, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0, 5.2e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
190000,"[0.0, 2.4030912641044844, 1.6991701687489407, 1.100559950498622, 0.19278399267439833, 0.6898132407057656, 3.162730185347575, 2.642036283618553, 2.5346703340764702, 3.0839810125012734, 3.146046393282168, 1.3283263656317321, 0.5888423041158162, 0.0]","[0.0, 3.5425795017217903, 3.0315680961407376, 2.2896094208513165, 0.2969199999999994, 0.9004408298871177, 4.765025064383085, 3.822711611612769, 3.630852824065632, 4.266434573811195, 4.092034855315277, 1.9712764711133013, 0.9874471301684181, 0.0]","[0.0, 1.139488237617307, 1.3323979273917987, 1.189049470352696, 0.10413600732560106, 0.210627589181352, 1.6022775457021823, 1.1806753279942168, 1.0961824899891635, 1.1824535613099267, 0.9459884620331097, 0.6429501054815716, 0.39860482605260195, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.733333333333358e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
200000,"[0.0, 2.337609427817134, 1.5580014489426754, 0.950475039718164, 0.18004716302562868, 0.7532584373681992, 2.8806235780033513, 2.490524024025623, 2.592361658288245, 2.835129991691477, 2.795050900609589, 1.1802193181818572, 0.477208249019539, 0.0]","[0.0, 3.477149148792343, 2.840672541142847, 1.9720802653259442, 0.2782, 1.0022085578250242, 4.368828867082364, 3.6106819649969273, 3.7311127874249754, 3.9286621352128503, 3.6212854387604922, 1.736463699757886, 0.8164568703831697, 0.0]","[0.0, 1.1395397209752123, 1.282671092200175, 1.0216052256077817, 0.09815283697437129, 0.2489501204568248, 1.4881879557456832, 1.1201579409713065, 1.1387511291367336, 1.0935321435213747, 0.8262345381509033, 0.5562443815760311, 0.3392486213636308, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
210000,"[0.0, 2.2458190432679164, 1.5455572508386894, 1.0734455217796732, 0.16294576006265168, 0.7141546269454576, 2.6389765627812296, 2.4592956420006447, 2.453116474962629, 2.798883724311352, 2.9069181610223005, 1.2138994005465988, 0.5116240117176618, 0.0]","[0.0, 3.337760310640755, 2.855726921632315, 2.2306330338366394, 0.2547999999999989, 0.922837950126844, 3.9889098672980547, 3.5527950701756605, 3.5396856927258846, 3.8619599899480495, 3.7672849769709322, 1.804256528827304, 0.8481204094335207, 0.0]","[0.0, 1.0919412673728395, 1.3101696707936286, 1.157187512056968, 0.09185423993734726, 0.20868332318138624, 1.3499333045168265, 1.0934994281750186, 1.0865692177632567, 1.0630762656367, 0.8603668159486356, 0.5903571282807066, 0.3364963977158588, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
220000,"[0.0, 2.448550992125961, 1.6910361261949451, 1.1137728937031812, 0.12839267908905438, 0.7139351261628992, 2.222585489334772, 2.593396938091956, 2.0694432724372365, 2.4407411207547467, 3.0195657795104482, 1.0760342719277838, 0.47274121346659986, 0.0]","[0.0, 3.643146841936634, 3.1742133144577798, 2.264919328742441, 0.18824000000000116, 0.9353510968703531, 3.3530666979858665, 3.7257423159352228, 2.920659978496996, 3.3409930714712126, 3.933865420705188, 1.604471473826428, 0.7768577956925455, 0.0]","[0.0, 1.1945958498106735, 1.4831771882628368, 1.1511464350392622, 0.059847320910946786, 0.2214159707074537, 1.1304812086510942, 1.1323453778432673, 0.8512167060597605, 0.9002519507164667, 0.9142649745280731, 0.5284372018986466, 0.30411658222594545, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
230000,"[0.0, 1.9830666280412363, 1.1275269565639094, 0.8914291790689909, 0.06938730423679879, 0.6761236856719375, 2.1573010881901165, 1.7748547241534438, 1.9701891317751503, 2.6264843122801236, 2.575081173184505, 0.8262292422235987, 0.5620502494111187, 0.0]","[0.0, 2.9137908794285985, 2.0283410738500134, 1.8197960445268795, 0.10867999999999955, 0.8834622540215741, 3.2866896659427476, 2.572591454752534, 2.8457354057420607, 3.618468145661972, 3.3461417077673286, 1.2048399999999986, 0.9924203451203281, 0.0]","[0.0, 0.9307242513873623, 0.9008141172861049, 0.928366865457891, 0.03929269576320076, 0.20733856834963643, 1.1293885777526325, 0.79773673059909, 0.8755462739669116, 0.9919838333818493, 0.7709392012494911, 0.3786107577763999, 0.4303700957092094, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00012133333333333335, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
240000,"[0.0, 2.5668981472125108, 1.7840559315435203, 1.3129298955034878, 0.2096664260869979, 0.8083194732125193, 2.8095925587614654, 1.6079364161305294, 2.0432992162067407, 2.5375804060344804, 2.9742904311993805, 1.2965264195778552, 0.5150903109867843, 0.0]","[0.0, 3.808254730492331, 3.207424589137708, 2.628325662978282, 0.3276000000000009, 1.0561156978063058, 4.234318292451475, 2.3558856633920624, 2.9236699821961873, 3.5294008063347944, 3.8641435128213266, 1.9506087635195777, 0.8871957747522288, 0.0]","[0.0, 1.2413565832798243, 1.4233686575941906, 1.3153957674747963, 0.11793357391300295, 0.2477962245937874, 1.4247257336900085, 0.7479492472615352, 0.8803707659894461, 0.9918204003003179, 0.8898357482886127, 0.6540823439417226, 0.37210546376544446, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
