Net Demand 05/12/2021,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00
Hour-ahead forecast,23770,23543,23543,23543,23180,23180,23180,22883,22883,22883,22472,22472,22472,22278,22278,22278,21995,21995,21995,21828,21828,21828,21649,21649,21649,21519,21519,21519,21401,21401,21401,21266,21266,21266,21124,21124,21124,21032,21032,21032,21005,21005,21005,20993,20993,20993,21080,21080,21080,21191,21191,21191,21305,21305,21305,21420,21420,21420,21720,21720,21720,22013,22013,22013,22301,22301,22301,22486,22486,22486,22839,22839,22839,23082,23082,23082,23356,23356,23356,23572,23572,23572,23880,23880,23880,24224,24224,24224,24265,24265,24265,24257,24257,24257,24462,24462,24462,24550,24550,24550,24564,24564,24564,24451,24451,24451,24424,24424,24424,24320,24320,24320,24001,24001,24001,23795,23795,23795,23753,23753,23753,23655,23655,23655,23432,23432,23432,23396,23396,23396,23308,23308,23308,23426,23426,23426,23604,23604,23604,23632,23632,23632,23765,23765,23765,23937,23937,23937,24034,24034,24034,24227,24227,24227,24493,24493,24493,24803,24803,24803,25044,25044,25044,25254,25254,25254,25499,25499,25499,25748,25748,25748,25940,25940,25940,26274,26274,26274,26395,26395,26395,26746,26746,26746,27200,27200,27200,27606,27606,27606,27968,27968,27968,28315,28315,28315,28530,28530,28530,28910,28910,28910,29081,29081,29081,29372,29372,29372,29650,29650,29650,29788,29788,29788,29879,29879,29879,30079,30079,30079,30233,30233,30233,30497,30497,30497,30422,30422,30422,30388,30388,30388,30366,30366,30366,30523,30523,30523,30646,30646,30646,30674,30674,30674,30537,30537,30537,30257,30257,30257,29915,29915,29915,29570,29570,29570,29053,29053,29053,28470,28470,28470,27881,27881,27881,27347,27347,27347,26768,26768,26768,26227,26227,26227,25649,25649,25649,25199,25199,25199,24771,24771,24771,24330,24330,24330,23940,23940,23940
Demand,23799,23706,23682,23557,23434,23326,23207,23050,22938,22830,22735,22652,22506,22423,22382,22322,22248,22211,22088,21997,21970,21873,21832,21765,21751,21684,21650,21574,21514,21482,21421,21305,21247,21215,21156,21135,21120,21128,21158,21129,21130,21078,21052,21072,21061,21033,21003,21027,21007,21063,21185,21173,21215,21222,21219,21279,21316,21354,21368,21438,21523,21709,21875,21972,22102,22180,22245,22369,22445,22488,22526,22566,22635,22899,23010,23106,23163,23223,23307,23386,23461,23565,23696,23795,23801,23940,24083,24135,24198,24222,24270,24367,24438,24418,24437,24434,24452,24647,24761,24697,24683,24653,24583,24608,24603,24579,24524,24450,24346,24280,24223,24145,24124,24062,23998,23976,23976,23976,23888,23832,23667,23647,23675,23640,23552,23538,23459,23433,23454,23429,23362,23394,23433,23515,23571,23558,23516,23533,23636,23609,23654,23726,23736,23779,23788,23901,23806,23827,23877,24013,24086,24089,24171,24202,24371,24439,24513,24545,24644,24725,24758,24836,24850,24999,25090,25165,25226,25336,25353,25389,25498,25590,25726,25801,25934,25996,25974,26019,26247,26420,26514,26635,26798,26920,27037,27140,27238,27376,27517,27587,27742,27878,27994,27955,27993,28122,28258,28347,28456,28566,28663,28774,28953,29041,29118,29165,29251,29307,29406,29402,29397,29591,29719,29852,29936,30054,30150,30010,30063,30262,30347,30365,30440,30441,30536,30582,30571,30611,30519,30532,30559,30531,30565,30576,30620,30558,30547,30576,30601,30618,30646,30693,30717,30734,30745,30699,30686,30621,30483,30422,30342,30190,30026,29898,29704,29547,29420,29244,29091,28962,28773,28635,28469,28287,28103,27816,27639,27467,27277,27090,26893,26725,26523,26332,26150,26004,25790,25629,25446,25255,25070,24892,24749,24591,24458,24326,24199,24072,
Day-ahead net forecast,Demand response event,Net demand,21380,21152,21122,20969,20858,20716,20600,20473,20391,20321,20267,20199,20099,20026,19954,19895,19860,19848,19784,19708,19636,19645,19624,19576,19525,19459,19395,19323,19241,19193,19142,19068,19006,19007,18982,18975,18973,19001,19035,19062,19031,19044,19035,19066,19105,19131,19145,19184,19248,19299,19427,19523,19607,19710,19738,19810,19892,19968,20047,20129,20257,20410,20639,20757,20879,20969,21051,21156,21294,21301,21347,21387,21371,21498,21531,21408,21257,21017,20739,20473,20166,19880,19515,19200,18774,18394,18064,17694,17310,16893,16480,16125,15881,15620,15347,15081,14838,14437,14203,13964,13745,13581,13500,13279,13174,13058,12911,12776,12618,12444,12263,12133,12015,11912,11816,11649,11567,11443,11314,11265,11170,11128,11115,11031,10856,10770,10687,10579,10577,10536,10495,10430,10428,10488,10564,10563,10479,10440,10488,10496,10515,10563,10631,10590,10593,10699,10733,10711,10793,11123,11173,11228,11331,11360,11445,11583,11598,11579,11429,11510,11561,11613,11677,11765,11900,11951,12036,12135,12229,12267,12338,12453,12573,12717,12811,12940,13017,12936,13091,13309,13456,13517,13676,13836,14038,14110,14218,14299,14482,14650,14839,15077,15227,15275,15265,15354,15490,15642,15808,15932,16093,16334,16598,16779,16943,17112,17234,17433,17627,17885,17957,18180,18460,18790,19184,19664,20119,20527,20854,21481,22112,22580,23156,23613,24208,24691,25111,25583,25974,26353,26673,26940,27176,27413,27626,27741,27782,27893,27961,27971,28028,27987,28021,28030,28053,28031,27997,27903,27797,27633,27550,27385,27204,27002,26777,26634,26496,26305,26143,25998,25852,25701,25499,25362,25163,24910,24656,24514,24310,24096,23858,23703,23472,23251,23004,22841,22598,22384,22226,22034,21831,21687,21578,21410,21192,20986,20706,20540,
