Net Demand 05/31/2021,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00
Hour-ahead forecast,23300,23011,23011,23011,22747,22747,22747,22362,22362,22362,21983,21983,21983,21695,21695,21695,21458,21458,21458,21266,21266,21266,21072,21072,21072,20932,20932,20932,20778,20778,20778,20610,20610,20610,20533,20533,20533,20423,20423,20423,20361,20361,20361,20291,20291,20291,20327,20327,20327,20298,20298,20298,20246,20246,20246,20313,20313,20313,20433,20433,20433,20517,20517,20517,20521,20521,20521,20372,20372,20372,20404,20404,20404,20528,20528,20528,20690,20690,20690,20788,20788,20788,20968,20968,20968,21041,21041,21041,21169,21169,21169,21566,21566,21566,21695,21695,21695,21647,21647,21647,21791,21791,21791,21876,21876,21876,21871,21871,21871,21911,21911,21911,21816,21816,21816,21568,21568,21568,21677,21677,21677,21652,21652,21652,21684,21684,21684,21685,21685,21685,21685,21685,21685,21904,21904,21904,22085,22085,22085,22223,22223,22223,22415,22415,22415,22627,22627,22627,22843,22843,22843,23004,23004,23004,23092,23092,23092,23539,23539,23539,23844,23844,23844,24361,24361,24361,24914,24914,24914,25271,25271,25271,25568,25568,25568,25947,25947,25947,26240,26240,26240,26679,26679,26679,27271,27271,27271,27773,27773,27773,28241,28241,28241,28725,28725,28725,29249,29249,29249,29742,29742,29742,30048,30048,30048,30456,30456,30456,30784,30784,30784,31149,31149,31149,31353,31353,31353,31466,31466,31466,31664,31664,31664,31780,31780,31780,31730,31730,31730,31784,31784,31784,31607,31607,31607,31426,31426,31426,31429,31429,31429,31491,31491,31491,31432,31432,31432,31238,31238,31238,30927,30927,30927,30465,30465,30465,30055,30055,30055,29475,29475,29475,28869,28869,28869,28306,28306,28306,27709,27709,27709,27140,27140,27140,26548,26548,26548,26064,26064,26064,25561,25561,25561,25127,25127,25127,24583,24583,24583
Demand,23206,23154,23124,23041,22921,22803,22662,22560,22462,22346,22244,22111,22019,21932,21868,21789,21698,21619,21565,21481,21394,21341,21274,21197,21126,21082,21039,20984,20928,20885,20801,20802,20735,20669,20606,20566,20500,20522,20486,20467,20414,20395,20379,20385,20370,20345,20307,20263,20252,20261,20286,20283,20285,20291,20303,20308,20312,20283,20271,20290,20304,20445,20507,20538,20574,20574,20589,20593,20579,20541,20492,20461,20453,20596,20672,20701,20693,20717,20712,20785,20809,20846,20850,20849,20896,21276,21365,21373,21397,21369,21432,21526,21513,21490,21408,21440,21439,21621,21725,21723,21781,21798,21809,21854,21903,21920,21866,21833,21795,21813,21764,21689,21621,21612,21606,21614,21619,21589,21563,21550,21550,21612,21669,21667,21623,21556,21519,21535,21532,21559,21613,21620,21653,21766,21823,21883,21886,21976,22014,22109,22128,22152,22194,22263,22312,22374,22462,22518,22546,22576,22620,22612,22699,22808,22970,23116,23244,23257,23462,23551,23683,23825,23967,24155,24342,24403,24509,24657,24795,24789,24882,25015,25161,25265,25389,25517,25622,25801,25946,26094,26286,26438,26644,26828,26966,27122,27239,27380,27571,27723,27866,27985,28174,28367,28505,28684,28841,28965,29105,29231,29363,29513,29687,29882,29998,30083,30272,30356,30451,30621,30746,30896,31040,31161,31266,31337,31407,31323,31414,31437,31509,31590,31643,31693,31736,31797,31894,31937,31917,31860,31797,31799,31775,31723,31643,31601,31589,31555,31456,31426,31475,31462,31489,31459,31464,31449,31412,31365,31327,31261,31158,31078,30940,30843,30842,30630,30485,30350,30212,30099,29890,29691,29515,29294,29112,28827,28665,28463,28275,28121,27921,27721,27492,27329,27142,26974,26718,26466,26270,26104,26014,25770,25564,25335,25133,24984,24838,24683,
Day-ahead net forecast,Demand response event,Net demand,19420,19357,19317,19228,19123,18976,18858,18766,18634,18528,18375,18308,18184,18085,17983,17882,17780,17660,17594,17494,17398,17334,17299,17264,17216,17217,17229,17213,17174,17191,17214,17250,17231,17242,17215,17224,17233,17260,17301,17327,17326,17308,17354,17376,17395,17432,17425,17437,17499,17562,17637,17604,17607,17550,17559,17536,17605,17612,17664,17716,17799,17902,18058,18182,18242,18294,18381,18433,18508,18466,18404,18319,18271,18168,18153,17938,17703,17422,17066,16732,16390,16012,15600,15117,14686,14519,14298,13996,13592,13136,12743,12416,12053,11635,11265,10970,10729,10628,10601,10456,10281,10103,9957,9863,9806,9743,9693,9559,9482,9371,9318,9220,9070,8948,8864,8760,8701,8615,8562,8497,8452,8496,8517,8443,8390,8267,8213,8157,8154,8120,8187,8164,8196,8411,8512,8497,8526,8476,8364,8362,8404,8404,8437,8448,8532,8658,8816,8838,8875,8981,8947,8967,9025,9158,9359,9546,9717,9915,9996,10252,10447,10678,10846,11047,11159,11294,11339,11486,11722,11868,11908,12031,12191,12425,12693,12783,12919,13240,13498,13763,14040,14214,14377,14677,14777,14959,15325,15582,15789,16107,16411,16582,16784,17022,17352,17538,17792,18098,18462,18639,18788,18980,19111,19306,19478,19460,19545,19834,20108,20558,20898,21178,21403,21732,22115,22408,22724,22783,22930,23291,23475,23756,24134,24687,25171,25619,26220,26777,27191,27488,27815,28125,28485,28693,28893,29040,29072,29135,29101,29073,29184,29180,29139,29176,29116,29087,29005,29002,28973,28868,28799,28675,28553,28424,28437,28267,27999,27868,27706,27609,27427,27190,26945,26778,26508,26280,25932,25812,25604,25435,25261,24995,24813,24642,24453,24289,24067,23751,23535,23338,23143,22928,22669,22467,22231,22070,21946,21743,
