Net Demand 05/09/2021,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00
Hour-ahead forecast,22519,22296,22296,22296,21765,21765,21765,21484,21484,21484,21128,21128,21128,20885,20885,20885,20743,20743,20743,20511,20511,20511,20346,20346,20346,20219,20219,20219,20108,20108,20108,19963,19963,19963,19868,19868,19868,19740,19740,19740,19701,19701,19701,19602,19602,19602,19578,19578,19578,19540,19540,19540,19487,19487,19487,19470,19470,19470,19524,19524,19524,19578,19578,19578,19563,19563,19563,19518,19518,19518,19510,19510,19510,19384,19384,19384,19417,19417,19417,19479,19479,19479,19577,19577,19577,19555,19555,19555,19527,19527,19527,19530,19530,19530,19537,19537,19537,19463,19463,19463,19254,19254,19254,19170,19170,19170,19200,19200,19200,19095,19095,19095,18932,18932,18932,18741,18741,18741,18672,18672,18672,18611,18611,18611,18463,18463,18463,18407,18407,18407,18267,18267,18267,18326,18326,18326,18228,18228,18228,18006,18006,18006,17649,17649,17649,17563,17563,17563,17386,17386,17386,17276,17276,17276,17203,17203,17203,17286,17286,17286,17426,17426,17426,17550,17550,17550,17740,17740,17740,17886,17886,17886,18094,18094,18094,18404,18404,18404,18730,18730,18730,19089,19089,19089,19428,19428,19428,19936,19936,19936,20484,20484,20484,20947,20947,20947,21444,21444,21444,21862,21862,21862,22443,22443,22443,22847,22847,22847,23413,23413,23413,23635,23635,23635,23947,23947,23947,24278,24278,24278,24596,24596,24596,24854,24854,24854,25115,25115,25115,25273,25273,25273,25453,25453,25453,25676,25676,25676,25978,25978,25978,26122,26122,26122,26061,26061,26061,25850,25850,25850,25682,25682,25682,25571,25571,25571,25486,25486,25486,25157,25157,25157,24782,24782,24782,24426,24426,24426,23913,23913,23913,23431,23431,23431,22925,22925,22925,22536,22536,22536,22198,22198,22198,21883,21883,21883,21582,21582,21582
Demand,22402,22239,22130,22063,21962,21841,21743,21640,21554,21441,21356,21284,21287,21157,21082,21006,20928,20861,20776,20730,20671,20598,20541,20475,20403,20394,20374,20332,20252,20203,20141,20108,20082,20023,19940,19900,19859,19886,19857,19817,19785,19756,19699,19701,19661,19633,19600,19580,19521,19541,19554,19537,19540,19532,19513,19496,19473,19492,19465,19462,19476,19488,19536,19541,19583,19612,19634,19655,19651,19653,19637,19581,19523,19635,19689,19660,19612,19562,19531,19550,19604,19545,19559,19553,19497,19635,19703,19688,19703,19715,19701,19658,19595,19571,19554,19509,19485,19429,19409,19429,19412,19387,19384,19364,19337,19298,19255,19214,19230,19196,19067,18981,18969,18938,18923,18924,18823,18826,18757,18793,18729,18651,18651,18550,18552,18479,18446,18373,18346,18333,18291,18315,18274,18209,18212,18111,18022,17937,17751,17643,17621,17555,17523,17439,17364,17273,17235,17354,17259,17146,17091,17074,17051,17056,17072,17028,17049,17135,17143,17172,17178,17232,17272,17311,17343,17389,17435,17501,17567,17583,17648,17734,17829,17927,17981,18082,18174,18266,18413,18550,18657,18777,18905,19049,19179,19370,19567,19695,19798,19918,20060,20292,20447,20614,20706,20826,20949,21100,21219,21404,21630,21762,21916,22020,22210,22454,22606,22718,22787,22944,23184,23224,23388,23565,23645,23791,23954,24055,24211,24318,24414,24505,24607,24718,24797,24918,25002,25076,25137,25147,25258,25254,25269,25325,25419,25470,25521,25581,25671,25787,25884,25931,25982,26031,26056,26064,26072,26059,26001,26038,25999,25969,25862,25930,25945,25865,25789,25725,25671,25575,25442,25315,25197,25057,24919,24699,24499,24394,24247,24120,23963,23805,23626,23506,23310,23175,23022,22888,22681,22577,22446,22384,22266,22133,21938,21829,21740,21618,
Day-ahead net forecast,Demand response event,Net demand,18361,18132,18032,17958,17914,17853,17714,17638,17544,17472,17433,17383,17400,17373,17315,17273,17195,17102,17034,17014,16963,16941,16895,16806,16718,16638,16591,16507,16469,16358,16285,16199,16077,15979,15901,15789,15758,15758,15781,15760,15764,15755,15752,15814,15852,15896,15922,15929,15919,15920,15922,15940,15947,15934,15961,15935,15887,15879,15875,15840,15807,15836,15870,16007,16047,16087,16095,16086,16072,16091,16119,16091,15995,15962,16007,15861,15666,15393,15073,14760,14483,14112,13759,13360,12874,12489,12146,11661,11199,10813,10402,9928,9389,8974,8563,8297,8106,7715,7410,7155,6807,6511,6321,6172,6141,6276,6300,6240,6113,6226,6063,6005,5971,5814,5622,5371,5204,5346,5226,5160,5055,4967,4854,4873,4778,4802,4651,4670,4605,4616,4516,4520,4360,4545,4608,4623,4396,4375,4499,4403,4321,4249,3924,4277,4340,4162,4060,3742,3780,4107,4174,4186,4152,4079,4058,3971,3898,3742,3704,3492,3524,3490,3354,3486,3532,3549,3543,3477,3524,3771,3781,3696,3627,3631,3539,3520,3616,3611,3593,3651,3768,4311,4524,4695,4637,4667,4696,4693,4779,4838,4852,5034,5279,5475,5595,5743,5812,6031,6244,6613,6826,7041,7187,7369,7642,7954,8234,8529,8957,9170,9564,10062,10488,11030,11460,11887,12393,12971,13573,14127,14743,15406,16087,16760,17390,18049,18752,19278,19903,20310,20847,21186,21493,21714,21890,22124,22240,22327,22496,22614,22706,22725,22692,22707,22704,22750,22789,22798,22872,22832,22779,22624,22384,22240,22286,22055,21896,21725,21635,21571,21418,21299,21188,21084,20934,20774,20587,20454,20283,20152,20030,19869,19691,19571,19344,19170,19144,18975,18812,18698,18590,18517,18515,18273,18042,17948,17797,17638,
