Net Demand 05/03/2021,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00
Hour-ahead forecast,20917,20734,20734,20734,20585,20585,20585,20331,20331,20331,20168,20168,20168,19982,19982,19982,19817,19817,19817,19698,19698,19698,19624,19624,19624,19532,19532,19532,19359,19359,19359,19263,19263,19263,19274,19274,19274,19246,19246,19246,19236,19236,19236,19250,19250,19250,19372,19372,19372,19507,19507,19507,19673,19673,19673,19876,19876,19876,20236,20236,20236,20567,20567,20567,20893,20893,20893,21136,21136,21136,21504,21504,21504,21780,21780,21780,22083,22083,22083,22366,22366,22366,22690,22690,22690,22940,22940,22940,23045,23045,23045,23017,23017,23017,23184,23184,23184,23313,23313,23313,23063,23063,23063,22868,22868,22868,22703,22703,22703,22485,22485,22485,22307,22307,22307,22134,22134,22134,21986,21986,21986,21734,21734,21734,21704,21704,21704,21625,21625,21625,21500,21500,21500,21575,21575,21575,21589,21589,21589,21601,21601,21601,21659,21659,21659,21691,21691,21691,21777,21777,21777,21876,21876,21876,22006,22006,22006,22117,22117,22117,22178,22178,22178,22305,22305,22305,22387,22387,22387,22619,22619,22619,22957,22957,22957,23229,23229,23229,23406,23406,23406,23783,23783,23783,23996,23996,23996,24089,24089,24089,24437,24437,24437,24774,24774,24774,25371,25371,25371,25783,25783,25783,26173,26173,26173,26524,26524,26524,26913,26913,26913,27228,27228,27228,27455,27455,27455,27704,27704,27704,27990,27990,27990,28303,28303,28303,28309,28309,28309,28484,28484,28484,28603,28603,28603,28765,28765,28765,28920,28920,28920,29037,29037,29037,28929,28929,28929,28704,28704,28704,28373,28373,28373,28060,28060,28060,27713,27713,27713,27280,27280,27280,26804,26804,26804,26286,26286,26286,25689,25689,25689,25082,25082,25082,24525,24525,24525,24138,24138,24138,23718,23718,23718,23306,23306,23306,22965,22965,22965
Demand,20875,20944,20890,20792,20711,20629,20563,20529,20446,20372,20271,20252,20181,20122,20081,20029,19980,19931,19865,19828,19790,19733,19721,19665,19608,19529,19488,19444,19420,19421,19402,19359,19317,19289,19270,19275,19218,19235,19289,19242,19244,19267,19229,19215,19233,19231,19239,19271,19315,19382,19534,19582,19618,19679,19714,19742,19779,19777,19856,19952,20028,20204,20377,20495,20631,20751,20795,20932,21038,21117,21186,21284,21331,21559,21782,21867,21917,22043,22034,22158,22285,22319,22432,22492,22528,22752,22936,22945,22991,23038,23063,23121,23106,23147,23258,23245,23200,23238,23213,23178,23153,23118,23073,23011,22978,22915,22811,22698,22605,22553,22576,22579,22461,22413,22335,22286,22250,22193,22038,21900,21860,21835,21767,21743,21777,21734,21683,21644,21596,21612,21597,21597,21624,21547,21507,21542,21587,21581,21608,21570,21614,21564,21506,21529,21597,21571,21612,21592,21637,21647,21668,21651,21734,21820,21814,21803,21817,21742,21827,21879,21864,21883,21947,21969,21991,22087,22136,22233,22269,22425,22521,22581,22721,22753,22795,22853,22915,22960,23176,23235,23403,23421,23531,23552,23636,23665,23795,23853,23941,24089,24243,24338,24525,24696,24765,24923,25037,25134,25295,25399,25570,25776,25858,26024,26205,26283,26380,26479,26543,26652,26818,26955,27128,27228,27415,27622,27632,27659,27657,27786,27963,28009,28136,28248,28241,28300,28426,28432,28464,28493,28454,28504,28601,28543,28569,28612,28653,28763,28832,28926,28984,29029,29042,29083,29101,29071,29045,28977,28886,28822,28693,28645,28544,28442,28345,28237,28056,27975,27871,27720,27613,27495,27287,27147,26926,26613,26368,26203,26033,25848,25652,25504,25328,25169,25049,24850,24683,24499,24299,24139,23978,23827,23677,23559,23445,23280,23149,23143,
Day-ahead net forecast,Demand response event,Net demand,15730,15783,15834,15864,15816,15781,15595,15577,15590,15600,15598,15661,15621,15611,15601,15678,15667,15707,15692,15723,15762,15844,15870,15933,15947,15945,16015,16114,16149,16231,16218,16185,16149,16171,16194,16236,16240,16275,16420,16432,16417,16541,16567,16579,16582,16649,16610,16677,16726,16804,16971,17109,17126,17231,17313,17391,17467,17550,17621,17742,17799,17933,18135,18274,18344,18489,18524,18599,18722,18825,18876,18967,19000,19079,19269,19305,19175,19104,18868,18620,18409,18106,17764,17397,16942,16577,16357,15930,15443,15073,14710,14323,13897,13450,12939,12537,12069,11709,11475,11112,10845,10666,10389,10227,10127,9926,9718,9478,9317,9068,8927,8860,8864,8763,8631,8317,8122,7981,7825,7632,7422,7364,7186,7088,7072,7025,6967,6949,6920,6922,6907,6945,7029,6934,6886,6920,6999,6980,7030,7001,7048,7000,6966,6893,6928,6922,6829,6853,6796,6803,6892,6871,6872,6922,6977,7004,7030,6946,6947,7064,7041,7092,7151,7159,7241,7257,7365,7404,7531,7855,8026,8061,8118,8197,8183,8158,8175,8217,8259,8326,8507,8541,8700,8709,8794,8938,8973,9037,9097,9324,9457,9535,9612,9905,9981,10105,10327,10420,10630,10785,10989,11198,11367,11526,11768,12001,12245,12483,12739,13026,13450,13890,14256,14658,15070,15657,16181,16649,17162,17738,18398,19029,19695,20398,20967,21544,22016,22612,23082,23541,23885,24205,24485,24714,24819,25002,25154,25242,25425,25564,25613,25637,25687,25722,25797,25785,25764,25700,25590,25554,25445,25398,25321,25206,25188,25095,24888,24816,24767,24666,24539,24428,24190,23971,23830,23562,23278,23129,22948,22782,22576,22424,22245,22104,21943,21824,21661,21413,21247,21078,20918,20795,20693,20587,20452,20320,20210,20129,
