Net Demand 05/19/2021,0:00,0:05,0:10,0:15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,0:00
Hour-ahead forecast,23118,22857,22857,22857,22509,22509,22509,22202,22202,22202,21968,21968,21968,21737,21737,21737,21541,21541,21541,21366,21366,21366,21195,21195,21195,21103,21103,21103,21011,21011,21011,20883,20883,20883,20814,20814,20814,20797,20797,20797,20763,20763,20763,20743,20743,20743,20872,20872,20872,21061,21061,21061,21200,21200,21200,21297,21297,21297,21650,21650,21650,21949,21949,21949,22132,22132,22132,22198,22198,22198,22531,22531,22531,22790,22790,22790,23030,23030,23030,23286,23286,23286,23577,23577,23577,23721,23721,23721,23735,23735,23735,23688,23688,23688,23862,23862,23862,23928,23928,23928,23748,23748,23748,23573,23573,23573,23480,23480,23480,23381,23381,23381,23076,23076,23076,22875,22875,22875,22782,22782,22782,22639,22639,22639,22476,22476,22476,22161,22161,22161,21937,21937,21937,21972,21972,21972,21698,21698,21698,21559,21559,21559,21391,21391,21391,21251,21251,21251,21359,21359,21359,21348,21348,21348,21455,21455,21455,21471,21471,21471,21601,21601,21601,21596,21596,21596,21710,21710,21710,21927,21927,21927,21984,21984,21984,22198,22198,22198,22390,22390,22390,22716,22716,22716,22778,22778,22778,23249,23249,23249,23452,23452,23452,23681,23681,23681,23980,23980,23980,24393,24393,24393,24776,24776,24776,25130,25130,25130,25511,25511,25511,25771,25771,25771,26002,26002,26002,26203,26203,26203,26546,26546,26546,26681,26681,26681,27009,27009,27009,27112,27112,27112,27229,27229,27229,27428,27428,27428,27616,27616,27616,27862,27862,27862,27870,27870,27870,27715,27715,27715,27508,27508,27508,27234,27234,27234,26896,26896,26896,26496,26496,26496,26011,26011,26011,25583,25583,25583,25151,25151,25151,24701,24701,24701,24283,24283,24283,23905,23905,23905,23549,23549,23549,23214,23214,23214,22932,22932,22932
Demand,23070,22982,22919,22833,22716,22588,22561,22488,22354,22265,22217,22125,21981,21918,21899,21812,21730,21690,21615,21547,21488,21404,21329,21327,21286,21258,21226,21208,21136,21103,21030,20991,20964,20946,20900,20880,20850,20863,20864,20855,20793,20827,20834,20842,20833,20826,20871,20868,20971,20993,21095,21061,21085,21123,21151,21183,21242,21268,21297,21366,21466,21598,21725,21878,21933,21969,22006,22140,22197,22231,22238,22267,22307,22535,22655,22747,22861,22940,22996,23064,23144,23227,23252,23294,23370,23539,23636,23664,23766,23818,23845,23917,23921,24002,23925,23896,23876,23896,23876,23869,23830,23822,23766,23694,23720,23682,23657,23583,23471,23402,23385,23282,23292,23235,23196,23171,23085,22975,22938,22885,22789,22758,22763,22700,22530,22430,22312,22259,22170,22212,22146,22075,22000,21899,21801,21743,21708,21687,21626,21556,21494,21443,21289,21315,21402,21406,21359,21350,21314,21305,21336,21357,21406,21375,21343,21359,21383,21490,21512,21507,21473,21420,21499,21495,21564,21573,21705,21781,21772,21751,21817,21890,21937,22022,22101,22120,22135,22247,22356,22409,22427,22490,22508,22729,22886,22909,22952,23000,23041,23134,23253,23331,23433,23421,23563,23684,23785,23927,24087,24277,24369,24406,24570,24757,24757,24884,24924,25065,25149,25254,25398,25559,25622,25740,25838,25903,26013,26172,26246,26220,26284,26403,26536,26677,26743,26828,26911,26976,27021,27073,27087,27086,27159,27171,27201,27233,27308,27372,27486,27550,27592,27660,27720,27800,27882,27953,28002,27988,27945,27890,27828,27781,27673,27596,27584,27465,27400,27295,27166,27105,26947,26799,26662,26580,26421,26134,25961,25842,25718,25571,25439,25284,25129,24938,24767,24615,24451,24238,24164,23994,23871,23736,23630,23487,23307,23193,23007,22982,22904
Day-ahead net forecast,Demand response event,Net demand,18894,18803,18777,18591,18577,18455,18298,18225,18089,17966,17807,17743,17624,17370,17315,17244,17179,17100,17055,16925,16868,16810,16741,16743,16734,16693,16647,16637,16610,16613,16564,16494,16472,16438,16405,16353,16341,16331,16350,16346,16316,16350,16420,16497,16539,16556,16562,16629,16645,16660,16750,16794,16785,16853,16909,16971,17029,17038,17149,17194,17257,17373,17487,17547,17597,17585,17592,17636,17762,17779,17679,17626,17576,17590,17550,17500,17371,17069,16781,16448,16138,15676,15212,14923,14488,14306,14017,13519,13011,12584,12095,11659,11250,10760,10535,10379,10159,9745,9569,9400,9285,9144,9095,8986,8882,8746,8574,8498,8288,8076,7919,7987,7792,7863,7571,7342,7242,7126,6876,6777,6638,6489,6396,6328,6163,5982,5826,5742,5705,5417,5299,5069,4979,4861,4720,4693,4690,4637,4676,4551,4547,4446,4286,4135,4280,4299,4227,4184,4105,4047,4044,4039,4024,4107,4060,4083,4116,4295,4332,4312,4252,4145,4051,4035,3965,3985,4106,4307,4384,4351,4313,4351,4390,4555,4661,4579,4576,4634,4746,4849,4885,4892,4909,5120,5340,5441,5434,5594,5689,5860,6115,6296,6467,6496,6631,6797,6965,7155,7432,7659,7875,8014,8197,8457,8591,8799,9012,9413,9835,10151,10518,10968,11369,11846,12349,12802,13315,13857,14375,14812,15345,15937,16575,17254,17889,18429,18969,19474,19982,20517,20987,21338,21654,21988,22223,22399,22611,22805,22997,23157,23277,23354,23453,23597,23744,23937,24074,24193,24144,24086,23954,23903,23772,23536,23438,23263,23125,23039,22891,22784,22667,22530,22430,22375,22265,21982,21729,21605,21476,21332,21150,20969,20769,20574,20311,20160,20024,19808,19580,19396,19199,18975,18752,18523,18277,18080,17929,17794,17691
