Net Demand 05/24/2021,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00
Hour-ahead forecast,21329,21115,21115,21115,20929,20929,20929,20625,20625,20625,20376,20376,20376,20184,20184,20184,20025,20025,20025,19899,19899,19899,19811,19811,19811,19724,19724,19724,19592,19592,19592,19496,19496,19496,19486,19486,19486,19450,19450,19450,19456,19456,19456,19484,19484,19484,19668,19668,19668,19801,19801,19801,19928,19928,19928,20080,20080,20080,20435,20435,20435,20782,20782,20782,21044,21044,21044,21107,21107,21107,21460,21460,21460,21776,21776,21776,22080,22080,22080,22317,22317,22317,22653,22653,22653,22914,22914,22914,23043,23043,23043,23112,23112,23112,23107,23107,23107,23125,23125,23125,23031,23031,23031,22813,22813,22813,22588,22588,22588,22430,22430,22430,22366,22366,22366,22212,22212,22212,22118,22118,22118,22078,22078,22078,22059,22059,22059,21937,21937,21937,21880,21880,21880,22038,22038,22038,22148,22148,22148,22244,22244,22244,22284,22284,22284,22392,22392,22392,22532,22532,22532,22704,22704,22704,22974,22974,22974,23312,23312,23312,23449,23449,23449,23752,23752,23752,23903,23903,23903,24217,24217,24217,24519,24519,24519,24544,24544,24544,24881,24881,24881,25089,25089,25089,25376,25376,25376,25730,25730,25730,26124,26124,26124,26497,26497,26497,26822,26822,26822,27336,27336,27336,27710,27710,27710,28147,28147,28147,28563,28563,28563,28960,28960,28960,29217,29217,29217,29359,29359,29359,29644,29644,29644,29837,29837,29837,29781,29781,29781,29773,29773,29773,29861,29861,29861,30007,30007,30007,30124,30124,30124,30176,30176,30176,30020,30020,30020,29845,29845,29845,29616,29616,29616,29332,29332,29332,28944,28944,28944,28395,28395,28395,27819,27819,27819,27312,27312,27312,26710,26710,26710,26115,26115,26115,25537,25537,25537,25050,25050,25050,24642,24642,24642,24251,24251,24251,23958,23958,23958
Demand,21228,21283,21196,21101,21022,20932,20830,20749,20697,20626,20513,20433,20397,20318,20331,20267,20211,20181,20108,20062,19972,19984,19936,19841,19803,19753,19743,19691,19691,19644,19625,19611,19587,19528,19446,19461,19449,19453,19488,19485,19478,19470,19478,19490,19509,19526,19516,19524,19563,19647,19741,19776,19802,19851,19844,19928,19992,20025,20042,20151,20249,20460,20654,20764,20852,20928,20943,21069,21106,21140,21133,21147,21197,21418,21595,21682,21775,21878,21930,22080,22229,22306,22433,22454,22494,22747,22948,23038,23176,23167,23122,23149,23105,23067,23080,23076,23117,23158,23181,23135,23089,23037,22976,22917,22790,22730,22684,22633,22584,22655,22688,22598,22531,22468,22368,22383,22283,22243,22230,22209,22176,22185,22210,22208,22163,22110,22007,22047,21965,22031,22001,22003,22022,22047,22104,22114,22171,22137,22161,22166,22180,22153,22226,22288,22234,22306,22498,22398,22545,22520,22581,22661,22694,22814,22892,22961,22983,23086,23142,23169,23380,23413,23516,23558,23576,23590,23721,23830,23934,24048,24034,24018,24008,24059,24114,24269,24390,24483,24485,24522,24631,24831,24907,25060,25155,25268,25385,25501,25550,25685,25846,25998,26103,26136,26250,26447,26558,26689,26876,26985,27124,27280,27458,27646,27869,27909,27953,28085,28233,28394,28652,28716,28837,28950,29063,29167,29273,29317,29356,29437,29557,29637,29696,29766,29780,29827,29869,29898,29912,29976,29928,29904,29943,29976,30002,29998,29978,29989,30011,30010,30028,30016,29985,29998,30049,30046,30098,30033,30002,30000,29858,29859,29797,29645,29525,29376,29218,29140,29001,28865,28728,28536,28472,28270,28059,27751,27493,27307,27084,26956,26800,26580,26388,26229,26000,25869,25706,25499,25359,25170,25003,24892,24764,24671,24466,24341,24149,23982,
Day-ahead net forecast,Demand response event,Net demand,17894,17919,17919,17832,17779,17721,17631,17598,17575,17473,17348,17274,17174,17109,17113,17046,16999,16925,16860,16771,16671,16678,16649,16595,16617,16579,16618,16669,16664,16677,16642,16613,16574,16547,16467,16445,16371,16430,16491,16516,16521,16562,16563,16559,16556,16569,16534,16516,16518,16583,16717,16738,16776,16815,16924,16976,17079,17164,17224,17320,17468,17719,17994,18196,18326,18467,18544,18685,18867,18932,19009,18977,18951,18971,19002,18932,18745,18507,18251,17927,17642,17301,16974,16594,16182,15822,15603,15195,14737,14327,13857,13761,13735,13569,13312,13056,12651,12194,11800,11611,11408,11346,11325,11596,11530,11338,11126,11010,10919,10852,10749,10727,10789,10831,10789,10779,10825,10725,10633,10576,10574,10467,10219,10207,10132,10113,10138,10245,10121,10081,10007,9806,9651,9586,9514,9399,9274,9235,9221,9085,9047,9050,8914,9023,9172,9270,9520,9587,9594,9664,9639,9627,9536,9659,9591,9637,9718,9625,9695,9799,9970,10094,10086,10366,10454,10358,10346,10446,10485,10713,10644,10592,10601,10518,10507,10677,10812,10880,10900,10908,10941,11137,11201,11361,11482,11567,11662,11887,12056,12183,12349,12519,12651,12844,12927,13180,13276,13379,13487,13631,13784,13948,14158,14384,14633,14793,14848,15020,15321,15547,15897,16212,16533,16854,17234,17573,18011,18387,18726,19168,19667,20176,20652,21159,21667,22182,22717,23092,23545,23964,24350,24685,24958,25266,25514,25724,25896,26030,26135,26239,26279,26216,26194,26186,26252,26275,26288,26265,26229,26226,26128,26155,26043,25942,25765,25573,25435,25324,25153,24991,24798,24619,24424,24241,23991,23712,23293,23118,22958,22798,22622,22460,22212,22056,21861,21668,21546,21356,21181,20990,20836,20755,20668,20597,20468,20294,20176,19995,
