 ,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00.1
Demand 05/01/2019,21761.0,21682.0,21686.0,21602.0,21506.0,21371.0,21294.0,21233.0,21171.0,21103.0,21004.0,20963.0,20887.0,20837.0,20801.0,20708.0,20599.0,20576.0,20580.0,20492.0,20411.0,20384.0,20296.0,20237.0,20090.0,20062.0,19999.0,19904.0,19881.0,19919.0,19885.0,19833.0,19891.0,19862.0,19863.0,19835.0,19870.0,19849.0,19880.0,19879.0,19917.0,19935.0,19963.0,19936.0,19887.0,19833.0,19879.0,19929.0,19984.0,20043.0,20139.0,20131.0,20159.0,20232.0,20256.0,20322.0,20386.0,20454.0,20574.0,20629.0,20691.0,20893.0,21094.0,21223.0,21378.0,21515.0,21594.0,21726.0,21925.0,22039.0,22161.0,22304.0,22432.0,22562.0,22780.0,22917.0,23044.0,23169.0,23238.0,23405.0,23568.0,23632.0,23757.0,23820.0,23907.0,24001.0,24193.0,24275.0,24290.0,24345.0,24373.0,24316.0,24289.0,24185.0,24207.0,24125.0,24089.0,24119.0,24178.0,24150.0,24060.0,23992.0,23926.0,23893.0,23891.0,23789.0,23814.0,23751.0,23680.0,23623.0,23692.0,23685.0,23621.0,23518.0,23518.0,23408.0,23317.0,23233.0,23170.0,23099.0,23045.0,22985.0,22940.0,22849.0,22801.0,22759.0,22663.0,22677.0,22657.0,22611.0,22549.0,22531.0,22447.0,22360.0,22327.0,22270.0,22222.0,22124.0,22128.0,22111.0,22106.0,22022.0,22023.0,22035.0,22052.0,21979.0,21995.0,21928.0,21908.0,21946.0,21978.0,21993.0,21993.0,22063.0,22113.0,22149.0,22097.0,22059.0,22032.0,22062.0,22098.0,22145.0,22125.0,22166.0,22183.0,22216.0,22252.0,22271.0,22301.0,22325.0,22397.0,22387.0,22446.0,22484.0,22489.0,22528.0,22511.0,22546.0,22613.0,22638.0,22720.0,22746.0,22791.0,22863.0,22897.0,22971.0,23033.0,23122.0,23168.0,23202.0,23258.0,23296.0,23374.0,23505.0,23522.0,23576.0,23636.0,23753.0,23852.0,23895.0,23966.0,24051.0,24192.0,24257.0,24293.0,24362.0,24443.0,24516.0,24586.0,24651.0,24770.0,24896.0,25006.0,25148.0,25261.0,25408.0,25526.0,25530.0,25539.0,25682.0,25799.0,25893.0,26024.0,26123.0,26192.0,26283.0,26371.0,26421.0,26456.0,26531.0,26562.0,26617.0,26750.0,26848.0,26927.0,27093.0,27200.0,27399.0,27580.0,27678.0,27815.0,27866.0,27934.0,27982.0,28026.0,28018.0,27995.0,27924.0,27865.0,27828.0,27746.0,27757.0,27671.0,27526.0,27452.0,27328.0,27212.0,27071.0,26957.0,26810.0,26682.0,26491.0,26324.0,26167.0,25961.0,25755.0,25569.0,25307.0,25134.0,24958.0,24756.0,24640.0,24420.0,24246.0,24063.0,23893.0,23668.0,23534.0,23396.0,23277.0,23159.0,23011.0,22831.0,22722.0,22608.0,22454.0,22343.0,22237.0,
Demand 05/02/2019,22097.0,21975.0,21945.0,21902.0,21789.0,21670.0,21597.0,21526.0,21442.0,21355.0,21292.0,21197.0,21083.0,20978.0,20973.0,20953.0,20931.0,20796.0,20718.0,20677.0,20624.0,20546.0,20485.0,20414.0,20343.0,20242.0,20249.0,20247.0,20208.0,20130.0,20124.0,20085.0,20042.0,20003.0,19971.0,19932.0,19939.0,19870.0,19880.0,19880.0,19871.0,19871.0,19859.0,19863.0,19886.0,19889.0,19893.0,19890.0,19905.0,20052.0,20140.0,20189.0,20160.0,20236.0,20331.0,20392.0,20481.0,20540.0,20596.0,20616.0,20756.0,20927.0,21129.0,21254.0,21310.0,21441.0,21538.0,21768.0,21862.0,21919.0,22025.0,22115.0,22208.0,22430.0,22695.0,22836.0,22942.0,23063.0,23085.0,23193.0,23389.0,23479.0,23611.0,23692.0,23859.0,23938.0,24104.0,24179.0,24184.0,24145.0,24071.0,24086.0,24152.0,24086.0,24036.0,23954.0,23904.0,23947.0,24082.0,24046.0,24027.0,24002.0,23924.0,23991.0,23931.0,23961.0,23903.0,23777.0,23838.0,23889.0,23854.0,23724.0,23642.0,23676.0,23644.0,23581.0,23506.0,23476.0,23550.0,23468.0,23284.0,23295.0,23240.0,23179.0,23065.0,23035.0,22996.0,22948.0,22927.0,22977.0,22972.0,22861.0,22814.0,22882.0,22935.0,22905.0,22893.0,22877.0,22791.0,22785.0,22940.0,22946.0,22902.0,22820.0,22787.0,22722.0,22687.0,22620.0,22630.0,22736.0,22768.0,22796.0,22823.0,22828.0,23096.0,23373.0,23463.0,22981.0,22973.0,22883.0,23023.0,23023.0,23009.0,23132.0,23239.0,23233.0,23241.0,23199.0,23261.0,23254.0,23285.0,23330.0,23400.0,23434.0,23408.0,23435.0,23443.0,23509.0,23565.0,23626.0,23688.0,23684.0,23663.0,23683.0,23704.0,23813.0,23910.0,23981.0,24090.0,24123.0,24186.0,24252.0,24327.0,24391.0,24393.0,24475.0,24491.0,24604.0,24683.0,24777.0,24855.0,24922.0,25091.0,25159.0,25504.0,25680.0,25452.0,25370.0,25459.0,25564.0,25751.0,25807.0,25882.0,25999.0,26081.0,26191.0,26353.0,26297.0,26308.0,26385.0,26460.0,26586.0,26692.0,26795.0,26878.0,26988.0,27110.0,27170.0,27255.0,27231.0,27289.0,27335.0,27405.0,27475.0,27576.0,27684.0,27827.0,27966.0,28102.0,28254.0,28386.0,28466.0,28499.0,28485.0,28496.0,28491.0,28461.0,28300.0,28215.0,28140.0,28032.0,27980.0,27840.0,27725.0,27628.0,27521.0,27437.0,27345.0,27230.0,27090.0,26944.0,26810.0,26626.0,26495.0,26289.0,26065.0,25828.0,25680.0,25492.0,25329.0,25210.0,25024.0,24846.0,24671.0,24505.0,24296.0,24082.0,23967.0,23805.0,23659.0,23463.0,23337.0,23197.0,23038.0,22855.0,22767.0,22675.0,22570.0,
Demand 05/03/2019,22379.0,22285.0,22189.0,22122.0,22051.0,21942.0,21854.0,21728.0,21668.0,21548.0,21457.0,21416.0,21316.0,21208.0,21200.0,21142.0,21079.0,21005.0,20921.0,20846.0,20744.0,20740.0,20692.0,20624.0,20544.0,20557.0,20507.0,20461.0,20411.0,20371.0,20283.0,20238.0,20262.0,20246.0,20207.0,20135.0,20172.0,20172.0,20233.0,20216.0,20217.0,20137.0,20116.0,20130.0,20142.0,20120.0,20061.0,20109.0,20207.0,20273.0,20329.0,20298.0,20358.0,20352.0,20349.0,20425.0,20539.0,20589.0,20611.0,20701.0,20834.0,21025.0,21199.0,21325.0,21415.0,21460.0,21597.0,21782.0,21938.0,22030.0,22157.0,22282.0,22407.0,22671.0,22855.0,22926.0,23055.0,23140.0,23249.0,23414.0,23552.0,23652.0,23704.0,23784.0,23882.0,23988.0,24124.0,24118.0,24175.0,24196.0,24138.0,24204.0,24185.0,24127.0,24128.0,24112.0,24114.0,24071.0,24131.0,24085.0,24108.0,24064.0,24038.0,23988.0,23965.0,23878.0,23843.0,23778.0,23767.0,23800.0,23817.0,23742.0,23717.0,23688.0,23664.0,23637.0,23603.0,23562.0,23594.0,23493.0,23475.0,23515.0,23529.0,23520.0,23537.0,23475.0,23439.0,23430.0,23470.0,23346.0,23228.0,23236.0,23190.0,23152.0,23047.0,23029.0,23029.0,22953.0,22902.0,22931.0,22897.0,22845.0,22805.0,22793.0,22773.0,22759.0,22733.0,22705.0,22741.0,22684.0,22663.0,22697.0,22779.0,22785.0,22824.0,22824.0,22843.0,22887.0,22915.0,22912.0,22965.0,23009.0,23053.0,23080.0,23118.0,23156.0,23228.0,23213.0,23272.0,23305.0,23299.0,23319.0,23370.0,23414.0,23484.0,23446.0,23468.0,23545.0,23604.0,23680.0,23684.0,23734.0,23791.0,23825.0,23856.0,23953.0,24053.0,24121.0,24164.0,24196.0,24268.0,24359.0,24451.0,24559.0,24622.0,24656.0,24777.0,24823.0,24915.0,25022.0,25086.0,25172.0,25288.0,25380.0,25489.0,25550.0,25655.0,25709.0,25771.0,25836.0,25959.0,26021.0,26165.0,26292.0,26385.0,26433.0,26480.0,26429.0,26434.0,26486.0,26580.0,26670.0,26803.0,26841.0,26907.0,26973.0,27053.0,27104.0,27130.0,27128.0,27114.0,27177.0,27235.0,27279.0,27328.0,27398.0,27438.0,27573.0,27646.0,27779.0,27847.0,27882.0,27934.0,27985.0,27981.0,28009.0,27974.0,27918.0,27833.0,27766.0,27697.0,27618.0,27542.0,27453.0,27340.0,27241.0,27140.0,27059.0,26966.0,26848.0,26753.0,26614.0,26512.0,26354.0,26214.0,26022.0,25840.0,25686.0,25522.0,25364.0,25221.0,25068.0,24924.0,24778.0,24612.0,24569.0,24388.0,24242.0,24073.0,23872.0,23733.0,23591.0,23448.0,23290.0,23136.0,23061.0,22963.0,22881.0,
Demand 05/04/2019,22701.0,22408.0,22338.0,22247.0,22162.0,22107.0,22037.0,21869.0,21754.0,21653.0,21555.0,21460.0,21376.0,21313.0,21265.0,21202.0,21128.0,21064.0,20986.0,20894.0,20805.0,20727.0,20688.0,20628.0,20561.0,20549.0,20504.0,20435.0,20399.0,20352.0,20284.0,20260.0,20188.0,20146.0,20107.0,20113.0,20093.0,19990.0,20013.0,20004.0,19967.0,19945.0,19915.0,19891.0,19877.0,19868.0,19844.0,19831.0,19830.0,19864.0,19910.0,19935.0,19940.0,19942.0,19936.0,19965.0,19987.0,19992.0,20016.0,20033.0,20065.0,20150.0,20243.0,20287.0,20327.0,20354.0,20387.0,20428.0,20484.0,20525.0,20545.0,20584.0,20593.0,20667.0,20723.0,20712.0,20710.0,20697.0,20701.0,20719.0,20730.0,20736.0,20748.0,20814.0,20846.0,20867.0,20869.0,20900.0,20942.0,20994.0,20982.0,20974.0,21016.0,21056.0,21046.0,21096.0,21055.0,21110.0,21170.0,21157.0,21178.0,21177.0,21144.0,21108.0,21117.0,21076.0,21094.0,21081.0,21046.0,21015.0,20961.0,20986.0,20930.0,20893.0,20838.0,20772.0,20690.0,20663.0,20608.0,20553.0,20372.0,20275.0,20212.0,20233.0,20114.0,20061.0,20020.0,19906.0,19870.0,19836.0,19780.0,19733.0,19659.0,19612.0,19636.0,19707.0,19617.0,19649.0,19642.0,19594.0,19601.0,19579.0,19576.0,19566.0,19567.0,19574.0,19533.0,19519.0,19513.0,19534.0,19541.0,19572.0,19584.0,19616.0,19620.0,19694.0,19699.0,19694.0,19710.0,19744.0,19729.0,19753.0,19742.0,19763.0,19826.0,19875.0,19910.0,19943.0,19990.0,19994.0,20045.0,20077.0,20137.0,20222.0,20252.0,20294.0,20396.0,20422.0,20463.0,20525.0,20581.0,20652.0,20724.0,20817.0,20844.0,20947.0,21067.0,21196.0,21303.0,21317.0,21347.0,21417.0,21524.0,21640.0,21707.0,21810.0,22008.0,22018.0,22051.0,22189.0,22334.0,22451.0,22557.0,22681.0,22816.0,22884.0,23095.0,23241.0,23326.0,23365.0,23461.0,23612.0,23755.0,23925.0,24045.0,24118.0,24217.0,24299.0,24363.0,24478.0,24584.0,24665.0,24781.0,24847.0,24923.0,24995.0,25072.0,25124.0,25198.0,25227.0,25287.0,25343.0,25384.0,25473.0,25558.0,25595.0,25713.0,25764.0,25884.0,25999.0,26088.0,26147.0,26171.0,26208.0,26247.0,26278.0,26234.0,26207.0,26150.0,26065.0,25998.0,25971.0,25946.0,25836.0,25718.0,25645.0,25575.0,25491.0,25417.0,25293.0,25190.0,25103.0,24980.0,24853.0,24722.0,24572.0,24439.0,24308.0,24198.0,24097.0,23983.0,23862.0,23741.0,23614.0,23414.0,23293.0,23120.0,22999.0,22859.0,22712.0,22627.0,22560.0,22400.0,22216.0,22110.0,21992.0,21807.0,21718.0,
Demand 05/05/2019,21642.0,21555.0,21513.0,21447.0,21281.0,21195.0,21095.0,21002.0,20906.0,20826.0,20730.0,20678.0,20589.0,20500.0,20439.0,20358.0,20291.0,20186.0,20121.0,20088.0,20057.0,19962.0,19882.0,19811.0,19718.0,19740.0,19697.0,19671.0,19623.0,19574.0,19539.0,19453.0,19387.0,19341.0,19298.0,19264.0,19258.0,19222.0,19170.0,19176.0,19150.0,19121.0,19118.0,19103.0,19086.0,19074.0,19066.0,19051.0,19025.0,19041.0,19055.0,19056.0,19049.0,19048.0,19029.0,19026.0,19030.0,19032.0,19035.0,19025.0,19014.0,19062.0,19114.0,19141.0,19152.0,19149.0,19185.0,19222.0,19258.0,19283.0,19300.0,19287.0,19267.0,19310.0,19407.0,19322.0,19284.0,19250.0,19227.0,19224.0,19207.0,19222.0,19203.0,19235.0,19295.0,19354.0,19318.0,19331.0,19321.0,19295.0,19305.0,19379.0,19366.0,19409.0,19428.0,19348.0,19379.0,19434.0,19507.0,19501.0,19476.0,19494.0,19456.0,19425.0,19399.0,19373.0,19295.0,19251.0,19161.0,19125.0,19187.0,19081.0,19002.0,18875.0,18780.0,18763.0,18694.0,18622.0,18572.0,18501.0,18473.0,18439.0,18426.0,18411.0,18379.0,18338.0,18246.0,18220.0,18175.0,18121.0,18086.0,18056.0,18019.0,18006.0,18002.0,17977.0,17968.0,17935.0,17892.0,17838.0,17834.0,17808.0,17724.0,17714.0,17735.0,17740.0,17728.0,17732.0,17691.0,17748.0,17704.0,17703.0,17711.0,17726.0,17733.0,17733.0,17743.0,17718.0,17648.0,17706.0,17714.0,17724.0,17759.0,17820.0,17823.0,17839.0,17811.0,17870.0,17910.0,17960.0,17994.0,18027.0,18089.0,18158.0,18198.0,18255.0,18381.0,18424.0,18400.0,18496.0,18584.0,18738.0,18784.0,18876.0,18937.0,19019.0,19057.0,19154.0,19253.0,19345.0,19445.0,19510.0,19601.0,19602.0,19638.0,19764.0,19871.0,20052.0,20200.0,20310.0,20414.0,20575.0,20738.0,20866.0,21072.0,21285.0,21424.0,21533.0,21652.0,21754.0,21898.0,22074.0,22242.0,22299.0,22461.0,22503.0,22608.0,22719.0,22858.0,23018.0,23142.0,23173.0,23269.0,23345.0,23425.0,23486.0,23621.0,23647.0,23827.0,23897.0,23917.0,23988.0,24117.0,24246.0,24345.0,24455.0,24600.0,24754.0,24909.0,25095.0,25300.0,25416.0,25471.0,25511.0,25506.0,25512.0,25495.0,25459.0,25419.0,25349.0,25301.0,25198.0,25140.0,25027.0,25034.0,24952.0,24833.0,24761.0,24675.0,24599.0,24518.0,24382.0,24216.0,24120.0,24012.0,23825.0,23751.0,23630.0,23447.0,23196.0,23043.0,22862.0,22767.0,22695.0,22543.0,22331.0,22162.0,22020.0,21914.0,21791.0,21707.0,21543.0,21437.0,21347.0,21282.0,21151.0,21038.0,20911.0,
Demand 05/06/2019,20774.0,20679.0,20698.0,20586.0,20509.0,20449.0,20335.0,20288.0,20215.0,20197.0,20144.0,20041.0,19948.0,19906.0,19858.0,19844.0,19775.0,19707.0,19658.0,19612.0,19540.0,19525.0,19510.0,19467.0,19423.0,19436.0,19426.0,19380.0,19380.0,19344.0,19313.0,19292.0,19256.0,19236.0,19214.0,19201.0,19190.0,19199.0,19196.0,19187.0,19191.0,19177.0,19184.0,19208.0,19219.0,19244.0,19218.0,19246.0,19296.0,19358.0,19449.0,19506.0,19582.0,19623.0,19651.0,19740.0,19769.0,19818.0,19916.0,19948.0,20046.0,20276.0,20498.0,20657.0,20777.0,20903.0,21001.0,21186.0,21306.0,21430.0,21509.0,21523.0,21639.0,21844.0,22051.0,22197.0,22335.0,22424.0,22505.0,22762.0,22977.0,23060.0,23189.0,23270.0,23356.0,23594.0,23826.0,23909.0,23982.0,23992.0,24056.0,24143.0,24151.0,24137.0,24160.0,24135.0,24139.0,24206.0,24250.0,24259.0,24310.0,24327.0,24331.0,24240.0,24206.0,24182.0,24205.0,24188.0,24201.0,24136.0,24298.0,24249.0,24243.0,24280.0,24240.0,24235.0,24247.0,24176.0,24130.0,24201.0,24146.0,24138.0,24182.0,24124.0,24064.0,24061.0,24042.0,23993.0,23991.0,23904.0,23911.0,23901.0,23854.0,23846.0,23820.0,23841.0,23918.0,23897.0,23910.0,23870.0,23876.0,23795.0,23684.0,23638.0,23590.0,23576.0,23555.0,23476.0,23464.0,23476.0,23477.0,23445.0,23436.0,23411.0,23403.0,23449.0,23444.0,23400.0,23409.0,23342.0,23312.0,23309.0,23323.0,23363.0,23359.0,23352.0,23329.0,23336.0,23308.0,23277.0,23253.0,23187.0,23183.0,23204.0,23224.0,23222.0,23221.0,23208.0,23218.0,23232.0,23261.0,23275.0,23285.0,23311.0,23436.0,23476.0,23481.0,23553.0,23624.0,23681.0,23652.0,23648.0,23587.0,23602.0,23654.0,23745.0,23774.0,23832.0,23868.0,23907.0,24000.0,24123.0,24268.0,24413.0,24529.0,24576.0,24563.0,24605.0,24659.0,24786.0,24862.0,24954.0,25031.0,25079.0,25186.0,25257.0,25360.0,25400.0,25383.0,25441.0,25525.0,25660.0,25778.0,25867.0,25926.0,25972.0,26132.0,26140.0,26234.0,26237.0,26286.0,26417.0,26503.0,26628.0,26741.0,26899.0,27011.0,27125.0,27281.0,27445.0,27547.0,27658.0,27668.0,27727.0,27769.0,27766.0,27664.0,27572.0,27569.0,27469.0,27366.0,27320.0,27210.0,27073.0,26931.0,26807.0,26661.0,26598.0,26452.0,26297.0,26195.0,26043.0,25891.0,25715.0,25580.0,25335.0,25095.0,24938.0,24761.0,24601.0,24463.0,24288.0,24099.0,23964.0,23769.0,23641.0,23483.0,23329.0,23182.0,23020.0,22893.0,22757.0,22640.0,22495.0,22390.0,22261.0,22142.0,22054.0,
Demand 05/07/2019,21899.0,21743.0,21666.0,21626.0,21508.0,21457.0,21383.0,21319.0,21266.0,21194.0,21114.0,21064.0,20939.0,20844.0,20753.0,20689.0,20647.0,20585.0,20541.0,20488.0,20440.0,20380.0,20360.0,20312.0,20239.0,20177.0,20135.0,20105.0,20078.0,20056.0,20003.0,19975.0,19938.0,19913.0,19875.0,19845.0,19812.0,19818.0,19831.0,19817.0,19794.0,19813.0,19806.0,19831.0,19814.0,19855.0,19901.0,19884.0,19886.0,19942.0,20001.0,20072.0,20103.0,20157.0,20183.0,20234.0,20301.0,20386.0,20434.0,20519.0,20642.0,20795.0,21003.0,21158.0,21295.0,21399.0,21539.0,21640.0,21794.0,21928.0,22048.0,22187.0,22341.0,22596.0,22823.0,22971.0,23115.0,23212.0,23299.0,23480.0,23620.0,23741.0,23788.0,23869.0,23916.0,24024.0,24272.0,24366.0,24470.0,24426.0,24418.0,24426.0,24416.0,24379.0,24407.0,24366.0,24395.0,24464.0,24577.0,24615.0,24567.0,24525.0,24501.0,24527.0,24534.0,24518.0,24458.0,24427.0,24360.0,24352.0,24334.0,24275.0,24250.0,24238.0,24226.0,24122.0,24129.0,24113.0,24100.0,24105.0,24063.0,24085.0,24106.0,24039.0,24005.0,23990.0,23975.0,23990.0,24144.0,24050.0,24036.0,23976.0,24006.0,23925.0,23906.0,23877.0,23871.0,23766.0,23757.0,23687.0,23697.0,23649.0,23582.0,23502.0,23426.0,23340.0,23305.0,23232.0,23236.0,23188.0,23245.0,23253.0,23272.0,23289.0,23321.0,23394.0,23429.0,23466.0,23432.0,23444.0,23505.0,23534.0,23508.0,23513.0,23472.0,23517.0,23518.0,23535.0,23538.0,23536.0,23524.0,23517.0,23507.0,23521.0,23493.0,23503.0,23503.0,23507.0,23530.0,23595.0,23622.0,23655.0,23703.0,23757.0,23807.0,23850.0,23927.0,23926.0,23957.0,23962.0,24036.0,24029.0,24030.0,24068.0,24109.0,24158.0,24240.0,24306.0,24302.0,24374.0,24425.0,24450.0,24543.0,24570.0,24629.0,24785.0,24729.0,24787.0,24872.0,24944.0,25040.0,25149.0,25254.0,25344.0,25406.0,25482.0,25563.0,25580.0,25637.0,25730.0,25833.0,25897.0,25990.0,26062.0,26180.0,26239.0,26310.0,26434.0,26491.0,26512.0,26548.0,26641.0,26709.0,26819.0,26940.0,27076.0,27202.0,27303.0,27445.0,27533.0,27639.0,27757.0,27871.0,27883.0,27899.0,27888.0,27884.0,27796.0,27784.0,27736.0,27649.0,27574.0,27468.0,27331.0,27213.0,27143.0,27017.0,26906.0,26759.0,26604.0,26478.0,26340.0,26203.0,26051.0,25827.0,25643.0,25452.0,25317.0,25151.0,24983.0,24806.0,24586.0,24424.0,24274.0,24107.0,23931.0,23758.0,23594.0,23481.0,23326.0,23165.0,23041.0,22901.0,22771.0,22597.0,22468.0,22355.0,22277.0,
Demand 05/08/2019,22213.0,22037.0,21938.0,21850.0,21793.0,21723.0,21582.0,21472.0,21406.0,21332.0,21243.0,21190.0,21116.0,21050.0,20960.0,20890.0,20853.0,20819.0,20775.0,20703.0,20624.0,20555.0,20503.0,20473.0,20414.0,20312.0,20234.0,20187.0,20154.0,20072.0,20037.0,20013.0,20016.0,19977.0,19984.0,19896.0,19878.0,19869.0,19870.0,19849.0,19866.0,19867.0,19832.0,19852.0,19869.0,19863.0,19879.0,19886.0,19884.0,19972.0,20081.0,20114.0,20146.0,20162.0,20194.0,20255.0,20302.0,20372.0,20437.0,20541.0,20621.0,20846.0,21065.0,21210.0,21324.0,21411.0,21527.0,21657.0,21828.0,21904.0,22033.0,22162.0,22231.0,22501.0,22755.0,22907.0,23058.0,23167.0,23293.0,23461.0,23554.0,23726.0,23880.0,24006.0,24125.0,24294.0,24410.0,24518.0,24613.0,24624.0,24670.0,24707.0,24768.0,24723.0,24710.0,24702.0,24756.0,24747.0,24928.0,24866.0,24974.0,24975.0,24967.0,24963.0,24982.0,24887.0,24889.0,24903.0,24856.0,24848.0,24943.0,24962.0,24910.0,24905.0,24922.0,24886.0,24871.0,24806.0,24796.0,24757.0,24725.0,24744.0,24826.0,24821.0,24788.0,24756.0,24729.0,24658.0,24669.0,24647.0,24567.0,24522.0,24549.0,24501.0,24600.0,24593.0,24569.0,24557.0,24577.0,24528.0,24468.0,24480.0,24493.0,24466.0,24487.0,24388.0,24433.0,24430.0,24361.0,24379.0,24408.0,24445.0,24457.0,24424.0,24489.0,24484.0,24524.0,24530.0,24563.0,24509.0,24527.0,24572.0,24589.0,24605.0,24689.0,24739.0,24848.0,24823.0,24789.0,24833.0,24790.0,24837.0,24902.0,24950.0,24994.0,24947.0,24939.0,24933.0,24986.0,24972.0,25033.0,25051.0,24954.0,24982.0,25029.0,25110.0,25121.0,25181.0,25202.0,25151.0,25192.0,25132.0,25109.0,25037.0,25075.0,25098.0,25159.0,25253.0,25262.0,25269.0,25298.0,25376.0,25393.0,25490.0,25519.0,25496.0,25462.0,25490.0,25569.0,25609.0,25665.0,25729.0,25878.0,25908.0,25979.0,26074.0,26154.0,26080.0,26085.0,26265.0,26428.0,26530.0,26644.0,26713.0,26810.0,26898.0,26952.0,27007.0,27080.0,27175.0,27233.0,27271.0,27316.0,27385.0,27436.0,27515.0,27682.0,27806.0,27906.0,27992.0,28115.0,28182.0,28210.0,28219.0,28225.0,28267.0,28262.0,28194.0,28159.0,28073.0,27974.0,27965.0,27878.0,27747.0,27609.0,27507.0,27396.0,27284.0,27178.0,27061.0,26907.0,26793.0,26647.0,26484.0,26267.0,26022.0,25845.0,25651.0,25485.0,25326.0,25205.0,25024.0,24823.0,24632.0,24498.0,24347.0,24206.0,24029.0,23817.0,23603.0,23486.0,23345.0,23161.0,23103.0,22983.0,22783.0,22646.0,22546.0,
