 ,0:00,0:05,0:10,0:15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00.1
Hour-ahead forecast 5/11/2020,21252,21045,21045,21045,20763,20763,20763,20467,20467,20467,20209,20209,20209,19962,19962,19962,19767,19767,19767,19572,19572,19572,19379,19379,19379,19228,19228,19228,19130,19130,19130,19048,19048,19048,18957,18957,18957,18957,18957,18957,18906,18906,18906,18876,18876,18876,18880,18880,18880,19072,19072,19072,19185,19185,19185,19299,19299,19299,19448,19448,19448,19835,19835,19835,20111,20111,20111,20428,20428,20428,20577,20577,20577,20907,20907,20907,21026,21026,21026,21208,21208,21208,21368,21368,21368,21596,21596,21596,21675,21675,21675,21522,21522,21522,21453,21453,21453,21699,21699,21699,21872,21872,21872,21783,21783,21783,21703,21703,21703,21673,21673,21673,21592,21592,21592,21539,21539,21539,21457,21457,21457,21658,21658,21658,21460,21460,21460,21420,21420,21420,21354,21354,21354,21129,21129,21129,21231,21231,21231,20982,20982,20982,21140,21140,21140,21467,21467,21467,21580,21580,21580,21727,21727,21727,21818,21818,21818,21932,21932,21932,22022,22022,22022,22171,22171,22171,22355,22355,22355,22417,22417,22417,22694,22694,22694,22852,22852,22852,23096,23096,23096,23376,23376,23376,23513,23513,23513,23828,23828,23828,23920,23920,23920,24126,24126,24126,24432,24432,24432,24636,24636,24636,24763,24763,24763,25025,25025,25025,25571,25571,25571,25888,25888,25888,26106,26106,26106,26150,26150,26150,26426,26426,26426,26709,26709,26709,26716,26716,26716,26712,26712,26712,26735,26735,26735,26737,26737,26737,26889,26889,26889,27103,27103,27103,27133,27133,27133,27027,27027,27027,26639,26639,26639,26273,26273,26273,25912,25912,25912,25455,25455,25455,25045,25045,25045,24590,24590,24590,24309,24309,24309,23793,23793,23793,23322,23322,23322,22911,22911,22911,22563,22563,22563,22227,22227,22227,21836,21836,21836
Hour-ahead forecast 5/12/2020,21836,21677,21677,21677,21324,21324,21324,21056,21056,21056,20810,20810,20810,20535,20535,20535,20324,20324,20324,20119,20119,20119,19981,19981,19981,19837,19837,19837,19715,19715,19715,19638,19638,19638,19583,19583,19583,19548,19548,19548,19507,19507,19507,19469,19469,19469,19459,19459,19459,19578,19578,19578,19673,19673,19673,19756,19756,19756,19926,19926,19926,20250,20250,20250,20501,20501,20501,20734,20734,20734,20833,20833,20833,21155,21155,21155,21274,21274,21274,21344,21344,21344,21486,21486,21486,21655,21655,21655,21722,21722,21722,21739,21739,21739,21808,21808,21808,21992,21992,21992,22075,22075,22075,22156,22156,22156,22206,22206,22206,22135,22135,22135,22107,22107,22107,21970,21970,21970,21871,21871,21871,21733,21733,21733,21587,21587,21587,21461,21461,21461,21271,21271,21271,21230,21230,21230,21234,21234,21234,21294,21294,21294,21309,21309,21309,21425,21425,21425,21499,21499,21499,21509,21509,21509,21588,21588,21588,21658,21658,21658,21695,21695,21695,21719,21719,21719,21718,21718,21718,21660,21660,21660,21574,21574,21574,21448,21448,21448,21499,21499,21499,21607,21607,21607,21696,21696,21696,21830,21830,21830,21808,21808,21808,21898,21898,21898,22146,22146,22146,22511,22511,22511,22875,22875,22875,23085,23085,23085,23438,23438,23438,23755,23755,23755,24022,24022,24022,24215,24215,24215,24508,24508,24508,24847,24847,24847,25077,25077,25077,25223,25223,25223,25353,25353,25353,25690,25690,25690,25927,25927,25927,26016,26016,26016,26214,26214,26214,26164,26164,26164,25932,25932,25932,25747,25747,25747,25517,25517,25517,25199,25199,25199,24793,24793,24793,24335,24335,24335,24010,24010,24010,23573,23573,23573,23144,23144,23144,22774,22774,22774,22477,22477,22477,22145,22145,22145,21815,21815,21815
Hour-ahead forecast 5/13/2020,21815,21725,21725,21725,21373,21373,21373,20996,20996,20996,20769,20769,20769,20538,20538,20538,20309,20309,20309,20172,20172,20172,19974,19974,19974,19802,19802,19802,19715,19715,19715,19569,19569,19569,19477,19477,19477,19481,19481,19481,19445,19445,19445,19387,19387,19387,19395,19395,19395,19526,19526,19526,19609,19609,19609,19712,19712,19712,19871,19871,19871,20225,20225,20225,20507,20507,20507,20685,20685,20685,20742,20742,20742,21045,21045,21045,21112,21112,21112,21220,21220,21220,21320,21320,21320,21456,21456,21456,21369,21369,21369,21345,21345,21345,21310,21310,21310,21436,21436,21436,21362,21362,21362,21415,21415,21415,21322,21322,21322,21156,21156,21156,21135,21135,21135,20972,20972,20972,21022,21022,21022,21001,21001,21001,21041,21041,21041,20977,20977,20977,20905,20905,20905,20944,20944,20944,20936,20936,20936,20899,20899,20899,20934,20934,20934,20901,20901,20901,20941,20941,20941,21136,21136,21136,21149,21149,21149,21137,21137,21137,21261,21261,21261,21243,21243,21243,21310,21310,21310,21335,21335,21335,21450,21450,21450,21520,21520,21520,21628,21628,21628,21768,21768,21768,21859,21859,21859,22018,22018,22018,22114,22114,22114,22223,22223,22223,22277,22277,22277,22581,22581,22581,23045,23045,23045,23097,23097,23097,23477,23477,23477,23896,23896,23896,24234,24234,24234,24271,24271,24271,24581,24581,24581,24895,24895,24895,25135,25135,25135,25335,25335,25335,25493,25493,25493,25633,25633,25633,25969,25969,25969,26196,26196,26196,26330,26330,26330,26385,26385,26385,26099,26099,26099,26029,26029,26029,25546,25546,25546,25178,25178,25178,24752,24752,24752,24247,24247,24247,23933,23933,23933,23592,23592,23592,23157,23157,23157,22752,22752,22752,22429,22429,22429,22093,22093,22093,21768,21768,21768
Hour-ahead forecast 5/14/2020,21768,21652,21652,21652,21396,21396,21396,21061,21061,21061,20765,20765,20765,20538,20538,20538,20334,20334,20334,20109,20109,20109,19940,19940,19940,19777,19777,19777,19680,19680,19680,19521,19521,19521,19437,19437,19437,19449,19449,19449,19412,19412,19412,19387,19387,19387,19384,19384,19384,19502,19502,19502,19571,19571,19571,19672,19672,19672,19828,19828,19828,20158,20158,20158,20397,20397,20397,20614,20614,20614,20707,20707,20707,21088,21088,21088,21283,21283,21283,21362,21362,21362,21412,21412,21412,21562,21562,21562,21492,21492,21492,21437,21437,21437,21430,21430,21430,21553,21553,21553,21575,21575,21575,21654,21654,21654,21627,21627,21627,21674,21674,21674,21492,21492,21492,21382,21382,21382,21266,21266,21266,21190,21190,21190,21084,21084,21084,21042,21042,21042,20839,20839,20839,20801,20801,20801,20754,20754,20754,20753,20753,20753,20826,20826,20826,20824,20824,20824,20929,20929,20929,20999,20999,20999,21061,21061,21061,21052,21052,21052,21176,21176,21176,21212,21212,21212,21314,21314,21314,21268,21268,21268,21393,21393,21393,21420,21420,21420,21680,21680,21680,21755,21755,21755,21812,21812,21812,22086,22086,22086,22195,22195,22195,22326,22326,22326,22551,22551,22551,22740,22740,22740,23160,23160,23160,23472,23472,23472,23770,23770,23770,24248,24248,24248,24725,24725,24725,24721,24721,24721,25108,25108,25108,25391,25391,25391,25586,25586,25586,25739,25739,25739,25931,25931,25931,26082,26082,26082,26355,26355,26355,26554,26554,26554,26688,26688,26688,26652,26652,26652,26453,26453,26453,26263,26263,26263,25996,25996,25996,25599,25599,25599,25232,25232,25232,24783,24783,24783,24469,24469,24469,24081,24081,24081,23597,23597,23597,23193,23193,23193,22849,22849,22849,22496,22496,22496,22172,22172,22172
Hour-ahead forecast 5/15/2020,22172,21781,21781,21781,21638,21638,21638,21388,21388,21388,21165,21165,21165,20950,20950,20950,20747,20747,20747,20531,20531,20531,20385,20385,20385,20281,20281,20281,20170,20170,20170,20001,20001,20001,19891,19891,19891,19913,19913,19913,19872,19872,19872,19847,19847,19847,19842,19842,19842,19948,19948,19948,19986,19986,19986,20117,20117,20117,20254,20254,20254,20576,20576,20576,20816,20816,20816,20904,20904,20904,20879,20879,20879,21187,21187,21187,21289,21289,21289,21382,21382,21382,21486,21486,21486,21566,21566,21566,21544,21544,21544,21406,21406,21406,21318,21318,21318,21374,21374,21374,21302,21302,21302,21005,21005,21005,20811,20811,20811,20868,20868,20868,20737,20737,20737,20593,20593,20593,20575,20575,20575,20373,20373,20373,20338,20338,20338,20240,20240,20240,20212,20212,20212,20182,20182,20182,20079,20079,20079,20154,20154,20154,20150,20150,20150,20196,20196,20196,20298,20298,20298,20411,20411,20411,20420,20420,20420,20522,20522,20522,20656,20656,20656,20779,20779,20779,20879,20879,20879,21067,21067,21067,21280,21280,21280,21495,21495,21495,21646,21646,21646,21910,21910,21910,22107,22107,22107,22386,22386,22386,22606,22606,22606,22849,22849,22849,23219,23219,23219,23589,23589,23589,24062,24062,24062,24307,24307,24307,24736,24736,24736,25033,25033,25033,25376,25376,25376,25495,25495,25495,25882,25882,25882,26134,26134,26134,26314,26314,26314,26423,26423,26423,26449,26449,26449,26627,26627,26627,26815,26815,26815,27016,27016,27016,27076,27076,27076,27040,27040,27040,26771,26771,26771,26617,26617,26617,26506,26506,26506,26129,26129,26129,25571,25571,25571,25206,25206,25206,24877,24877,24877,24465,24465,24465,24003,24003,24003,23584,23584,23584,23207,23207,23207,22831,22831,22831,22420,22420,22420
Hour-ahead forecast 5/16/2020,22420,22095,22095,22095,21932,21932,21932,21590,21590,21590,21293,21293,21293,21043,21043,21043,20784,20784,20784,20557,20557,20557,20342,20342,20342,20140,20140,20140,19969,19969,19969,19808,19808,19808,19694,19694,19694,19592,19592,19592,19528,19528,19528,19423,19423,19423,19381,19381,19381,19419,19419,19419,19379,19379,19379,19388,19388,19388,19419,19419,19419,19568,19568,19568,19634,19634,19634,19554,19554,19554,19459,19459,19459,19567,19567,19567,19510,19510,19510,19406,19406,19406,19369,19369,19369,19458,19458,19458,19443,19443,19443,19442,19442,19442,19439,19439,19439,19453,19453,19453,19441,19441,19441,19378,19378,19378,19255,19255,19255,19304,19304,19304,19251,19251,19251,19148,19148,19148,19079,19079,19079,19022,19022,19022,19061,19061,19061,19023,19023,19023,19109,19109,19109,19090,19090,19090,19016,19016,19016,19036,19036,19036,19141,19141,19141,19274,19274,19274,19465,19465,19465,19620,19620,19620,19786,19786,19786,19909,19909,19909,19923,19923,19923,20194,20194,20194,20536,20536,20536,20819,20819,20819,21090,21090,21090,21359,21359,21359,21652,21652,21652,22083,22083,22083,22371,22371,22371,22853,22853,22853,23164,23164,23164,23416,23416,23416,23727,23727,23727,24005,24005,24005,24520,24520,24520,24879,24879,24879,25350,25350,25350,25720,25720,25720,26057,26057,26057,26268,26268,26268,26378,26378,26378,26543,26543,26543,26673,26673,26673,26686,26686,26686,26692,26692,26692,26655,26655,26655,26782,26782,26782,26919,26919,26919,26980,26980,26980,26927,26927,26927,26730,26730,26730,26497,26497,26497,26270,26270,26270,25851,25851,25851,25435,25435,25435,25004,25004,25004,24608,24608,24608,24234,24234,24234,23798,23798,23798,23333,23333,23333,22980,22980,22980,22581,22581,22581,22202,22202,22202
Hour-ahead forecast 5/17/2020,22420,22095,22095,22095,21932,21932,21932,21590,21590,21590,21293,21293,21293,21043,21043,21043,20784,20784,20784,20557,20557,20557,20342,20342,20342,20140,20140,20140,19969,19969,19969,19808,19808,19808,19694,19694,19694,19592,19592,19592,19528,19528,19528,19423,19423,19423,19381,19381,19381,19419,19419,19419,19379,19379,19379,19388,19388,19388,19419,19419,19419,19568,19568,19568,19634,19634,19634,19554,19554,19554,19459,19459,19459,19567,19567,19567,19510,19510,19510,19406,19406,19406,19369,19369,19369,19458,19458,19458,19443,19443,19443,19442,19442,19442,19439,19439,19439,19453,19453,19453,19441,19441,19441,19378,19378,19378,19255,19255,19255,19304,19304,19304,19251,19251,19251,19148,19148,19148,19079,19079,19079,19022,19022,19022,19061,19061,19061,19023,19023,19023,19109,19109,19109,19090,19090,19090,19016,19016,19016,19036,19036,19036,19141,19141,19141,19274,19274,19274,19465,19465,19465,19620,19620,19620,19786,19786,19786,19909,19909,19909,19923,19923,19923,20194,20194,20194,20536,20536,20536,20819,20819,20819,21090,21090,21090,21359,21359,21359,21652,21652,21652,22083,22083,22083,22371,22371,22371,22853,22853,22853,23164,23164,23164,23416,23416,23416,23727,23727,23727,24005,24005,24005,24520,24520,24520,24879,24879,24879,25350,25350,25350,25720,25720,25720,26057,26057,26057,26268,26268,26268,26378,26378,26378,26543,26543,26543,26673,26673,26673,26686,26686,26686,26692,26692,26692,26655,26655,26655,26782,26782,26782,26919,26919,26919,26980,26980,26980,26927,26927,26927,26730,26730,26730,26497,26497,26497,26270,26270,26270,25851,25851,25851,25435,25435,25435,25004,25004,25004,24608,24608,24608,24234,24234,24234,23798,23798,23798,23333,23333,23333,22980,22980,22980,22581,22581,22581,22202,22202,22202
Hour-ahead forecast 5/18/2020,21300,21187,21187,21187,20791,20791,20791,20496,20496,20496,20284,20284,20284,20011,20011,20011,19798,19798,19798,19650,19650,19650,19513,19513,19513,19404,19404,19404,19305,19305,19305,19230,19230,19230,19172,19172,19172,19182,19182,19182,19140,19140,19140,19092,19092,19092,19122,19122,19122,19261,19261,19261,19354,19354,19354,19496,19496,19496,19631,19631,19631,20021,20021,20021,20295,20295,20295,20445,20445,20445,20490,20490,20490,20894,20894,20894,21115,21115,21115,21246,21246,21246,21359,21359,21359,21513,21513,21513,21535,21535,21535,21569,21569,21569,21558,21558,21558,21752,21752,21752,21853,21853,21853,21898,21898,21898,21942,21942,21942,21831,21831,21831,21735,21735,21735,21646,21646,21646,21729,21729,21729,21688,21688,21688,21807,21807,21807,21843,21843,21843,21824,21824,21824,21800,21800,21800,21823,21823,21823,21915,21915,21915,21920,21920,21920,21753,21753,21753,21667,21667,21667,21874,21874,21874,21882,21882,21882,21868,21868,21868,21883,21883,21883,21981,21981,21981,22097,22097,22097,22022,22022,22022,21919,21919,21919,21786,21786,21786,21704,21704,21704,21690,21690,21690,21821,21821,21821,21886,21886,21886,21861,21861,21861,22011,22011,22011,22112,22112,22112,22345,22345,22345,22445,22445,22445,22603,22603,22603,23295,23295,23295,23547,23547,23547,23586,23586,23586,23755,23755,23755,24244,24244,24244,24541,24541,24541,24645,24645,24645,24742,24742,24742,24799,24799,24799,24859,24859,24859,25076,25076,25076,25423,25423,25423,25609,25609,25609,25550,25550,25550,25414,25414,25414,25251,25251,25251,24982,24982,24982,24629,24629,24629,24204,24204,24204,23737,23737,23737,23357,23357,23357,22949,22949,22949,22503,22503,22503,22132,22132,22132,21766,21766,21766,21365,21365,21365,21073,21073,21073
Hour-ahead forecast 5/19/2020,21073,21043,21043,21043,20613,20613,20613,20415,20415,20415,20127,20127,20127,19899,19899,19899,19683,19683,19683,19536,19536,19536,19445,19445,19445,19388,19388,19388,19269,19269,19269,19143,19143,19143,19063,19063,19063,19060,19060,19060,19038,19038,19038,18973,18973,18973,18972,18972,18972,19088,19088,19088,19205,19205,19205,19325,19325,19325,19461,19461,19461,19782,19782,19782,20028,20028,20028,20152,20152,20152,20185,20185,20185,20579,20579,20579,20788,20788,20788,20927,20927,20927,20998,20998,20998,21114,21114,21114,21044,21044,21044,20951,20951,20951,20933,20933,20933,20994,20994,20994,20868,20868,20868,20871,20871,20871,20746,20746,20746,20595,20595,20595,20541,20541,20541,20389,20389,20389,20187,20187,20187,20158,20158,20158,20064,20064,20064,19921,19921,19921,19889,19889,19889,20311,20311,20311,19727,19727,19727,19675,19675,19675,19605,19605,19605,19744,19744,19744,19682,19682,19682,19692,19692,19692,19820,19820,19820,19866,19866,19866,19859,19859,19859,19807,19807,19807,19807,19807,19807,19841,19841,19841,19740,19740,19740,19628,19628,19628,19750,19750,19750,19753,19753,19753,19788,19788,19788,19784,19784,19784,20126,20126,20126,20276,20276,20276,20466,20466,20466,20794,20794,20794,21154,21154,21154,21408,21408,21408,21915,21915,21915,22297,22297,22297,22783,22783,22783,22858,22858,22858,23239,23239,23239,23623,23623,23623,23955,23955,23955,24099,24099,24099,24501,24501,24501,24553,24553,24553,24907,24907,24907,25268,25268,25268,25433,25433,25433,25383,25383,25383,25385,25385,25385,25198,25198,25198,25003,25003,25003,24679,24679,24679,24334,24334,24334,23919,23919,23919,23575,23575,23575,23186,23186,23186,22782,22782,22782,22337,22337,22337,21985,21985,21985,21643,21643,21643,21280,21280,21280
Hour-ahead forecast 5/20/2020,21280,21043,21043,21043,20863,20863,20863,20660,20660,20660,20450,20450,20450,20226,20226,20226,20024,20024,20024,19901,19901,19901,19755,19755,19755,19624,19624,19624,19463,19463,19463,19367,19367,19367,19299,19299,19299,19274,19274,19274,19240,19240,19240,19203,19203,19203,19192,19192,19192,19343,19343,19343,19437,19437,19437,19524,19524,19524,19697,19697,19697,20045,20045,20045,20308,20308,20308,20469,20469,20469,20455,20455,20455,20796,20796,20796,20981,20981,20981,21102,21102,21102,21178,21178,21178,21284,21284,21284,21234,21234,21234,21070,21070,21070,20913,20913,20913,20899,20899,20899,21046,21046,21046,20954,20954,20954,20773,20773,20773,20668,20668,20668,20513,20513,20513,20328,20328,20328,20150,20150,20150,20015,20015,20015,19904,19904,19904,19754,19754,19754,19741,19741,19741,19649,19649,19649,19674,19674,19674,19520,19520,19520,19587,19587,19587,19499,19499,19499,19568,19568,19568,19609,19609,19609,19494,19494,19494,19616,19616,19616,19601,19601,19601,19639,19639,19639,19680,19680,19680,19741,19741,19741,19779,19779,19779,19912,19912,19912,20045,20045,20045,20169,20169,20169,20278,20278,20278,20605,20605,20605,20772,20772,20772,21077,21077,21077,21382,21382,21382,21760,21760,21760,22238,22238,22238,22550,22550,22550,22998,22998,22998,23329,23329,23329,23860,23860,23860,24057,24057,24057,24364,24364,24364,24790,24790,24790,25039,25039,25039,25251,25251,25251,25430,25430,25430,25592,25592,25592,25834,25834,25834,26044,26044,26044,26318,26318,26318,26245,26245,26245,26074,26074,26074,25947,25947,25947,25789,25789,25789,25455,25455,25455,25050,25050,25050,24585,24585,24585,24127,24127,24127,23732,23732,23732,23319,23319,23319,22914,22914,22914,22662,22662,22662,22225,22225,22225,21817,21817,21817
Hour-ahead forecast 5/21/2020,21817,21393,21393,21393,21344,21344,21344,21109,21109,21109,20757,20757,20757,20544,20544,20544,20358,20358,20358,20118,20118,20118,19933,19933,19933,19801,19801,19801,19642,19642,19642,19556,19556,19556,19392,19392,19392,19380,19380,19380,19311,19311,19311,19280,19280,19280,19295,19295,19295,19483,19483,19483,19514,19514,19514,19638,19638,19638,19697,19697,19697,20116,20116,20116,20314,20314,20314,20382,20382,20382,20364,20364,20364,20814,20814,20814,20986,20986,20986,21149,21149,21149,21247,21247,21247,21437,21437,21437,21373,21373,21373,21366,21366,21366,21335,21335,21335,21299,21299,21299,21222,21222,21222,21156,21156,21156,21051,21051,21051,20975,20975,20975,20812,20812,20812,20692,20692,20692,20541,20541,20541,20579,20579,20579,20462,20462,20462,20484,20484,20484,20404,20404,20404,20645,20645,20645,20431,20431,20431,20584,20584,20584,20600,20600,20600,20814,20814,20814,20873,20873,20873,20957,20957,20957,21177,21177,21177,21363,21363,21363,21519,21519,21519,21613,21613,21613,21857,21857,21857,21995,21995,21995,22304,22304,22304,22563,22563,22563,22838,22838,22838,23243,23243,23243,23505,23505,23505,23791,23791,23791,24169,24169,24169,24432,24432,24432,24652,24652,24652,25162,25162,25162,25441,25441,25441,25731,25731,25731,26079,26079,26079,26518,26518,26518,27135,27135,27135,27121,27121,27121,27422,27422,27422,27632,27632,27632,27694,27694,27694,27804,27804,27804,27848,27848,27848,27839,27839,27839,27921,27921,27921,28167,28167,28167,28163,28163,28163,28064,28064,28064,27870,27870,27870,27669,27669,27669,27348,27348,27348,26932,26932,26932,26393,26393,26393,25924,25924,25924,25474,25474,25474,25071,25071,25071,24531,24531,24531,24088,24088,24088,23669,23669,23669,23115,23115,23115,22746,22746,22746
Hour-ahead forecast 5/22/2020,22746,22353,22353,22353,22172,22172,22172,21808,21808,21808,21485,21485,21485,21178,21178,21178,20892,20892,20892,20709,20709,20709,20476,20476,20476,20288,20288,20288,20189,20189,20189,20017,20017,20017,19886,19886,19886,19831,19831,19831,19768,19768,19768,19716,19716,19716,19759,19759,19759,19824,19824,19824,19981,19981,19981,19987,19987,19987,20134,20134,20134,20418,20418,20418,20659,20659,20659,20749,20749,20749,20691,20691,20691,21123,21123,21123,21220,21220,21220,21368,21368,21368,21480,21480,21480,21691,21691,21691,21702,21702,21702,21713,21713,21713,21616,21616,21616,21641,21641,21641,21576,21576,21576,21415,21415,21415,21342,21342,21342,21282,21282,21282,21101,21101,21101,20935,20935,20935,20880,20880,20880,20773,20773,20773,20676,20676,20676,20570,20570,20570,20522,20522,20522,20491,20491,20491,20530,20530,20530,20596,20596,20596,20558,20558,20558,20575,20575,20575,20675,20675,20675,20762,20762,20762,20935,20935,20935,21038,21038,21038,21143,21143,21143,21232,21232,21232,21263,21263,21263,21331,21331,21331,21475,21475,21475,21646,21646,21646,21702,21702,21702,21912,21912,21912,22174,22174,22174,22416,22416,22416,22638,22638,22638,22831,22831,22831,23171,23171,23171,23406,23406,23406,23705,23705,23705,23876,23876,23876,24303,24303,24303,24513,24513,24513,24927,24927,24927,25073,25073,25073,25299,25299,25299,25656,25656,25656,25774,25774,25774,25891,25891,25891,26028,26028,26028,26009,26009,26009,26251,26251,26251,26511,26511,26511,26646,26646,26646,26644,26644,26644,26500,26500,26500,26416,26416,26416,26216,26216,26216,25874,25874,25874,25489,25489,25489,25111,25111,25111,24688,24688,24688,24308,24308,24308,23917,23917,23917,23495,23495,23495,23189,23189,23189,22756,22756,22756,22359,22359,22359
Hour-ahead forecast 5/23/2020,22359,22079,22079,22079,21855,21855,21855,21565,21565,21565,21270,21270,21270,20953,20953,20953,20669,20669,20669,20433,20433,20433,20284,20284,20284,20107,20107,20107,19978,19978,19978,19742,19742,19742,19612,19612,19612,19499,19499,19499,19371,19371,19371,19263,19263,19263,19245,19245,19245,19292,19292,19292,19291,19291,19291,19280,19280,19280,19227,19227,19227,19452,19452,19452,19518,19518,19518,19400,19400,19400,19249,19249,19249,19325,19325,19325,19317,19317,19317,19355,19355,19355,19352,19352,19352,19233,19233,19233,19139,19139,19139,18974,18974,18974,18955,18955,18955,18973,18973,18973,18705,18705,18705,18624,18624,18624,18454,18454,18454,18351,18351,18351,18156,18156,18156,18021,18021,18021,17904,17904,17904,17844,17844,17844,17776,17776,17776,17651,17651,17651,17714,17714,17714,17635,17635,17635,17570,17570,17570,17673,17673,17673,17733,17733,17733,17694,17694,17694,17740,17740,17740,17754,17754,17754,17902,17902,17902,17888,17888,17888,18004,18004,18004,18138,18138,18138,18293,18293,18293,18339,18339,18339,18639,18639,18639,18941,18941,18941,19139,19139,19139,19435,19435,19435,19656,19656,19656,19974,19974,19974,20271,20271,20271,20765,20765,20765,20940,20940,20940,21514,21514,21514,21665,21665,21665,22204,22204,22204,22523,22523,22523,23176,23176,23176,23397,23397,23397,23812,23812,23812,24147,24147,24147,24329,24329,24329,24649,24649,24649,24822,24822,24822,24989,24989,24989,25093,25093,25093,25227,25227,25227,25503,25503,25503,25702,25702,25702,25660,25660,25660,25564,25564,25564,25423,25423,25423,25200,25200,25200,24921,24921,24921,24492,24492,24492,24105,24105,24105,23848,23848,23848,23421,23421,23421,23035,23035,23035,22560,22560,22560,22209,22209,22209,21823,21823,21823,21554,21554,21554
Hour-ahead forecast 5/24/2020,21554,21249,21249,21249,21045,21045,21045,20820,20820,20820,20537,20537,20537,20304,20304,20304,20125,20125,20125,19863,19863,19863,19701,19701,19701,19509,19509,19509,19333,19333,19333,19203,19203,19203,19058,19058,19058,18960,18960,18960,18817,18817,18817,18770,18770,18770,18688,18688,18688,18649,18649,18649,18616,18616,18616,18622,18622,18622,18622,18622,18622,18670,18670,18670,18698,18698,18698,18530,18530,18530,18218,18218,18218,18218,18218,18218,18163,18163,18163,18139,18139,18139,18076,18076,18076,17987,17987,17987,17970,17970,17970,17843,17843,17843,17697,17697,17697,17570,17570,17570,17391,17391,17391,17250,17250,17250,17199,17199,17199,17040,17040,17040,16805,16805,16805,16837,16837,16837,16826,16826,16826,16714,16714,16714,16798,16798,16798,16812,16812,16812,16821,16821,16821,16892,16892,16892,16907,16907,16907,17061,17061,17061,17114,17114,17114,17361,17361,17361,17542,17542,17542,17761,17761,17761,17905,17905,17905,18080,18080,18080,18413,18413,18413,18669,18669,18669,19064,19064,19064,19341,19341,19341,19586,19586,19586,20017,20017,20017,20366,20366,20366,20805,20805,20805,21303,21303,21303,21692,21692,21692,22130,22130,22130,22428,22428,22428,22910,22910,22910,23383,23383,23383,23877,23877,23877,24244,24244,24244,24787,24787,24787,25199,25199,25199,25564,25564,25564,25814,25814,25814,26092,26092,26092,26352,26352,26352,26556,26556,26556,26713,26713,26713,26730,26730,26730,26745,26745,26745,26851,26851,26851,27128,27128,27128,27172,27172,27172,27006,27006,27006,26909,26909,26909,26710,26710,26710,26442,26442,26442,26040,26040,26040,25629,25629,25629,25246,25246,25246,24830,24830,24830,24298,24298,24298,23738,23738,23738,23316,23316,23316,22945,22945,22945,22555,22555,22555,22176,22176,22176
