Net Demand 05/22/2021,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00
Hour-ahead forecast,22308,22084,22084,22084,21896,21896,21896,21722,21722,21722,21461,21461,21461,21283,21283,21283,21049,21049,21049,20841,20841,20841,20693,20693,20693,20584,20584,20584,20430,20430,20430,20317,20317,20317,20237,20237,20237,20150,20150,20150,20126,20126,20126,20080,20080,20080,20107,20107,20107,20177,20177,20177,20212,20212,20212,20246,20246,20246,20404,20404,20404,20555,20555,20555,20640,20640,20640,20515,20515,20515,20533,20533,20533,20615,20615,20615,20593,20593,20593,20654,20654,20654,20694,20694,20694,20711,20711,20711,20768,20768,20768,20603,20603,20603,20552,20552,20552,20416,20416,20416,20100,20100,20100,19800,19800,19800,19653,19653,19653,19596,19596,19596,19416,19416,19416,19131,19131,19131,19096,19096,19096,18802,18802,18802,18407,18407,18407,18133,18133,18133,17719,17719,17719,17535,17535,17535,17454,17454,17454,17279,17279,17279,17197,17197,17197,17077,17077,17077,16883,16883,16883,16903,16903,16903,16817,16817,16817,16917,16917,16917,16856,16856,16856,16948,16948,16948,17129,17129,17129,17358,17358,17358,17544,17544,17544,17673,17673,17673,17866,17866,17866,18044,18044,18044,18250,18250,18250,18358,18358,18358,18598,18598,18598,18840,18840,18840,19257,19257,19257,19470,19470,19470,19780,19780,19780,20317,20317,20317,20760,20760,20760,21330,21330,21330,21695,21695,21695,22265,22265,22265,22620,22620,22620,22931,22931,22931,23166,23166,23166,23471,23471,23471,23731,23731,23731,24018,24018,24018,24399,24399,24399,24679,24679,24679,24824,24824,24824,24898,24898,24898,24910,24910,24910,24789,24789,24789,24662,24662,24662,24341,24341,24341,24019,24019,24019,23724,23724,23724,23380,23380,23380,23050,23050,23050,22668,22668,22668,22344,22344,22344,22104,22104,22104,21832,21832,21832,21562,21562,21562
Demand,22244,22253,22279,22149,22101,22123,22015,21904,21787,21715,21680,21601,21487,21416,21350,21278,21216,21166,21076,21000,20955,20866,20844,20788,20735,20696,20646,20592,20569,20530,20476,20441,20379,20330,20290,20268,20247,20243,20242,20232,20197,20188,20158,20153,20159,20121,20105,20107,20090,20160,20177,20202,20226,20202,20202,20222,20238,20259,20271,20284,20331,20465,20548,20561,20591,20608,20636,20627,20625,20621,20596,20590,20572,20631,20688,20717,20737,20734,20711,20739,20765,20745,20750,20753,20772,20825,20860,20851,20809,20764,20713,20663,20635,20554,20501,20427,20373,20404,20410,20311,20201,20098,20066,19965,19977,19861,19832,19850,19752,19753,19769,19737,19655,19500,19405,19437,19409,19341,19216,18989,18869,18732,18722,18744,18505,18441,18378,18247,18063,17928,17869,17783,17800,17774,17674,17573,17536,17519,17402,17430,17327,17293,17265,17212,17136,17060,17052,16980,17011,17011,17040,16962,16946,16900,16909,17042,16894,16848,16888,16943,16954,16956,16963,17000,17098,17139,17185,17199,17232,17322,17391,17405,17394,17427,17456,17521,17624,17662,17645,17656,17911,17804,17847,17947,17942,18024,18074,18125,18221,18305,18305,18383,18518,18529,18728,18831,18886,18893,18942,19068,19225,19411,19532,19676,19834,19942,20152,20354,20579,20659,20697,20920,21099,21282,21473,21633,21879,22023,22070,22193,22308,22449,22556,22709,22771,22858,22974,23075,23222,23281,23375,23461,23538,23595,23694,23763,23890,23968,24080,24205,24313,24434,24579,24707,24801,24850,24888,24934,24977,24938,24950,24948,24897,24862,24861,24796,24711,24637,24542,24505,24424,24345,24245,24175,24049,23900,23788,23692,23585,23494,23393,23286,23172,23059,22977,22854,22707,22596,22555,22428,22312,22240,22111,22045,21895,21786,21674,21547,
Day-ahead net forecast,Demand response event,Net demand,18653,18662,18767,18728,18710,18774,18756,18685,18592,18499,18526,18476,18375,18258,18185,18075,17987,17908,17814,17715,17675,17636,17597,17525,17449,17418,17329,17304,17266,17211,17145,17078,17002,16917,16885,16865,16818,16793,16803,16805,16802,16815,16813,16828,16826,16833,16854,16880,16897,16940,17004,16981,16969,16971,16994,16974,17025,17013,17028,17026,17080,17115,17165,17198,17171,17230,17274,17263,17231,17211,17146,17019,16900,16717,16591,16383,16089,15822,15387,14992,14573,14126,13727,13273,12919,12206,11644,11354,11029,10779,10563,10190,9913,9609,9580,9286,9069,8590,8449,8522,8096,7700,7722,8001,8053,8069,8033,7936,7934,7587,7512,7319,7198,7078,7218,7271,7300,7266,7159,7311,7427,7264,7214,6910,7055,6872,6848,6786,6783,6719,6409,6367,6289,6202,6295,6196,6127,6179,6190,6257,6403,6553,6355,6245,6157,5905,5687,5523,5628,5430,5327,5638,5631,5716,5465,5418,5700,5771,5508,5512,5660,5675,5835,5734,5845,5891,5801,5868,5857,5603,5634,5736,5521,5583,5610,5760,5893,5884,5858,5769,5649,5959,5906,5940,5947,6022,6247,6347,6354,6350,6184,6266,6424,6442,6553,6856,7242,7558,7636,7834,8020,7954,8161,8322,8829,8671,8410,8308,8447,8580,8715,9197,9422,9531,9717,9804,10243,10677,10861,11132,11572,12181,12679,13240,13889,14416,15003,15473,16026,16536,16936,17527,18004,18375,18722,19034,19454,19687,19938,20225,20440,20647,20836,21051,21197,21297,21398,21482,21539,21595,21580,21615,21565,21536,21522,21465,21332,21153,21055,21038,21032,20877,20811,20710,20621,20458,20374,20198,20133,20032,19944,19877,19766,19655,19554,19460,19300,19142,19072,18964,18819,18696,18547,18454,18284,18111,17918,17788,
