Net Demand 05/14/2021,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00
Hour-ahead forecast,23636,23409,23409,23409,23057,23057,23057,22757,22757,22757,22431,22431,22431,22168,22168,22168,21918,21918,21918,21760,21760,21760,21585,21585,21585,21434,21434,21434,21364,21364,21364,21212,21212,21212,21140,21140,21140,21106,21106,21106,21071,21071,21071,21032,21032,21032,21113,21113,21113,21222,21222,21222,21268,21268,21268,21412,21412,21412,21705,21705,21705,21967,21967,21967,22245,22245,22245,22393,22393,22393,22761,22761,22761,23084,23084,23084,23376,23376,23376,23507,23507,23507,23867,23867,23867,24147,24147,24147,24239,24239,24239,24346,24346,24346,24585,24585,24585,24780,24780,24780,24724,24724,24724,24707,24707,24707,24752,24752,24752,24662,24662,24662,24538,24538,24538,24394,24394,24394,24208,24208,24208,24002,24002,24002,23806,23806,23806,23572,23572,23572,23327,23327,23327,23176,23176,23176,22968,22968,22968,22829,22829,22829,22694,22694,22694,22704,22704,22704,22817,22817,22817,22781,22781,22781,22795,22795,22795,22998,22998,22998,23174,23174,23174,23249,23249,23249,23442,23442,23442,23652,23652,23652,23702,23702,23702,23839,23839,23839,24003,24003,24003,24217,24217,24217,24513,24513,24513,24768,24768,24768,24985,24985,24985,25356,25356,25356,25704,25704,25704,26046,26046,26046,26276,26276,26276,26541,26541,26541,26862,26862,26862,27169,27169,27169,27356,27356,27356,27552,27552,27552,27768,27768,27768,27820,27820,27820,27826,27826,27826,27849,27849,27849,27827,27827,27827,28028,28028,28028,28231,28231,28231,28356,28356,28356,28293,28293,28293,28090,28090,28090,27811,27811,27811,27503,27503,27503,27242,27242,27242,26899,26899,26899,26418,26418,26418,26066,26066,26066,25600,25600,25600,25181,25181,25181,24743,24743,24743,24379,24379,24379,23991,23991,23991,23640,23640,23640,23348,23348,23348
Demand,23597,23529,23509,23363,23247,23146,23062,22981,22848,22766,22682,22584,22494,22366,22327,22246,22198,22097,22013,21957,21859,21823,21761,21705,21612,21640,21612,21574,21504,21446,21390,21351,21316,21276,21263,21215,21151,21172,21175,21153,21114,21094,21100,21071,21074,21071,21081,21046,21052,21075,21113,21167,21208,21239,21265,21327,21346,21391,21434,21454,21523,21726,21841,21952,22033,22115,22205,22295,22387,22455,22483,22555,22622,22831,22968,23074,23112,23150,23217,23336,23457,23526,23611,23719,23756,23931,24129,24172,24236,24369,24435,24476,24503,24600,24603,24605,24653,24716,24879,24937,24923,24949,24971,24974,24936,24934,24887,24882,24836,24809,24819,24757,24747,24697,24650,24555,24489,24388,24295,24234,24176,24149,24136,24044,23971,23898,23760,23677,23594,23524,23403,23313,23279,23191,23118,23026,23015,22936,22837,22812,22735,22743,22742,22745,22699,22793,22762,22757,22699,22695,22685,22716,22684,22767,22804,22804,22894,22925,22959,22968,22951,23031,23020,23127,23219,23245,23291,23383,23437,23389,23413,23413,23474,23553,23604,23623,23675,23766,23860,23956,24025,24054,24094,24186,24248,24358,24475,24587,24613,24709,24795,24938,25046,25086,25167,25255,25409,25520,25670,25796,25892,25974,26129,26178,26217,26375,26451,26531,26634,26781,26918,27010,27084,27160,27247,27370,27563,27468,27431,27482,27584,27588,27626,27713,27692,27793,27816,27847,27847,27815,27791,27830,27867,27889,27918,28009,27980,28000,28157,28152,28180,28210,28282,28339,28325,28301,28245,28196,28132,28120,27971,27930,27777,27718,27664,27575,27532,27437,27319,27203,27085,26985,26881,26732,26554,26367,26308,26151,26034,25910,25773,25634,25455,25300,25168,25042,24834,24698,24498,24384,24259,24136,24060,23884,23878,23770,23683,23543,
Day-ahead net forecast,Demand response event,Net demand,18834,18644,18608,18471,18328,18172,18069,17930,17780,17704,17616,17527,17404,17330,17276,17289,17242,17198,17108,17003,16950,16866,16801,16746,16666,16649,16708,16671,16678,16557,16560,16546,16482,16461,16357,16346,16299,16260,16273,16273,16252,16310,16320,16334,16441,16433,16477,16552,16572,16556,16651,16691,16743,16783,16814,16880,16930,16988,17029,17118,17174,17359,17583,17724,17847,18001,18093,18192,18290,18397,18392,18492,18494,18643,18695,18633,18539,18330,18113,17893,17661,17365,16962,16516,16108,15649,15365,14962,14537,14315,14059,13311,12798,12440,12310,12195,12155,11731,11435,11323,11230,11043,10886,10660,10514,10399,10261,10220,10305,10225,10194,10133,10055,10017,9953,9881,9766,9609,9473,9334,9207,9140,9047,8921,8803,8714,8559,8477,8426,8317,8177,8096,8006,7862,7732,7647,7647,7520,7479,7411,7337,7356,7342,7355,7405,7454,7405,7437,7670,7530,7401,7365,7363,7425,7443,7481,7456,7489,7550,7515,7492,7486,7460,7347,7393,7277,7260,7207,7212,7134,7128,7107,7164,7243,7342,7310,7270,7252,7344,7396,7423,7446,7507,7572,7606,7717,7828,8077,8222,8369,8524,8641,8767,8954,9034,9222,9410,9547,9727,9936,10131,10375,10643,10953,11144,11403,11641,11933,12244,12543,12878,13277,13565,14004,14458,14853,15350,15811,16089,16490,17017,17592,18050,18621,19045,19576,19998,20453,20910,21290,21596,22045,22454,22704,22946,23207,23443,23549,23718,23900,23981,24103,24194,24253,24280,24187,24189,24099,24027,23973,23842,23795,23717,23649,23595,23459,23377,23236,23029,22826,22647,22539,22375,22252,22095,21899,21771,21640,21456,21285,21136,20980,20856,20695,20545,20371,20181,20036,19941,19858,19774,19658,19594,19489,19479,19447,19354,19297,
