Net Demand 05/25/2021,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00
Hour-ahead forecast,23959,23593,23593,23593,23204,23204,23204,22879,22879,22879,22522,22522,22522,22266,22266,22266,22054,22054,22054,21889,21889,21889,21767,21767,21767,21637,21637,21637,21477,21477,21477,21303,21303,21303,21252,21252,21252,21169,21169,21169,21111,21111,21111,21083,21083,21083,21158,21158,21158,21233,21233,21233,21319,21319,21319,21463,21463,21463,21736,21736,21736,22022,22022,22022,22247,22247,22247,22319,22319,22319,22562,22562,22562,22876,22876,22876,23184,23184,23184,23378,23378,23378,23696,23696,23696,23942,23942,23942,24075,24075,24075,24060,24060,24060,24060,24060,24060,23969,23969,23969,23655,23655,23655,23670,23670,23670,23568,23568,23568,23262,23262,23262,23353,23353,23353,23297,23297,23297,23267,23267,23267,23374,23374,23374,23200,23200,23200,23415,23415,23415,23374,23374,23374,23439,23439,23439,23443,23443,23443,23501,23501,23501,23546,23546,23546,23740,23740,23740,24192,24192,24192,24143,24143,24143,24408,24408,24408,24556,24556,24556,24783,24783,24783,25042,25042,25042,25165,25165,25165,25420,25420,25420,25647,25647,25647,26217,26217,26217,26328,26328,26328,26667,26667,26667,27091,27091,27091,27368,27368,27368,27689,27689,27689,28112,28112,28112,28375,28375,28375,28798,28798,28798,28948,28948,28948,29248,29248,29248,29367,29367,29367,29649,29649,29649,29736,29736,29736,29758,29758,29758,29787,29787,29787,29793,29793,29793,29815,29815,29815,29687,29687,29687,29738,29738,29738,29834,29834,29834,29914,29914,29914,30110,30110,30110,30018,30018,30018,29941,29941,29941,29794,29794,29794,29350,29350,29350,28975,28975,28975,28631,28631,28631,28082,28082,28082,27640,27640,27640,27051,27051,27051,26438,26438,26438,25864,25864,25864,25397,25397,25397,24929,24929,24929,24564,24564,24564,24290,24290,24290
Demand,23801,23735,23683,23542,23459,23340,23236,23131,22998,22889,22761,22691,22585,22497,22460,22404,22329,22266,22196,22123,22033,22012,21932,21845,21828,21752,21717,21645,21592,21534,21488,21453,21402,21379,21302,21287,21249,21219,21182,21198,21175,21150,21110,21114,21078,21056,21083,21058,21057,21119,21188,21232,21249,21291,21308,21358,21360,21386,21410,21462,21596,21742,21856,22008,22105,22184,22205,22258,22297,22303,22297,22314,22321,22562,22716,22797,22881,22953,23030,23096,23203,23317,23404,23438,23514,23729,23892,24009,23989,24010,24029,24020,23974,23941,23896,23882,23832,23834,23859,23863,23923,23872,23873,23836,23745,23613,23466,23406,23386,23513,23516,23467,23488,23403,23344,23336,23330,23390,23567,23517,23300,23275,23307,23402,23501,23469,23431,23435,23292,23307,23334,23344,23334,23371,23408,23383,23410,23425,23370,23421,23446,23497,23476,23532,23753,23959,24022,24036,23939,23944,23965,24039,24221,24218,24278,24223,24280,24431,24520,24610,24760,24739,24751,24865,24832,24902,25042,25099,25180,25179,25358,25572,25833,25942,25979,25967,25966,26044,26130,26238,26329,26498,26658,26794,26955,26989,27074,27160,27327,27525,27686,27778,27829,27857,27971,28100,28233,28267,28402,28521,28569,28664,28859,28992,29026,28930,28907,28986,29157,29271,29391,29508,29568,29635,29748,29774,29766,29627,29533,29580,29631,29692,29717,29791,29785,29807,29803,29810,29807,29823,29816,29781,29793,29798,29773,29794,29757,29796,29840,30037,30031,30069,30079,30171,30179,30193,30251,30239,30236,30270,30198,29954,29686,29647,29707,29633,29502,29387,29255,29129,28959,28820,28674,28548,28316,28068,27831,27681,27458,27317,27126,26924,26768,26566,26367,26187,25994,25773,25669,25536,25334,25219,25141,25015,24826,24672,24448,24271,
Day-ahead net forecast,Demand response event,Net demand,19760,19618,19569,19396,19280,19151,19028,18904,18746,18649,18488,18399,18259,18147,18062,18019,17935,17873,17834,17812,17719,17664,17649,17570,17571,17529,17452,17395,17364,17317,17271,17226,17139,17127,17059,16993,16940,16868,16810,16820,16821,16770,16787,16786,16787,16759,16764,16772,16819,16853,16909,17049,17107,17139,17185,17288,17346,17357,17397,17459,17573,17692,17795,17995,18130,18313,18421,18496,18531,18536,18533,18472,18357,18284,18267,18140,17883,17612,17288,16993,16655,16415,16239,15986,15627,14840,14439,14052,13683,13593,13561,13156,12883,12664,12460,12232,11881,11601,11265,11215,10880,10684,10600,10741,10717,10602,10625,10388,10342,9857,9811,9751,9509,9494,9345,9552,9435,9307,9045,9280,9353,9171,9207,9028,9003,8696,8929,8914,9167,8654,8396,8458,8374,8432,8437,8514,8563,8595,8734,8573,8683,8968,9232,9068,9100,9092,9245,9189,9554,9733,10204,10207,9953,10253,10188,10550,10583,10827,11228,11113,11114,11185,11167,11119,11313,11339,11334,11586,11967,12096,12159,12143,11838,11849,11669,11622,11865,11925,12088,12096,12282,12034,12167,12323,12472,12898,13225,13647,13895,13909,14114,14244,14663,14462,14383,14551,14992,15286,15248,15380,15534,15611,15695,15935,16332,16225,16533,17047,17216,17373,17503,17740,18044,18042,18377,18838,19447,20187,20711,21065,21466,21960,22445,22717,23109,23526,23776,24159,24474,24828,25033,25207,25344,25515,25644,25850,26038,26123,26304,26477,26549,26576,26609,26673,26747,26729,26764,26761,26731,26740,26819,26593,26252,26189,26308,26262,26158,26042,25897,25818,25717,25573,25471,25400,25212,25019,24704,24590,24379,24224,24070,23811,23653,23355,23120,22860,22626,22358,22111,22009,21748,21549,21439,21300,21052,20824,20654,20406,
