Net Demand 05/04/2021,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00
Hour-ahead forecast,22969,22732,22732,22732,22421,22421,22421,22145,22145,22145,21918,21918,21918,21675,21675,21675,21449,21449,21449,21250,21250,21250,21142,21142,21142,21020,21020,21020,20913,20913,20913,20795,20795,20795,20642,20642,20642,20700,20700,20700,20638,20638,20638,20593,20593,20593,20735,20735,20735,20783,20783,20783,20866,20866,20866,21028,21028,21028,21349,21349,21349,21687,21687,21687,21940,21940,21940,22152,22152,22152,22492,22492,22492,22769,22769,22769,23027,23027,23027,23283,23283,23283,23552,23552,23552,23780,23780,23780,23762,23762,23762,23697,23697,23697,23798,23798,23798,23743,23743,23743,23716,23716,23716,23532,23532,23532,23588,23588,23588,23380,23380,23380,23218,23218,23218,23169,23169,23169,23018,23018,23018,22967,22967,22967,23043,23043,23043,22996,22996,22996,22990,22990,22990,23099,23099,23099,23137,23137,23137,23200,23200,23200,23348,23348,23348,23395,23395,23395,23617,23617,23617,23771,23771,23771,24051,24051,24051,24317,24317,24317,24507,24507,24507,24812,24812,24812,25061,25061,25061,25294,25294,25294,25568,25568,25568,25890,25890,25890,26139,26139,26139,26564,26564,26564,26954,26954,26954,27230,27230,27230,27506,27506,27506,27752,27752,27752,28051,28051,28051,28523,28523,28523,28723,28723,28723,29028,29028,29028,29392,29392,29392,29904,29904,29904,30025,30025,30025,30234,30234,30234,30439,30439,30439,30651,30651,30651,30667,30667,30667,30559,30559,30559,30564,30564,30564,30811,30811,30811,30844,30844,30844,30711,30711,30711,30446,30446,30446,30129,30129,30129,29713,29713,29713,29322,29322,29322,28942,28942,28942,28488,28488,28488,27813,27813,27813,27321,27321,27321,26807,26807,26807,26126,26126,26126,25507,25507,25507,25085,25085,25085,24630,24630,24630,24224,24224,24224,23879,23879,23879
Demand,23020,22899,22901,22784,22681,22564,22497,22391,22279,22203,22123,22050,21973,21894,21786,21731,21668,21569,21524,21489,21412,21378,21298,21260,21204,21154,21181,21098,21057,21017,20960,20888,20787,20785,20818,20786,20747,20760,20747,20680,20676,20682,20638,20652,20663,20673,20659,20668,20636,20681,20760,20801,20825,20866,20920,20915,20966,21028,21041,21131,21197,21328,21468,21575,21678,21754,21867,21938,22071,22125,22223,22223,22310,22539,22752,22809,22895,22937,22990,23069,23138,23237,23290,23355,23471,23561,23610,23708,23742,23780,23593,23806,23779,23792,23731,23703,23696,23769,23839,23839,23780,23655,23622,23710,23748,23601,23544,23491,23415,23300,23348,23399,23354,23328,23197,23161,23052,23070,23068,23066,23046,23052,23067,23019,22989,22989,22984,22987,22976,22986,23012,22966,22961,23020,22946,22971,22962,23015,23064,23100,23137,23150,23143,23156,23168,23239,23325,23376,23442,23419,23477,23567,23627,23707,23790,23844,23933,24006,24082,24159,24260,24351,24405,24484,24553,24657,24776,24831,24923,25009,25131,25223,25336,25388,25530,25598,25673,25791,25926,26102,26199,26272,26361,26493,26561,26670,26732,26875,26990,27089,27200,27303,27428,27418,27518,27682,27822,27978,28117,28147,28275,28389,28510,28668,28802,28849,29006,29155,29354,29475,29639,29729,29848,29996,30135,30231,30291,30243,30209,30304,30399,30501,30578,30590,30660,30683,30695,30664,30683,30609,30648,30646,30689,30673,30681,30677,30655,30687,30679,30753,30785,30770,30684,30666,30644,30616,30575,30491,30353,30253,30132,30009,29871,29739,29640,29540,29430,29291,29127,28958,28821,28641,28468,28288,28084,27811,27581,27357,27154,26990,26830,26583,26403,26259,26089,25897,25657,25482,25272,25152,24956,24835,24672,24549,24382,24249,24047,23894,
Day-ahead net forecast,Demand response event,Net demand,20070,19911,19933,19857,19743,19678,19644,19576,19508,19465,19408,19365,19342,19290,19218,19208,19181,19170,19154,19213,19214,19208,19219,19204,19222,19230,19295,19284,19247,19269,19244,19185,19167,19127,19214,19272,19273,19273,19305,19270,19266,19362,19397,19417,19471,19484,19485,19499,19505,19488,19504,19541,19556,19628,19688,19725,19785,19872,19922,20011,20094,20214,20352,20505,20673,20792,20937,21021,21189,21290,21391,21446,21475,21594,21765,21786,21687,21544,21311,20974,20694,20334,19975,19622,19270,18888,18506,18091,17707,17131,16595,16002,15672,15244,14854,14359,13930,13691,13554,13370,13310,13099,12883,12750,12530,12540,12329,12287,12119,11893,11473,11414,11451,11360,11293,11092,10977,10882,10924,10721,10621,10566,10623,10518,10289,10230,10156,10000,9904,9892,9989,9910,9915,10098,10229,10204,10245,10307,10369,10263,10295,10327,10178,9928,9974,10159,10299,10356,10469,10494,10465,10416,10522,10541,10567,10573,10583,10678,10819,10843,10931,11060,11134,11152,11230,11313,11458,11464,11519,11676,11725,11797,11864,11945,12061,12144,12252,12350,12497,12700,12806,12874,12963,13046,13144,15109,16131,15233,13472,13768,14136,14208,14300,14416,14482,14679,14836,15068,15329,15464,15640,15815,16015,16325,16613,16679,16706,16989,17374,17765,18114,18554,18972,19420,19948,20431,20919,21413,21742,22342,22956,23611,24208,24781,25326,25855,26317,26723,27163,27461,27830,28067,28290,28424,28523,28549,28536,28517,28502,28557,28583,28550,28527,28428,28467,28390,28305,28253,28233,28095,27986,27888,27816,27708,27668,27586,27476,27353,27190,26990,26803,26622,26408,26159,25920,25660,25328,25082,24768,24535,24306,24026,23735,23560,23380,23177,22997,22790,22590,22431,22246,22081,21965,21812,21679,21579,21374,21270,
