Net Demand 05/06/2021,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00
Hour-ahead forecast,24041,23770,23770,23770,23462,23462,23462,23151,23151,23151,22834,22834,22834,22582,22582,22582,22286,22286,22286,22012,22012,22012,21809,21809,21809,21670,21670,21670,21616,21616,21616,21448,21448,21448,21314,21314,21314,21231,21231,21231,21166,21166,21166,21123,21123,21123,21179,21179,21179,21295,21295,21295,21346,21346,21346,21487,21487,21487,21778,21778,21778,22075,22075,22075,22300,22300,22300,22531,22531,22531,22770,22770,22770,23047,23047,23047,23299,23299,23299,23589,23589,23589,23912,23912,23912,24151,24151,24151,24264,24264,24264,24229,24229,24229,24356,24356,24356,24408,24408,24408,24451,24451,24451,24344,24344,24344,24260,24260,24260,24087,24087,24087,24010,24010,24010,23654,23654,23654,23459,23459,23459,23359,23359,23359,22865,22865,22865,22717,22717,22717,22655,22655,22655,22644,22644,22644,22709,22709,22709,22774,22774,22774,22881,22881,22881,22963,22963,22963,22949,22949,22949,22994,22994,22994,22931,22931,22931,23248,23248,23248,23420,23420,23420,23657,23657,23657,23896,23896,23896,24105,24105,24105,24284,24284,24284,24442,24442,24442,24725,24725,24725,25027,25027,25027,25176,25176,25176,25255,25255,25255,25599,25599,25599,25721,25721,25721,26184,26184,26184,26430,26430,26430,26824,26824,26824,27075,27075,27075,27147,27147,27147,27611,27611,27611,27573,27573,27573,27782,27782,27782,27858,27858,27858,28149,28149,28149,28219,28219,28219,28290,28290,28290,28349,28349,28349,28572,28572,28572,28797,28797,28797,28868,28868,28868,28716,28716,28716,28515,28515,28515,28176,28176,28176,27876,27876,27876,27564,27564,27564,27128,27128,27128,26655,26655,26655,26183,26183,26183,25760,25760,25760,25294,25294,25294,24766,24766,24766,24396,24396,24396,23993,23993,23993,23662,23662,23662,23408,23408,23408
Demand,24052,23982,23885,23809,23681,23597,23528,23396,23279,23175,23060,23013,22971,22801,22697,22607,22548,22410,22318,22244,22126,22045,21993,21924,21854,21867,21882,21758,21720,21707,21620,21602,21482,21431,21379,21335,21345,21352,21302,21255,21244,21211,21188,21164,21135,21113,21102,21113,21120,21137,21199,21225,21258,21306,21323,21361,21390,21434,21470,21518,21596,21761,21887,21975,22056,22176,22245,22310,22371,22448,22500,22565,22645,22854,23114,23166,23278,23344,23400,23437,23513,23574,23655,23746,23820,23994,24128,24234,24304,24275,24274,24343,24368,24432,24440,24381,24315,24555,24626,24646,24500,24481,24443,24395,24379,24312,24289,24230,24088,24276,24181,24041,23938,23843,23825,23696,23592,23486,23423,23299,23229,23159,23139,23073,23028,22940,22841,22872,22800,22758,22785,22740,22720,22773,22758,22760,22775,22820,22797,22806,22834,22879,22930,22841,22873,22772,22810,22787,22891,22927,22810,22696,22757,22859,22876,23043,23096,23009,23200,23266,23320,23453,23482,23488,23543,23601,23678,23793,23864,23918,24013,24061,24148,24137,24170,24268,24391,24460,24492,24562,24567,24733,24808,24786,24788,24884,24958,25002,25103,25235,25287,25401,25529,25682,25771,25820,25870,25977,26142,26253,26341,26414,26557,26693,26856,26850,26874,26976,27051,27107,27125,27250,27377,27422,27566,27644,27733,27673,27629,27745,27880,27944,28034,28097,28114,28139,28214,28239,28277,28262,28243,28290,28314,28348,28426,28446,28485,28596,28647,28733,28787,28793,28833,28873,28914,28836,28792,28721,28641,28559,28478,28399,28291,28191,28119,28025,27910,27824,27691,27569,27480,27306,27164,26983,26819,26654,26523,26371,26233,26089,25897,25725,25553,25381,25242,25099,24915,24731,24575,24421,24266,24164,24101,23994,23826,23671,23544,23440,
Day-ahead net forecast,Demand response event,Net demand,21108,21023,20951,20907,20735,20628,20592,20453,20320,20190,20042,19919,19833,19707,19535,19452,19366,19266,19160,19085,19014,18965,18943,18840,18755,18737,18786,18674,18576,18548,18489,18439,18341,18259,18190,18097,18100,18078,18061,17996,17955,17919,17862,17840,17817,17770,17770,17796,17804,17886,17972,18081,18154,18222,18256,18340,18390,18441,18503,18543,18613,18749,18882,18993,19089,19163,19276,19286,19317,19353,19418,19509,19607,19667,19952,19902,19848,19770,19576,19293,19003,18684,18320,17979,17606,17235,16948,16570,16228,15779,15465,15016,14603,14223,13797,13446,13074,12937,12893,12871,13439,13294,13152,12917,12593,12295,11981,11808,11599,11402,11568,11238,10998,10840,10709,10643,10484,10340,10110,9839,9838,9807,9803,9732,9558,9488,9443,9229,9177,9038,8891,8732,8623,8712,8741,8678,8585,8588,8576,8649,8634,8564,8659,8667,8575,8477,8424,8395,8392,8456,8587,8475,8463,8595,8703,8740,9064,8749,8623,8718,8795,8816,9085,9072,9177,9155,9182,9201,9349,9364,9484,9502,9524,9587,9571,9648,9754,9762,9806,9869,9838,9945,10021,10015,9833,9847,9878,9883,9928,10127,10177,10367,10476,10756,10880,11004,11123,11237,11400,11594,11817,11905,12012,12184,12362,12495,12602,12845,13073,13334,13485,13734,14097,14464,14902,15361,15822,16252,16540,17053,17703,18313,18937,19493,20035,20576,21112,21605,22080,22452,22756,23061,23309,23502,23731,23848,23874,24005,24073,24189,24300,24381,24410,24482,24567,24567,24477,24404,24336,24289,24242,24198,24117,24033,23958,23900,23848,23756,23706,23591,23492,23405,23239,23047,22871,22670,22495,22340,22228,21964,21688,21428,21169,20956,20777,20569,20387,20224,20064,19995,19805,19688,19561,19523,19391,19248,19078,18976,
