Net Demand 05/18/2021,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00
Hour-ahead forecast,22658,22462,22462,22462,22331,22331,22331,22008,22008,22008,21706,21706,21706,21448,21448,21448,21344,21344,21344,21161,21161,21161,21073,21073,21073,20958,20958,20958,20857,20857,20857,20783,20783,20783,20712,20712,20712,20680,20680,20680,20667,20667,20667,20676,20676,20676,20739,20739,20739,20883,20883,20883,20978,20978,20978,21143,21143,21143,21475,21475,21475,21848,21848,21848,22116,22116,22116,22267,22267,22267,22687,22687,22687,22994,22994,22994,23283,23283,23283,23422,23422,23422,23696,23696,23696,23996,23996,23996,24064,24064,24064,24054,24054,24054,24201,24201,24201,24276,24276,24276,24120,24120,24120,23978,23978,23978,23760,23760,23760,23678,23678,23678,23345,23345,23345,23309,23309,23309,23154,23154,23154,23013,23013,23013,22851,22851,22851,22742,22742,22742,22524,22524,22524,22357,22357,22357,22146,22146,22146,21976,21976,21976,21931,21931,21931,21967,21967,21967,21974,21974,21974,21962,21962,21962,22040,22040,22040,21994,21994,21994,22097,22097,22097,22187,22187,22187,22400,22400,22400,22601,22601,22601,22875,22875,22875,23099,23099,23099,23313,23313,23313,23559,23559,23559,23743,23743,23743,24097,24097,24097,24242,24242,24242,24542,24542,24542,24888,24888,24888,25351,25351,25351,25789,25789,25789,26053,26053,26053,26480,26480,26480,26846,26846,26846,26995,26995,26995,27188,27188,27188,27488,27488,27488,27708,27708,27708,27763,27763,27763,27836,27836,27836,27971,27971,27971,28066,28066,28066,28238,28238,28238,28393,28393,28393,28366,28366,28366,28279,28279,28279,28080,28080,28080,27775,27775,27775,27495,27495,27495,27050,27050,27050,26566,26566,26566,26161,26161,26161,25614,25614,25614,25163,25163,25163,24602,24602,24602,24166,24166,24166,23790,23790,23790,23423,23423,23423,23118,23118,23118
Demand,22646,22649,22693,22611,22488,22323,22217,22195,22142,21990,21863,21734,21792,21706,21664,21646,21577,21527,21462,21446,21305,21229,21185,21118,21084,21089,21048,21016,21009,20955,20897,20861,20806,20787,20739,20755,20690,20696,20687,20776,20740,20699,20657,20641,20660,20649,20671,20672,20718,20708,20782,20831,20922,20968,20982,21032,21077,21158,21202,21263,21299,21544,21714,21804,21886,21983,22086,22186,22278,22305,22355,22370,22417,22672,22844,22929,22975,23026,23052,23171,23285,23251,23386,23579,23656,23798,23917,23982,24050,24065,24103,24139,24130,24162,24171,24193,24164,24191,24292,24257,24216,24212,24097,24049,24017,23954,23918,23847,23800,23647,23583,23568,23619,23582,23638,23497,23375,23253,23203,23270,23255,23146,22986,22948,23066,22967,22922,22801,22793,22691,22611,22445,22444,22384,22289,22152,22138,22101,22014,22020,21981,22003,21943,21944,21924,21958,21943,21979,21897,21886,21936,21996,21886,21809,21857,21824,21858,21878,22007,22078,22057,22065,22082,22118,22210,22272,22275,22373,22483,22585,22623,22648,22689,22736,22813,22897,22977,22989,23051,23203,23334,23389,23417,23476,23640,23734,23809,23808,23891,23994,24053,24117,24389,24328,24325,24455,24591,24771,25009,25147,25208,25310,25453,25559,25650,25841,25916,26031,26192,26239,26406,26510,26615,26688,26869,26969,27067,27095,27193,27272,27337,27392,27408,27550,27564,27636,27714,27757,27811,27795,27709,27754,27770,27822,27846,27870,27932,28038,28145,28169,28235,28340,28376,28397,28464,28510,28510,28523,28488,28414,28308,28204,28129,28061,27969,27860,27763,27730,27598,27448,27298,27213,27124,26961,26737,26494,26330,26183,26064,25911,25724,25560,25367,25165,25016,24861,24674,24521,24414,24233,24099,23977,23824,23692,23569,23445,23312,23187,
Day-ahead net forecast,Demand response event,Net demand,17767,17746,17779,17806,17732,17689,17545,17487,17432,17322,17219,17109,17088,17118,17032,17048,16959,16927,16840,16790,16739,16622,16577,16517,16492,16493,16421,16411,16368,16307,16295,16238,16222,16207,16163,16143,16152,16104,16096,16121,16183,16100,16084,16046,16042,15991,16033,16009,16023,16023,16068,16109,16201,16266,16302,16356,16424,16453,16553,16597,16582,16774,16997,17150,17336,17426,17530,17678,17847,17895,17895,17896,17869,17952,18105,17976,17803,17621,17352,17097,16876,16467,16107,15850,15531,15172,14888,14424,13997,13603,13103,12811,12399,12109,11960,11814,11585,11040,10812,10670,10643,10416,10335,10122,9985,9973,9881,9907,9985,9591,9338,9258,9232,9220,9129,9081,9225,9148,8963,8908,8888,8708,8327,8335,8127,8148,8172,7995,7967,7840,7790,7758,7469,7082,7057,6927,6579,6586,6798,6917,6971,6941,6927,6750,6633,6349,6241,6009,5663,5460,5378,5444,5468,5431,5276,5194,5143,5066,5157,5292,5479,5439,5355,5464,5594,5560,5448,5472,5533,5481,5440,5553,5879,5877,5930,5957,6071,6097,6012,6088,6121,6053,5959,6002,6031,6201,6334,6456,6573,6735,6979,6987,7283,7468,7546,7725,7854,7964,8197,8323,8451,8660,8860,9023,9373,9919,10372,10593,10811,11112,11523,12025,12367,12805,13247,13746,14284,14765,15352,15940,16503,17035,17517,18135,18788,19319,19928,20475,20945,21476,21745,22090,22475,22805,23015,23232,23388,23642,23735,23901,23969,24064,24155,24141,24205,24201,24235,24302,24171,24097,24049,23975,23842,23831,23797,23651,23514,23503,23396,23249,23106,22949,22858,22659,22450,22238,22097,21908,21776,21565,21399,21162,20995,20820,20709,20532,20303,20046,19919,19741,19669,19541,19458,19352,19227,19179,19079,19004,
