,reward,profit,carbon_cost,excess_charge,max_profit
10000,"[0.0, 1.7605046477842279, 1.6856633790700495, 1.1585813627496233, 0.14285894141334082, 0.7109492091375483, 2.7229544226573603, 2.639505143031376, 2.28172537879955, 2.6339882848178586, 3.151983393030429, 1.2814703616644703, 0.6353067877593066, 0.0]","[0.0, 2.627318731612123, 3.1959099376898967, 2.416892633338578, 0.2272399999999992, 0.9260688123576699, 4.084837856802223, 3.805045198500852, 3.3168063966835684, 3.6365915242529097, 4.077092005907211, 1.8947522274174127, 1.0657264718798205, 0.0]","[0.0, 0.8668140838278969, 1.5102465586198517, 1.2583112705889559, 0.08438105858665838, 0.21511960322012139, 1.3618487674781972, 1.165540055469479, 1.0350810178840186, 1.0026032394350557, 0.9250739462101178, 0.613281865752943, 0.4304196841205141, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.466666666666691e-05, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
20000,"[0.0, 1.8431547540804927, 1.6455567152948922, 1.1189549990342964, 0.19080865501589028, 0.7682944569604439, 2.600186235558848, 2.654545711088286, 2.2571101168397196, 2.6902149264808664, 3.0538670072241767, 1.293003144627773, 0.5527288723819811, 0.0]","[0.0, 2.781663888654051, 3.104124091728923, 2.3409632030006984, 0.3010800000000007, 0.9968464488523497, 3.931732092111265, 3.845034403099745, 3.2595046015590654, 3.7206328258976646, 3.958955834946322, 1.922513986649711, 0.921446133053164, 0.0]","[0.0, 0.9385091345735617, 1.458567376434033, 1.2220082039664042, 0.11027134498411026, 0.22855199189190595, 1.3315111898857557, 1.190488692011462, 1.0023944847193507, 1.0304178994168012, 0.905071494388814, 0.6295108420219399, 0.3687172606711828, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
30000,"[0.0, 1.8800439771089388, 1.7122420682431416, 1.1632540751159557, 0.14216435866340182, 0.6847505158159319, 2.552361220943795, 2.6396194138626314, 2.252902684842004, 2.5904864538258763, 3.0092008368367194, 1.187633508592651, 0.633916190393954, 0.0]","[0.0, 2.777341652535573, 3.1815223273117317, 2.453975217015261, 0.2241199999999991, 0.8838238956394251, 3.8359049017656552, 3.8170131181215923, 3.2608907420722173, 3.583445032200699, 3.9013298450043115, 1.7684350410349534, 1.0750882593586288, 0.0]","[0.0, 0.8972976754266375, 1.4692802590685934, 1.2907211418993094, 0.08195564133659727, 0.19907337982349332, 1.28352634748853, 1.177393704258962, 1.007988057230216, 0.9929585783748247, 0.8921290081675921, 0.5808015324423035, 0.44117206896467476, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
40000,"[0.0, 1.8070778129956355, 1.702157201434972, 1.1324242594304776, 0.1845545087137505, 0.7179875951158968, 2.5971045457724, 2.731039264653263, 2.260449495501843, 2.7599732425750916, 3.0550336985430278, 1.1965963791535486, 0.6416965132737521, 0.0]","[0.0, 2.7085494336257314, 3.1700043622043226, 2.3045669021067945, 0.29068000000000016, 0.9331620129677454, 3.8923069820304734, 3.9529249447130925, 3.288276992352198, 3.810315567408264, 3.9516635208239523, 1.7939360640896236, 1.0691659408783138, 0.0]","[0.0, 0.9014716206300999, 1.4678471607693526, 1.172142642676318, 0.10612549128624962, 0.2151744178518486, 1.295202436258077, 1.2218856800598308, 1.0278274968503587, 1.0503423248331738, 0.8966124889475928, 0.5973396849360761, 0.42746942760456186, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
50000,"[0.0, 1.792903995862052, 1.7319439902037879, 1.147407827752495, 0.17936929729806794, 0.8036790177753503, 2.712358714863372, 2.585509438349928, 2.1849888784835523, 2.728043064325787, 2.9623579524637864, 1.3130411515236076, 0.6034860530980506, 0.0]","[0.0, 2.6871845800762157, 3.228659305626809, 2.37316204541665, 0.27819999999999934, 1.051919897379253, 4.08149636325682, 3.751726124287265, 3.2173316360651074, 3.7601191797781524, 3.839504964736788, 1.943825691744217, 1.0261795519048265, 0.0]","[0.0, 0.8942805842141651, 1.4967153154230248, 1.2257542176641576, 0.09883070270193134, 0.24824087960390284, 1.3691029817267846, 1.166216685937341, 1.0323427575815571, 1.0320761154523685, 0.8771470122730008, 0.6307845402206104, 0.42269349880677576, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
60000,"[0.0, 1.9194813942869666, 1.7699651603063729, 1.1061912000901142, 0.1833918058767139, 0.7246022549846223, 2.6589901828652405, 2.659407019650067, 2.2039588144300524, 2.7832721942556895, 3.059254334947346, 1.2347445542778939, 0.6223933005445289, 0.0]","[0.0, 2.8632660877688103, 3.278642140937135, 2.272314711173667, 0.28912000000000027, 0.9434162516399625, 4.0104054469825785, 3.862024169483993, 3.206355927493016, 3.8506893132534743, 3.9641094709377174, 1.8226061330531618, 1.0758736528362656, 0.0]","[0.0, 0.9437846934818442, 1.5086769806307634, 1.1661235110835548, 0.10572819412328636, 0.21881399665534032, 1.3514152641173418, 1.2026171498339273, 1.002397113062965, 1.0674171189977861, 0.9048551359903706, 0.5878615787752677, 0.4534803522917369, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
70000,"[0.0, 1.9094720488304093, 1.6789669506091391, 1.082395740587531, 0.17220622777259675, 0.7583869207409757, 2.567029344287873, 2.5409972405736885, 2.241291188310859, 2.6231994306720803, 3.113392459734891, 1.2717742283447138, 0.524437957062274, 0.0]","[0.0, 2.850301363194559, 3.111692918084891, 2.2887082705531454, 0.27612000000000037, 0.9837628306435394, 3.880097948307533, 3.6756510196665846, 3.2491530696213577, 3.6295148538987525, 4.033687022639329, 1.8693549082516454, 0.8956247430694536, 0.0]","[0.0, 0.940829314364151, 1.4327259674757546, 1.2063125299656157, 0.10391377222740358, 0.22537590990256418, 1.313068604019664, 1.1346537790928974, 1.0078618813105007, 1.0063154232266778, 0.9202772295711033, 0.5975806799069345, 0.37118678600717947, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
80000,"[0.0, 1.8722251327614414, 1.7145184602825487, 1.192994463138677, 0.1638384995152903, 0.803218884329195, 2.692417597037761, 2.6631326385091665, 2.2532715042249083, 2.535426178965291, 2.9513540370142057, 1.2215693248570816, 0.5855705301077532, 0.0]","[0.0, 2.8341871107959653, 3.1776548612842976, 2.454891854636758, 0.25792000000000004, 1.0452133037316345, 4.068746725599886, 3.8993756063498646, 3.2610767649968677, 3.5060572307941826, 3.8256929766551417, 1.8044004094335189, 0.9801900659356132, 0.0]","[0.0, 0.9619619780345251, 1.4631364010017525, 1.2618973914980849, 0.09408150048470969, 0.2419944194024399, 1.3762944618954582, 1.2362429678407008, 1.0078052607719603, 0.9706310518288941, 0.8743216063076026, 0.5828310845764398, 0.39461953582785986, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.466666666666691e-05, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
90000,"[0.0, 1.7786033599840323, 1.5633532155934065, 1.1592809808427982, 0.1753043078790166, 0.8006972202091142, 2.5718412487676594, 2.781930060437491, 2.202786142215461, 2.554504310399503, 3.058509934432535, 1.2474306499509176, 0.6465011817242118, 0.0]","[0.0, 2.649483830080439, 2.987159308221914, 2.4223206374384976, 0.27559999999999996, 1.052978309693913, 3.873557110379705, 4.021415617910668, 3.2393494779557424, 3.5291561103764106, 3.971160786028757, 1.8608028987087948, 1.0835547848199834, 0.0]","[0.0, 0.87088047009641, 1.4238060926285092, 1.2630396565957018, 0.10029569212098338, 0.25228108948479916, 1.3016985282787117, 1.23948555747318, 1.0365633357402821, 0.9746517999769085, 0.9125988515962223, 0.6133722487578791, 0.4370536030957716, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 5.2e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
100000,"[0.0, 1.7998582711295263, 1.6916598365234765, 1.1360847226479063, 0.19396532328637683, 0.733438276826018, 2.7533176327646887, 2.559846899361819, 2.231865019742935, 2.705707720616224, 2.9604871783163818, 1.2145688561018444, 0.5840890662439097, 0.0]","[0.0, 2.690984962180383, 3.169015376247029, 2.364076336343696, 0.3005600000000006, 0.9479978271066486, 4.148064047194682, 3.711386044567003, 3.222453826307171, 3.741362281303573, 3.8340016893876525, 1.810548468988396, 1.004349409647117, 0.0]","[0.0, 0.8911266910508607, 1.4773555397235536, 1.2279916136957927, 0.10659467671362373, 0.21455955028063065, 1.3947290810966595, 1.1515391452051866, 0.9905888065642372, 1.0356545606873522, 0.8734971777379368, 0.5959796128865524, 0.4202603434032073, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
