time,task_id,duration,cpu
2582487511721,32238-212,2547248359411,0.001406
2672061184915,32238-236,2671982004887,0.070435
2038153476283,32238-232,2037774140468,0.001490
2422839903419,4982357443-3433,2407031995375,0.047546
2056709668374,32238-230,2056511351275,0.000561
1901519825926,4740649776-216,1675278281153,0.006607
1990839854014,4982357443-3437,1968851121161,0.047546
1716599106022,4982357443-3438,1706376345101,0.047546
1716602767054,4982357443-3441,1703575226170,0.047546
2401239878017,4982357443-3442,2370127168492,0.047546
1716593012001,4982357443-3443,1684688121976,0.047546
2520166408648,32238-227,2519808158463,0.001406
1716593787531,4982357443-3444,1699947523662,0.047546
2336440004543,4982357443-3445,2300738203999,0.047546
2473841090408,32238-225,2473694198604,nan
9223372036854775807,4982357443-3446,2644255019009,0.047546
1977996075859,32238-222,1977810997922,0.011292
2660439848681,32238-213,2642388859429,0.011292
1716602088361,4982357443-3462,1713044312211,0.047546
2401239878017,4982357443-3461,2379299040084,0.047546
2163639858808,4982357443-3460,2140281503475,0.047546
2314839845869,4982357443-3459,2296566303589,0.047546
1947639840606,4982357443-3458,1943736594131,0.047546
2400184184183,32238-211,2399965589497,0.001490
2638839843317,4982357443-3457,2600544587262,0.047546
2574039840161,4982357443-3454,2554563783142,0.047546
2271639921419,4982357443-3451,2242313761068,0.047546
2138612790951,4740649776-218,2132589960180,0.006607
2314839845869,4982357443-3450,2292121049027,0.047546
2143246781520,32238-216,2142967015149,nan
2162309864996,32238-217,2162299684332,0.004578
2261614635453,32238-215,2261543151300,0.011292
1715374637712,4982357443-1126,1696166029950,0.047546
1716391507695,4982357443-3066,1709834153079,0.047546
1716458309486,4982357443-3065,395158816619,0.047546
2054550314940,32238-772,2043780513575,0.001406
1901046857398,4740649776-146,1883467772978,0.006607
2138681152961,4982357443-2668,2113476943320,0.047546
2595639843116,4982357443-2670,2574513907607,0.047546
2422839903419,4982357443-2671,2410262465313,0.047546
2595639843116,4982357443-2672,2566164462551,0.047546
2638839843317,4982357443-2673,2630338808162,0.047546
1716145555161,4982357443-2674,1698607355520,0.047546
2163639858808,4982357443-2675,2157169073938,0.047546
2492631227304,32238-770,2492525540219,0.001406
2422839903419,4982357443-2679,2413917923363,0.047546
2120439865088,4740649776-147,1876309275812,0.006607
2379640718624,4982357443-2682,2364175559440,0.047546
2358039842053,4982357443-2665,2352685615810,0.047546
1716359791901,4982357443-2683,1716140914332,0.047546
2250039893929,4982357443-2685,2240427680162,0.047546
1340996784581,32238-769,1331186601978,0.022308
2133708740671,32238-768,2133566188187,0.001406
1862108573632,4982357443-2687,1853788402521,0.047546
2487639851440,4982357443-2688,2469788443563,0.047546
1716229848137,4982357443-2690,1681723407214,0.047546
1716298546726,4982357443-2692,1647724452422,0.047546
2574039840161,4982357443-2693,2545959412008,0.047546
2393990282850,32238-766,2376311550856,0.001490
2314839845869,4982357443-2699,2304356418929,0.047546
1716167786707,4982357443-2700,1696713827534,0.047546
2185239879774,4982357443-2701,2155352003397,0.047546
2002486943544,4982357443-2684,1997973466387,0.047546
997239872530,32238-773,975857150566,0.001406
2444439878052,32238-774,2444052228390,0.011292
2509239843474,4982357443-2664,2477083254969,0.047546
1716402867928,4982357443-2626,1699582856175,0.047546
1716122732077,4982357443-2627,1674790807693,0.047546
1120279631955,32238-784,1119983809396,0.000000
2163639858808,4982357443-2628,2012310585742,0.047546
1716389999465,4982357443-2629,1715726610518,0.047546
2530840337845,4982357443-2631,2516924631836,0.047546
2420161895630,32238-783,2419713530290,0.001406
2337583288500,4740649776-143,2319703911406,0.006607
2250039893929,4982357443-2636,2219511346203,0.047546
2055639858044,4982357443-2637,2015610934851,0.047546
1217501539149,32238-779,1217501147206,0.022308
2336440004543,4982357443-2638,2296643798489,0.047546
2314839845869,4982357443-2639,2283637375293,0.047546
1716422915642,4982357443-2640,1712275313009,0.047546
2077240187692,4982357443-2641,2043354371877,0.047546
2250039893929,4740649776-144,2242894226814,0.006607
1716189899525,4982357443-2662,1716123985621,0.047546
1716325916341,4982357443-2659,1713240858957,0.047546
1716227027446,4982357443-2658,1706350331060,0.047546
2073781260939,4982357443-2653,2059851592179,0.047546
1616339578548,32238-762,1616331542276,0.001490
1716126880200,4982357443-2652,1711565807125,0.047546
1449132925424,32238-777,1449009276320,0.000000
2138681152961,4982357443-2647,2129709708243,0.047546
2098839851984,4982357443-2646,2070663182840,0.047546
1716330496881,4982357443-2644,1715103381343,0.047546
1955172399856,32238-778,1955161606465,0.011429
1716144867409,4982357443-2643,1709865209424,0.047546
2502709315558,32238-775,2502683034549,0.001490
2163639858808,4982357443-2621,2147331470323,0.047546
2619354109092,32238-761,2619288540612,0.001406
9223372036854775807,32238-760,2665532986586,0.032410
1716467323708,4982357443-2734,1711863869487,0.047546
2307342265160,32238-742,2307274589466,0.000000
2055639858044,4982357443-2737,2035152289777,0.047546
1716295911122,4982357443-2738,1716169926406,0.047546
2250039893929,4982357443-2741,2227492820788,0.047546
1630239050800,32238-741,1630032058857,nan
2474209727358,32238-740,2474054659464,0.000561
1990839854014,4982357443-2745,1964097132928,0.047546
2591981063258,32238-734,2591143048189,0.011292
2068055237817,32238-732,2067844900412,0.001490
1990839854014,4982357443-2747,1948348976021,0.047546
2387643275322,32238-731,2387271100021,0.001406
2237696524891,4740649776-155,2237567616551,0.006607
2379640718624,4982357443-2733,2355975788002,0.047546
2576343955908,32238-730,2576199092346,0.001490
127534547760,32238-723,127286476983,0.001490
1716402204901,4982357443-2750,1704957369887,0.047546
1196613466518,32238-722,1196601780657,0.022430
2159547990304,32238-718,2159531252302,0.030365
9223372036854775807,32238-717,2678832337671,0.002377
2163639858808,4982357443-2752,2151463649231,0.047546
1990839854014,4982357443-2753,1963033872667,0.047546
2509239843474,4982357443-2755,2505309618959,0.047546
2509239843474,4982357443-2757,2461233871666,0.047546
1716478675070,4982357443-2758,1696916026962,0.047546
1716484209976,4982357443-2759,1695249729108,0.047546
2570957240091,32238-716,2570823983383,0.063843
2386078073674,4740649776-157,2365174893695,0.006607
1716220831009,4982357443-2762,1708295742858,0.047546
2508368528508,32238-726,2508314283754,0.007919
1716197978618,4982357443-2732,1698725793767,0.047546
1716291852671,4982357443-2731,1695427792141,0.047546
2185239879774,4982357443-2730,2168961693803,0.047546
1716227477891,4982357443-2703,1694604833924,0.047546
2142632548633,32238-759,2142327554448,0.001406
2073781260939,4982357443-2705,2047566541567,0.047546
2660342331563,32238-758,2660043497516,0.001406
2509239843475,4740649776-151,2488883874672,0.006607
2271639921419,4982357443-2706,1880644010012,0.047546
1558839848715,32238-754,1523240375570,0.001406
2391893655365,32238-753,2391815436983,0.065308
2390387916378,32238-752,2368680123026,nan
1904439859831,4982357443-2707,1873099407776,0.047546
1716165986767,4982357443-2709,1707939270837,0.047546
1818039885759,4982357443-2710,1785250886972,0.047546
9223372036854775807,4982357443-2711,2671540650056,0.047546
1716454858291,4982357443-2712,1695769111876,0.047546
1716320334349,4982357443-2714,1707785893925,0.047546
1716450057165,4982357443-2715,1701640562126,0.047546
1954594618992,32238-743,1954496612351,0.011292
1716168067390,4982357443-2728,1710159872167,0.047546
1960267084051,32238-744,1954414648699,0.004578
1508252581596,32238-749,1508252363992,0.001406
2098839851984,4982357443-2727,2070490014763,0.047546
1969239850552,4982357443-2726,1959909618237,0.047546
1947639840606,4982357443-2702,1937880172688,0.047546
1716312063739,4982357443-2725,1703183297853,0.047546
2672757992803,4982357443-2723,2660077234730,0.047546
2617239913003,4982357443-2722,2569575018387,0.047546
2073781260939,4982357443-2718,2058206014044,0.047546
2408614692605,32238-751,2408275458134,nan
2574039840161,4982357443-2717,2559559142198,0.047546
1716453360260,4982357443-2716,1711837582477,0.047546
2138681152961,4982357443-2724,2113686543556,0.047546
1716386045306,4982357443-2619,1707251650193,0.047546
910974708638,32238-786,910547935125,0.001406
2138681152961,4982357443-2617,2095487857983,0.047546
2185239879774,4982357443-2511,2150055415020,0.047546
2334398659586,32238-838,2334322488335,0.001406
1716132939097,4982357443-2514,1714383608717,0.047546
2505832624827,32238-836,2505223903486,0.017609
2466040370747,4982357443-2515,2433988079031,0.047546
1716171657670,4982357443-2516,1705549273218,0.047546
1716344637532,4982357443-2517,1712263732086,0.047546
2163639858808,4982357443-2518,2143633540873,0.047546
2576224205909,32238-833,2575710932422,0.001406
1716065895862,4982357443-2523,1705332173637,0.047546
1818039885759,4982357443-2524,1782561219516,0.047546
1716341736098,4982357443-2525,1712802557247,0.047546
1969239850552,4982357443-2528,1952373063178,0.047546
2574039840161,4982357443-2529,2546794202467,0.047546
2293239841389,4982357443-2509,2273539676778,0.047546
1716356959662,4982357443-2530,1696151685527,0.047546
1716055474402,4982357443-2531,1715597371238,0.047546
2422839903419,4982357443-2532,2397554072659,0.047546
2647841592756,32238-830,2647802240593,0.297363
1716138208263,4982357443-2534,1702645794407,0.047546
1716154546805,4982357443-2535,1699967373072,0.047546
2055639858044,4982357443-2536,2043131086354,0.047546
2142039849439,4982357443-2537,2123822620294,0.047546
2487639851440,4982357443-2538,2475964926752,0.047546
2666205397798,32238-829,2651400522534,0.022430
1716357738304,4982357443-2539,1703344175031,0.047546
1716245539130,4982357443-2540,1715644904232,0.047546
1990839854014,4982357443-2541,1977774505651,0.047546
2346077239879,32238-828,2346037676113,0.001490
1551578857955,32238-832,1551578709480,0.001490
2055639858044,4982357443-2508,2026142825687,0.047546
997239872530,32238-839,979459877210,0.011292
1716221609778,4982357443-2505,1711510180517,0.047546
1716033334445,4982357443-2469,1704888806896,0.047546
2426816651572,32238-863,2426410185924,0.011292
2228439842876,32238-858,2208169646238,nan
2422839903419,4982357443-2472,2394728812880,0.047546
2138681152961,4982357443-2473,2105938272616,0.047546
2271639921419,4982357443-2474,2231823204559,0.047546
1716176431402,4982357443-2476,1699460682099,0.047546
2055639858044,4982357443-2477,2027647324607,0.047546
2610340816688,32238-857,2610033720690,0.001406
2358039842053,4982357443-2478,2325840076037,0.047546
2250039893929,4982357443-2479,2210745988915,0.047546
854058361008,32238-855,854058180499,0.065308
2250039893929,4982357443-2480,2214816716621,0.047546
2617239913003,4982357443-2481,2595627883024,0.047546
1716218129983,4982357443-2484,1711055731902,0.047546
1559453162770,32238-854,1559453010930,0.001238
2397056676242,32238-853,2396992439479,0.022430
2530840337845,4982357443-2501,2492380189106,0.047546
2138681152961,4982357443-2500,2115402487598,0.047546
1716335091048,4982357443-2499,1709710336703,0.047546
1716337283012,4982357443-2498,1694967482784,0.047546
1716087322812,4982357443-2497,1714762569866,0.047546
2142039849439,4982357443-2542,2126973567103,0.047546
2138681152961,4982357443-2495,2129871941346,0.047546
2185239879774,4982357443-2492,2160433828339,0.047546
2500225205446,32238-841,2500190870740,0.022308
1441303449682,32238-845,1441064083060,nan
2250039893929,4982357443-2490,2222141913913,0.047546
1234839884986,32238-846,1230644370170,0.011292
2401239878017,4982357443-2488,2382965486488,0.047546
1716044371355,4982357443-2493,1712805142676,0.047546
1716079904520,4982357443-2543,1716061445760,0.047546
2466040370747,4982357443-2546,2448408131584,0.047546
1716359932823,4982357443-2548,1695265569300,0.047546
2336440004543,4982357443-2580,2303744308181,0.047546
2471968427970,32238-804,775510149941,0.011292
1716088136686,4982357443-2583,1702004650089,0.047546
2271639921419,4982357443-2585,2251333289856,0.047546
2492447897136,32238-801,2492385673092,0.008102
2401239878017,4982357443-2586,2375603726896,0.047546
2591437697639,32238-798,2591436181869,nan
2185239879774,4982357443-2587,2151453065892,0.047546
1716085206207,4982357443-2588,1715226602100,0.047546
2320704935046,32238-797,2320672892882,0.001406
2487639851440,4740649776-142,2452195557157,0.006607
2597438873643,32238-793,2597372050556,0.032410
1716343800825,4982357443-2593,1700207236730,0.047546
2582671433661,32238-791,2582544787737,nan
2229105249033,32238-790,2228981223632,0.011429
2466040370747,4982357443-2598,2455526292984,0.047546
2206839859444,4982357443-2599,2198499837822,0.047546
2250039893929,4982357443-2616,2231629014953,0.047546
1716394472792,4982357443-2615,330080465161,0.047546
1716311693857,4982357443-2614,1713435927480,0.047546
2138681152961,4982357443-2612,2118127484217,0.047546
2422839903419,4982357443-2610,2411220616389,0.047546
2255041004675,32238-805,2254716953328,0.001490
2002486943544,4982357443-2609,2000019269079,0.047546
2148096867439,32238-788,2147651689798,0.022430
1716397689877,4982357443-2607,610879356720,0.047546
2055639858044,4982357443-2602,2024027122410,0.047546
2358039842053,4982357443-2608,2348007416639,0.047546
1716439389112,4982357443-2765,1706852010221,0.047546
2250048384741,32238-806,2250047592715,0.024414
1716378616909,4982357443-2578,1713726644385,0.047546
1716220401971,4982357443-2549,1702682306435,0.047546
1716101475080,4982357443-2552,1705997316742,0.047546
2530840337845,4982357443-2554,2513018232563,0.047546
1716075251845,4982357443-2555,1696319518508,0.047546
2494349925925,32238-826,2494333640216,0.011292
2185239879774,4982357443-2557,2145198696999,0.047546
2172173087826,32238-825,2171873558937,0.022308
839436360392,32238-824,839283532749,0.000561
2059292245978,32238-822,2059226693717,0.008499
2552440618525,4982357443-2559,2543304115419,0.047546
1716133421287,4982357443-2560,1706227170419,0.047546
2387531046946,32238-819,2387413450532,0.001406
2163701089633,32238-817,2163326118319,0.142578
1716366501354,4982357443-2562,1712286060910,0.047546
2415325313074,32238-816,2415121551902,0.000561
1716124456272,4982357443-2567,1701020629505,0.047546
2579796055523,32238-815,2579682715974,0.001406
1716365762492,4982357443-2577,1710916892556,0.047546
2055639858044,4982357443-2576,2046139154734,0.047546
1716081106715,4982357443-2575,1714114563293,0.047546
1041947506902,32238-810,1041947073578,0.001406
2563877444690,32238-812,2563522230677,0.001406
2401239878017,4982357443-2572,672576476518,0.047546
1990839854014,4982357443-2579,1948821683522,0.047546
1716281806283,4982357443-2571,1694989857146,0.047546
1716073506518,4982357443-2569,1712457517864,0.047546
1716125351062,4982357443-2568,1704382625222,0.047546
1202734356895,32238-813,1202734142627,0.000000
2581244788109,4740649776-141,2546382473949,0.006607
1112089984416,32238-814,1110723633111,0.011429
1716485613515,4982357443-2766,1699726390834,0.047546
2336440004543,4982357443-2768,2335351785300,0.047546
2306707072606,32238-715,2306675223007,0.022308
1716355875999,4982357443-2947,1388677933436,0.047546
2217407921975,32238-614,2217256530316,0.001406
2250039893929,4982357443-2948,2223699477098,0.047546
1969239850552,4982357443-2949,1963298680230,0.047546
2124332312303,32238-612,2124204778039,0.001406
2138681152961,4982357443-2950,2136236020540,0.047546
2524065967427,32238-611,2523630195878,0.022430
2142039849439,4982357443-2951,2121359216383,0.047546
2407731628307,32238-610,2407432827256,0.194336
2074667971360,32238-609,2074098207504,0.142578
2138681152961,4982357443-2952,2113359932203,0.047546
2507270006259,32238-608,2507206946802,0.065308
2012439841710,4982357443-2955,1092615938325,0.047546
2138681152961,4982357443-2956,2123195618738,0.047546
2098839851984,4982357443-2960,2070429470157,0.047546
2120439865088,4982357443-2961,2094798095610,0.047546
1716374749934,4982357443-2963,1703750976815,0.047546
741309129712,32238-602,741270173335,0.000000
2444439878052,4982357443-2966,2431823278496,0.047546
2530840337845,4982357443-2968,2514442630963,0.047546
2587293392155,32238-601,2586773696711,0.011292
2228439842876,4982357443-2973,2224987971295,0.047546
2055639858044,4982357443-2974,2026032682762,0.047546
1969239850552,4982357443-2975,1936921158242,0.047546
2628847022282,4740649776-173,2615143140039,0.006607
2138681152961,4982357443-2977,2135602540592,0.047546
2138681152961,4982357443-2981,2130387188243,0.047546
2098839851984,4982357443-2985,2059065781833,0.047546
2489855169425,32238-607,2468114663114,0.065308
2595639843116,4982357443-2945,2561900638305,0.047546
2158613914838,32238-615,2158592348090,nan
2336440004543,4982357443-2942,2302607036704,0.047546
1979461611817,32238-629,1979234611842,0.001406
2250039893929,4982357443-2902,2232494333728,0.047546
2228439842876,4982357443-2904,2187429720470,0.047546
2574039840161,4982357443-2905,846035338598,0.047546
2651637180806,32238-628,2651551887997,0.011292
1716576651280,4982357443-2906,1711074181599,0.047546
1716451266774,4982357443-2908,1697347565025,0.047546
2055639858044,4982357443-2910,2049116668839,0.047546
1046604878077,32238-627,1046604581691,nan
2059468634995,32238-626,2058866818379,0.002640
1716459149526,4982357443-2915,1703182146068,0.047546
2163639858808,4982357443-2916,2150620127650,0.047546
2073781260939,4982357443-2917,2045022952119,0.047546
2487639851440,4982357443-2918,2453167920754,0.047546
1901223504347,4740649776-169,1900974822012,0.006607
1716344570535,4982357443-2919,1699454450760,0.047546
1716319511923,4982357443-2941,1712879990172,0.047546
2336440004543,4982357443-2940,2323322786682,0.047546
2530840337845,4982357443-2938,2515362411544,0.047546
2228439842876,4982357443-2937,2208522509637,0.047546
2391712269821,32238-618,2391342357297,0.001406
2148932643136,32238-619,2148895523267,0.002640
2660439848681,32238-600,2646466717517,0.022308
1716450057273,4982357443-2936,1713235287980,0.047546
2466040370747,4982357443-2934,2446844757835,0.047546
2401239878017,4982357443-2932,2381106015943,0.047546
2314839845869,4982357443-2928,2284285778536,0.047546
2271639921419,4982357443-2922,2245484279960,0.047546
2386078073674,4740649776-170,2346367441853,0.006607
1990839854014,4982357443-2920,1977354261482,0.047546
1716449276511,4982357443-2935,1716291939196,0.047546
2250039893929,4982357443-2988,2244336863925,0.047546
2230136802913,32238-599,2230073162450,0.001406
1256439841196,32238-598,1238510589762,0.001406
1969239850552,4982357443-3032,1952978186257,0.047546
2509239843474,4982357443-3033,2479956502203,0.047546
2314839845869,4982357443-3034,2281249924194,0.047546
2422839903419,4982357443-3037,2408267760897,0.047546
2495161965331,32238-579,2483019981130,nan
2512000338832,32238-577,2511636575947,0.022308
1716487502665,4982357443-3038,1704825530589,0.047546
2120439865088,4982357443-3039,2103392724527,0.047546
1716393339630,4982357443-3040,1715710874193,0.047546
1716364762132,4982357443-3041,1716277250462,0.047546
1716667080081,4982357443-3042,1700999651455,0.047546
2422839903419,4982357443-3044,2413756840444,0.047546
2138681152961,4982357443-3047,2105767139418,0.047546
2482084643110,32238-576,2473214237990,0.142578
2163639858808,4982357443-3048,2118082025663,0.047546
2331887632120,32238-575,2331853659224,0.001406
2055639858044,4982357443-3050,676948156179,0.047546
1990839854014,4982357443-3064,1966173259575,0.047546
1716447934776,4982357443-3063,1713013102808,0.047546
1716492203494,4982357443-3062,1713068983099,0.047546
2358039842053,4982357443-3061,2335293773136,0.047546
2487639851440,4982357443-3060,2472250336726,0.047546
2210708198804,32238-570,2210215307494,0.032410
2228439842876,4982357443-3031,2184982488491,0.047546
2073781260939,4982357443-3055,2043416222017,0.047546
510233124900,32238-571,510222358516,0.044250
2617239913003,4982357443-3052,2611262016966,0.047546
2610287812034,32238-572,2610287394059,0.004951
2400134652080,4982357443-3051,2384928803271,0.047546
2340875862750,32238-573,2311941342230,0.011292
1716440821922,4982357443-3053,1706907299476,0.047546
1702343307160,32238-630,1702332470222,0.000000
2222088479455,32238-580,2221778079679,0.022308
2253457619731,32238-584,2253455923346,0.007042
1716345896594,4982357443-2990,1693381689669,0.047546
2414108331437,32238-597,2413783698054,0.070435
2484799134461,32238-595,2484439905777,0.012146
1901407141804,4740649776-175,1899099317989,0.006607
2487639851440,4982357443-2996,2467077087060,0.047546
2163639858808,4982357443-2997,2132470378215,0.047546
1716323212197,4982357443-2998,1704206282299,0.047546
2043810755828,32238-594,2043810260325,nan
2073781260939,4982357443-3001,2049293972195,0.047546
1716392673804,4982357443-3003,1706706622695,0.047546
1274939390689,32238-591,1274930629762,0.001406
1901249616043,4740649776-176,1901248406435,0.006607
2530840337845,4982357443-3004,2507234198349,0.047546
1716447052904,4982357443-3005,1707683990099,0.047546
2142039849439,4740649776-177,2134628493484,0.006607
2509239843474,4982357443-3006,2459874651045,0.047546
2055639858044,4982357443-3009,2036366386238,0.047546
1716559068082,4982357443-3024,1700651930578,0.047546
1716360378318,4982357443-3023,1708917827176,0.047546
1990839854014,4982357443-3022,1970304260553,0.047546
2530840337845,4740649776-178,2492289441147,0.006607
2496933227092,32238-585,2496837813999,0.038696
1886177409909,4982357443-3017,1880288616178,0.047546
2379640718624,4982357443-3029,2359645857279,0.047546
1716641047404,4982357443-3016,1715866306167,0.047546
2433125172769,32238-586,2433039608180,0.001406
2135923411182,32238-587,2135749857026,0.000000
2638839843317,4982357443-3013,2615266163773,0.047546
1716337215128,4982357443-3010,1697749088486,0.047546
2410649226371,32238-588,2410349309064,0.001406
1256439841196,32238-589,1254944580518,0.022308
2073781260939,4982357443-3014,2028707988871,0.047546
1901218724560,4740649776-168,1901217965621,0.006607
1716449799366,4982357443-2893,1700825763370,0.047546
1716450057303,4982357443-2805,1707462718525,0.047546
2098839851984,4982357443-2806,2064934146686,0.047546
1716418308522,4982357443-2808,1712646467901,0.047546
2314839845869,4982357443-2811,2307514534387,0.047546
1716394570383,4982357443-2812,1696606927697,0.047546
1901137826951,4740649776-160,1897248639835,0.006607
1716240771006,4982357443-2813,1710514270524,0.047546
1716281635146,4982357443-2814,1696199873191,0.047546
2163639858808,4982357443-2815,2151002585216,0.047546
2595639843116,4982357443-2816,2580470548082,0.047546
2405221985901,32238-685,2404934450385,0.001406
2519147557932,32238-684,2519004960821,0.044250
2321072980981,32238-682,2316500097099,0.011292
2250039893929,4982357443-2817,2236865018382,0.047546
1716498124069,4982357443-2804,1703318223805,0.047546
2073781260939,4982357443-2819,2053467176521,0.047546
2468471802475,4142195356-1,2461352822203,0.000810
2138681152961,4982357443-2820,2132202078294,0.047546
2051290148617,32238-678,2051054041639,0.001406
1969239850552,4982357443-2821,1934814821146,0.047546
1023991699579,32238-676,1023991252113,0.022308
2468386016600,4142195356-0,2435436358855,0.000810
2061656660335,32238-674,2061471066438,0.001406
2250039893929,4982357443-2822,2214084316526,0.047546
1716380968024,4982357443-2824,1709589435639,0.047546
2509239843474,4982357443-2825,2492402671099,0.047546
1716222512343,4982357443-2827,1701036211890,0.047546
2163639858808,4982357443-2830,2139710389076,0.047546
2468323542591,4142192987-0,2463089048073,0.001057
2228439842876,4982357443-2833,2208015726029,0.047546
2601291278715,32238-681,2587569725054,0.001406
1632199361247,32238-686,1631348400018,0.001406
2422839903419,4982357443-2803,2397126437083,0.047546
2321334092532,32238-688,2314530762844,0.000000
2163639858808,4982357443-2769,2153093613596,0.047546
2012439841710,4982357443-2770,1982025317028,0.047546
2651910619411,32238-714,2651531928748,0.176025
423689014096,32238-712,423618813985,0.001406
1990839854014,4982357443-2771,1970023272664,0.047546
2403281676177,4740649776-158,2401316703906,0.006607
1969239850552,4982357443-2772,1940489185101,0.047546
2336440004543,4982357443-2773,2323044723403,0.047546
2603281885204,32238-711,2602949278074,0.001406
2444439878052,4982357443-2774,2413136999901,0.047546
2496449953261,32238-710,2496398829265,0.001406
2552440618524,32238-709,2530643530247,0.000464
2163639858808,4982357443-2777,2126738489494,0.047546
1716222363054,4982357443-2778,1698145126688,0.047546
1716290975552,4982357443-2781,1697016975978,0.047546
2638839843316,32238-702,2612414077439,0.000000
1340957933473,32238-701,1340829694799,nan
1053220828398,32238-689,1053220680399,0.000000
1716239096466,4982357443-2801,1714823814486,0.047546
846039859825,32238-693,807901119482,0.000561
1716211693205,4982357443-2800,1715373213926,0.047546
2474627172625,32238-694,2474589309838,0.011292
2496928448668,32238-697,2496562787847,0.001406
2498908927599,32238-670,2498646544368,0.008499
986257802904,32238-698,986228853262,0.032410
2422839903419,4982357443-2790,2391174487820,0.047546
1716248577636,4982357443-2788,1703201507045,0.047546
1716505870710,4982357443-2787,1707086195541,0.047546
2358039842053,4982357443-2786,2344617804364,0.047546
2302785053789,32238-700,2302340756946,0.001406
2422839903419,4982357443-2782,2408232565426,0.047546
2358039842053,4982357443-2791,2323801470741,0.047546
2135038632037,32238-669,2134652750333,0.011292
1716243572479,4982357443-2837,1702654116735,0.047546
2571160257231,32238-668,2566400018234,0.032410
2271639921419,4982357443-2866,2254856068895,0.047546
2444439878052,4740649776-165,2406457364562,0.006607
1901231819198,4740649776-166,1661685247020,0.006607
2389756673928,32238-639,2389666568704,0.072144
2034039842948,4982357443-2868,2032496529303,0.047546
1716256905544,4982357443-2869,1706864572924,0.047546
1716310750427,4982357443-2870,1699772118756,0.047546
2163639858808,4982357443-2872,2127407516838,0.047546
1990839854014,4982357443-2873,1985580422187,0.047546
1716272533873,4982357443-2874,1705674905926,0.047546
2250039893929,4982357443-2875,2228291313736,0.047546
2617239913003,4982357443-2876,2581068658028,0.047546
2466040370747,4982357443-2877,2427830534082,0.047546
2250039893929,4982357443-2878,2236513032699,0.047546
2358039842053,4982357443-2879,2323231222298,0.047546
2487639851440,4982357443-2891,2091177614864,0.047546
2238362384385,32238-631,2238344962434,0.001406
2510334237564,32238-634,2489691809219,0.001406
1716560429616,4982357443-2888,1705429608182,0.047546
1716471806460,4982357443-2886,1703116077711,0.047546
1716290580555,4982357443-2885,1694032490305,0.047546
2073781260939,4982357443-2865,2058036717356,0.047546
2444439878052,4982357443-2884,2429208472749,0.047546
2487639851440,4982357443-2882,2463853129822,0.047546
2472231946479,32238-638,2471938597230,0.000557
1716451660409,4982357443-2881,1701393373185,0.047546
1716515299493,4982357443-2880,1647847126295,0.047546
2303738969928,32238-635,2303675350960,0.142578
1716578342625,4982357443-2897,1695395045383,0.047546
1716446832952,4982357443-2864,1697863563215,0.047546
2516814393893,32238-641,2516533552290,0.000464
1716282840065,4982357443-2838,1708403797205,0.047546
2153036809958,32238-667,2153009833450,0.001406
2608403722596,4740649776-162,2570879095911,0.006607
1716537266636,4982357443-2841,1712633483220,0.047546
440883043893,32238-665,440580633240,0.000969
2034039842948,4982357443-2843,1607885631026,0.047546
1716442975532,4982357443-2845,1708114169570,0.047546
2502084599252,32238-664,2502072116661,0.001406
2250039893929,4982357443-2846,2176810583055,0.047546
2614742515859,32238-663,2614127708897,0.001406
2038706307761,32238-661,2038560959915,0.017609
1716238395214,4982357443-2847,1708369671954,0.047546
2228439842876,4982357443-2848,2207070377080,0.047546
1716487502712,4982357443-2849,1697290346599,0.047546
344528141766,32238-659,344501049488,0.022308
2589842409458,32238-657,2589373348646,0.008499
2582085406377,32238-643,2581639310328,0.001406
2422839903419,4982357443-2861,2381980361493,0.047546
1351677015309,32238-644,1351663788034,0.142578
2660439848681,32238-648,2602076137030,0.011429
1716288629116,4982357443-2859,1712787298568,0.047546
2314839845869,4982357443-2858,2308120746335,0.047546
2228439842876,4982357443-2863,2165061250765,0.047546
2061765585645,32238-652,2061756691454,nan
2530840337845,4982357443-2855,2500982685945,0.047546
1947639840606,4982357443-2854,1932022858350,0.047546
2144690855263,32238-653,2144668767585,0.001406
2497502835105,32238-654,2497184676296,nan
2314839845869,32238-655,2310201946779,0.001406
2228439842876,4982357443-2851,2223456241120,0.047546
2073781260939,4982357443-2856,2041322873114,0.047546
1861970479640,1632087718-2656,1861905611474,0.105713
1715216293884,4982357443-1125,1704410969682,0.047546
2360781370067,4982357443-1117,2339434333870,0.047546
2263172732498,4223505398-0,1802625675113,0.009064
2410980642934,4422663195-948,2410606793816,0.029053
1848975432433,200071-133,1848952884571,0.005722
1849190989877,200071-127,1848908513293,0.009338
2410982808091,4422663195-949,2410836402328,0.029053
2217876880244,200071-121,2217521413251,0.004227
1715948540908,1864866224-1430,1698013736428,0.007919
1715950280218,1864866224-1432,1709112975796,0.007919
2660439848681,1864866224-1433,2632540719576,0.007919
1848286077521,200071-119,1848213391734,0.013733
2142039849438,1864866224-1436,2026758744806,0.007919
1848335690702,200071-135,1848316590796,0.003433
2297884600905,200071-118,2297717515687,0.045410
2444439878051,1864866224-1437,2414251347242,0.007919
1947639840605,1864866224-1438,1228505411820,0.007919
1847416375831,200071-116,1846908209733,0.004578
2039535883056,200071-115,2039468575223,0.010651
1715957418856,1864866224-1439,1693342515338,0.007919
2326035215717,200071-110,2325837932510,0.007576
2507477607712,200071-109,2507188193231,0.020355
2410998554224,4422663195-951,2410788711761,0.029053
