,reward,profit,carbon_cost,excess_charge,max_profit
10000,"[0.0, 2.0297440326168816, 1.695036662340592, 1.1231813952072547, 0.2103399525082048, 0.7443383029603723, 2.596120987143393, 2.7356745545947057, 2.2347370809998885, 2.7000806798330346, 3.059048614541896, 1.1818911279032238, 0.5908674349175658, 0.0]","[0.0, 3.0444205308202164, 3.1752337262507124, 2.3862485149830963, 0.33176000000000017, 0.9704680957004078, 3.891729456283522, 3.9712498870132733, 3.2721116065518676, 3.724585944302767, 3.9567827194568492, 1.7684427428696163, 0.9936200278128473, 0.0]","[0.0, 1.0146764982033347, 1.480197063910124, 1.2630497864425096, 0.12142004749179527, 0.22612979274003564, 1.2955738024734638, 1.2355753324185677, 1.0373745255519822, 1.0245052644697332, 0.8976994382482867, 0.5865516149663929, 0.4027525928952814, 0.0]","[0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
20000,"[0.0, 1.7168670788431835, 1.739723971862833, 1.103664333628576, 0.20389122994324788, 0.7647114060103095, 2.589561385529038, 2.6186101601464435, 2.3636657843123166, 2.5957223333608894, 3.0396609307081905, 1.2437908861514164, 0.6654961571123037, 0.0]","[0.0, 2.5697812777495557, 3.255853298689751, 2.3204093335643647, 0.3146000000000013, 0.9966685140025622, 3.898410629818666, 3.7876651950526834, 3.4439013727053855, 3.5888727948369907, 3.9384250417949365, 1.8478108931693764, 1.1324952993691482, 0.0]","[0.0, 0.852914198906372, 1.5161293268269174, 1.21674499993579, 0.11070877005675347, 0.23195710799225264, 1.3088145776229614, 1.1690550349062405, 1.0802355883930688, 0.9931504614761008, 0.8987467777534136, 0.604020007017961, 0.46699914225684475, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
30000,"[0.0, 1.9707652389384667, 1.7555456255373671, 1.1541889299899544, 0.16177833023850058, 0.729126232704857, 2.6461738690965637, 2.6605143846414014, 2.299754108088675, 2.7927746377321214, 3.092265145537079, 1.170937752216767, 0.593223497102349, 0.0]","[0.0, 2.958363249398782, 3.287620156760778, 2.3797224095146112, 0.25272000000000094, 0.9435816637904599, 3.977602898304081, 3.8513701965608003, 3.3622617024911374, 3.8518301912731565, 4.0133885519605155, 1.7367620525915823, 0.9693173406172549, 0.0]","[0.0, 0.9875980104603158, 1.5320745312234119, 1.2255334795246604, 0.09094166976150031, 0.21445543108560278, 1.3314116958741848, 1.1908558119194035, 1.0625075944024625, 1.0590555535410344, 0.9211234064234377, 0.565824300374816, 0.3760938435149059, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
40000,"[0.0, 1.8753372617069568, 1.7972957705914485, 1.1584900985511264, 0.1617965021509436, 0.7692344631942692, 2.589386720866775, 2.774467125818028, 2.201890086644662, 2.7290933685731598, 2.886314965142146, 1.1796374782790866, 0.6037838491245936, 0.0]","[0.0, 2.798865429807196, 3.371717344973599, 2.371132497894586, 0.25116000000000005, 1.0178616200385309, 3.8975609798457036, 4.029524423500585, 3.2092080768074758, 3.7781257747205075, 3.736369865156511, 1.7459771535999318, 0.9989715273661882, 0.0]","[0.0, 0.9235281681002386, 1.5744215743821521, 1.2126423993434614, 0.08936349784905641, 0.24862715684426154, 1.3081569256455967, 1.2550572976825616, 1.0073179901628153, 1.0490324061473528, 0.8500375666810307, 0.5663396753208465, 0.3951876782415943, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
50000,"[0.0, 1.736130188959659, 1.6643652037482415, 1.1118715001731265, 0.16906298684113152, 0.7976461936503889, 2.5775317251221543, 2.690635152822532, 2.4107952710880456, 2.610707561287455, 2.9112778066921443, 1.332170801127395, 0.5681694999563008, 0.0]","[0.0, 2.576086672562856, 3.1602420243495954, 2.324710170336646, 0.26000000000000034, 1.0357954149004829, 3.879056550790407, 3.896238272993787, 3.500393817494755, 3.6160425249616814, 3.7587994138834038, 1.9749726994695749, 0.9593960594378087, 0.0]","[0.0, 0.8399564836031974, 1.4958768206013562, 1.2128386701635225, 0.0909370131588688, 0.2381492212500945, 1.3014901590015862, 1.2056031201712547, 1.0895985464067073, 1.0053349636742261, 0.8475216071912586, 0.6428018983421825, 0.39122655948150786, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
60000,"[0.0, 1.7565777240926281, 1.5547594991393494, 1.1501153522173309, 0.17154984110076874, 0.7451313941065545, 2.298350461714276, 2.597428609110979, 2.187898312182914, 2.749132726147969, 2.9514789435510664, 1.2041128548180065, 0.5602598579019559, 0.0]","[0.0, 2.636442721132374, 2.962212716834583, 2.3733208980723943, 0.27456000000000014, 0.9709489009905692, 3.4671617408107767, 3.759690173458262, 3.204842764438366, 3.7959745842818626, 3.8264204610999712, 1.7898965337194308, 0.9275480255739961, 0.0]","[0.0, 0.8798649970397459, 1.4074532176952355, 1.223205545855067, 0.10301015889923135, 0.22581750688401456, 1.1687766124298338, 1.162261564347284, 1.0169444522554483, 1.046841858133892, 0.8749415175489054, 0.5857836789014251, 0.3672881676720401, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.466666666666691e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
70000,"[0.0, 1.9134801092327685, 1.7192590335888907, 1.121967246535503, 0.16966479732754483, 0.6984380508668372, 2.7277385064409625, 2.6592936936300013, 2.2128808944346443, 2.4827675582946425, 3.0437811523452885, 1.3116997866235045, 0.6313245383287511, 0.0]","[0.0, 2.8542494827803995, 3.1975096647758945, 2.341151132081906, 0.2662400000000009, 0.9098976537946041, 4.093992054982504, 3.8416160450355203, 3.2110291441298635, 3.4286473778001163, 3.944256506208831, 1.9213680703137221, 1.060608277771214, 0.0]","[0.0, 0.9407693735476327, 1.4782506311870043, 1.2191838855464063, 0.09657520267245612, 0.21145960292776675, 1.3662362152082097, 1.182322351405523, 0.9981482496952193, 0.945879819505475, 0.9004580205302114, 0.6096682836902193, 0.4292837394424626, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
80000,"[0.0, 1.8579207847151697, 1.716333751645898, 1.1719356084029064, 0.21168480734165643, 0.6396190468007151, 2.6163138551343197, 2.7090394969372205, 2.263592665014779, 2.57081669990121, 3.0855556058865976, 1.2816818369234648, 0.6209106475015969, 0.0]","[0.0, 2.7795039574959346, 3.1763451909304954, 2.439057371032349, 0.32552000000000125, 0.8278183096939148, 3.934252877874949, 3.9027073641757655, 3.3092796812484035, 3.5483790873349883, 4.010526384523136, 1.8906375141638965, 1.0561708832413932, 0.0]","[0.0, 0.9215831727807661, 1.4600114392846002, 1.2671217626294442, 0.11383519265834481, 0.18819926289319952, 1.3179216894072967, 1.1936678672385446, 1.0456870162336234, 0.977562387433779, 0.9249361119698698, 0.6089556772404321, 0.43526023573979644, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
90000,"[0.0, 1.9219189483481474, 1.618760935461668, 1.2205190322187265, 0.20397851131267591, 0.7468232511231202, 2.6309018790335004, 2.609621840936112, 2.2213014920281813, 2.7293947036377997, 2.944475672258854, 1.2514650254299282, 0.5784762594760873, 0.0]","[0.0, 2.872894642826655, 3.0830089168947015, 2.5203355148416926, 0.3156399999999998, 0.9861423316442776, 3.976452284119742, 3.795255505974877, 3.272577497712034, 3.7730217844930505, 3.8089147965655323, 1.8708828306435406, 0.9950818622404627, 0.0]","[0.0, 0.9509756944785095, 1.464247981433033, 1.2998164826229675, 0.1116614886873239, 0.2393190805211572, 1.3454984050862417, 1.1856336650387633, 1.0512760056838537, 1.043627080855252, 0.8644217909733465, 0.6194178052136134, 0.4166056027643754, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.2e-05, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
100000,"[0.0, 1.7953997619013624, 1.664651522158343, 1.2036988716249026, 0.21746353796232387, 0.7637342729668078, 2.666495631653699, 2.664624330720661, 2.2399084536183915, 2.8902456348204795, 3.0267894132068855, 1.3358742640583101, 0.5910156548521699, 0.0]","[0.0, 2.666928294751502, 3.07765628769777, 2.479634023823339, 0.351000000000001, 0.9935767536767671, 4.007405209218915, 3.8624397247297453, 3.3053082659352633, 4.005135300336094, 3.9257502011218626, 2.0178114941963106, 0.9853952161063472, 0.0]","[0.0, 0.8715285328501412, 1.4130047655394313, 1.2759351521984417, 0.13353646203767708, 0.22984248070995933, 1.3409095775652158, 1.1978153940090865, 1.0653998123168715, 1.114889665515616, 0.8989261212483114, 0.6819372301380024, 0.39437956125417734, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
