,reward,profit,carbon_cost,excess_charge,max_profit
10000,"[0.0, 1.9284092478188954, 1.779870839964756, 1.1198661742572467, 0.16615430484311056, 0.6813370659062123, 2.593393187893366, 2.668838544870947, 2.3030581340654317, 2.5880121992686194, 2.9675334909199753, 1.1978927938348314, 0.6319214015336367, 0.0]","[0.0, 2.8586133195810115, 3.305307451357728, 2.3575244284304184, 0.26000000000000034, 0.8862563966334729, 3.8989896571281815, 3.8752026373223964, 3.351974469290414, 3.584509888452095, 3.839220824125966, 1.7764402150377294, 1.0615292952968645, 0.0]","[0.0, 0.9302040717621172, 1.5254366113929752, 1.2376582541731733, 0.09384569515688981, 0.20491933072726057, 1.3055098025681506, 1.2063640924514492, 1.0489163352249806, 0.9964976891834789, 0.8716873332059901, 0.5785474212028986, 0.4296078937632281, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.666666666666716e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
20000,"[0.0, 1.8822752409880565, 1.6239170305886013, 1.0922493522768497, 0.1773013607224374, 0.6966474650665775, 2.506320147347865, 2.590147237971301, 2.2515428989722897, 2.593891574857711, 2.9595122808124343, 1.277165746685782, 0.6186826044148139, 0.0]","[0.0, 2.829775009235626, 3.113780997120864, 2.281717930974181, 0.2766400000000001, 0.9095276536385868, 3.772648802011861, 3.7512205813099255, 3.277913551061981, 3.579070545225642, 3.83349614783091, 1.91041808108584, 1.0554801464442565, 0.0]","[0.0, 0.9474997682475714, 1.4898639665322642, 1.1894685786973327, 0.0993386392775627, 0.21288018857200927, 1.2663286546639936, 1.161073343338622, 1.02637065208969, 0.985178970367934, 0.8739838670184752, 0.6332523344000575, 0.4367975420294425, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
30000,"[0.0, 1.8830367714844198, 1.6873857914478612, 1.107444733933904, 0.15815091618447505, 0.646404117286531, 2.614478613489527, 2.6070445109135885, 2.278855084526137, 2.6538288192026678, 2.9995248421726997, 1.301066684956497, 0.593203905243388, 0.0]","[0.0, 2.7890543018944203, 3.1979841116673136, 2.273633928911557, 0.24648000000000037, 0.843959732960757, 3.9441803115671643, 3.787893423042772, 3.3149495791030787, 3.6679791574651226, 3.889662634919012, 1.9346260387294576, 0.986257671799019, 0.0]","[0.0, 0.9060175304100003, 1.5105983202194542, 1.1661891949776542, 0.0883290838155253, 0.19755561567422608, 1.3296670314109722, 1.1808489121291847, 1.036094494576944, 1.0141503382624573, 0.8901204594129772, 0.6335593537729624, 0.39305376655563107, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
40000,"[0.0, 1.804495519459265, 1.7368705283591133, 1.1278526547156242, 0.19341976838444624, 0.6776293363342661, 2.661163924283265, 2.611095477214694, 2.239346751758983, 2.7972621843589875, 2.9403999013266247, 1.2535474730788727, 0.5680415898691459, 0.0]","[0.0, 2.692918512650436, 3.259145364600043, 2.355920343786642, 0.3010800000000007, 0.8849599191026747, 4.024450452351575, 3.791535252412539, 3.2481961827212205, 3.8637006746721103, 3.8070263648893143, 1.8531532987612334, 0.9673637571170359, 0.0]","[0.0, 0.8884229931911725, 1.5222748362409322, 1.2280676890710198, 0.10766023161555446, 0.2073305827684086, 1.3632691947349744, 1.1804397751978455, 1.0088494309622407, 1.066438490313122, 0.866557130229356, 0.5996058256823619, 0.39932216724788994, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 6.933333333333333e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
50000,"[0.0, 1.8766658421266382, 1.6662958802889174, 1.1369484450392484, 0.21173901497362901, 0.7170076902441768, 2.480652246560987, 2.707719832656441, 2.300066320948752, 2.7002317009227084, 2.9906991248606882, 1.2338929451205136, 0.5826507151722685, 0.0]","[0.0, 2.792827774302515, 3.1591165253421347, 2.3465204509133364, 0.3291600000000011, 0.9406467215729994, 3.7406607251542, 3.9154701695936622, 3.3295679928854014, 3.7369916667070218, 3.8864358617915555, 1.8111945880107876, 0.9785485300482868, 0.0]","[0.0, 0.9161619321758777, 1.4928206450532198, 1.209572005874091, 0.11742098502637213, 0.22363903132882268, 1.2599391452598774, 1.207750336937222, 1.0295016719366508, 1.0367599657843152, 0.8956847369308658, 0.577301642890276, 0.39589781487601794, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.933333333333333e-05, 0.0, 0.0, 0.0, 5.2e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
60000,"[0.0, 1.6797105165234485, 1.6871819291336965, 1.1318612144331985, 0.15245655885387357, 0.6882746747423706, 2.603275129470533, 2.690952815029832, 2.331419955352073, 2.74340741296517, 2.9710825123234126, 1.1004015404562766, 0.5971741245014861, 0.0]","[0.0, 2.521107135590196, 3.1925855871052042, 2.373917038775752, 0.24492000000000114, 0.9005028798798823, 3.9028217752030603, 3.8695089956085846, 3.418431039168172, 3.8041432839580365, 3.84427853634772, 1.6359368531647234, 1.0187412975883325, 0.0]","[0.0, 0.8413966190667483, 1.505403657971508, 1.242055824342555, 0.09246344114612755, 0.21222820513751164, 1.299511979065864, 1.1785561805787548, 1.0870110838160976, 1.0607358709928665, 0.8731786906909741, 0.5355353127084483, 0.42156717308684644, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.466666666666691e-05, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
70000,"[0.0, 1.9246517621395696, 1.6382087398236171, 1.2024533189117572, 0.2142716446212548, 0.6276479220323775, 2.6652753103046574, 2.593348823301538, 2.307494711924723, 2.8538959180629617, 2.9340836834074997, 1.292508102386822, 0.5452149587319811, 0.0]","[0.0, 2.9126301141416375, 3.103558932790343, 2.475939262092499, 0.3333200000000004, 0.821553356713374, 4.0198558899601675, 3.7648930789906547, 3.340706814594464, 3.939670913229721, 3.8004449541387646, 1.9043308663276624, 0.9074508832413937, 0.0]","[0.0, 0.9879783520020656, 1.4653501929667268, 1.273485943180744, 0.11904835537874559, 0.1939054346809967, 1.3545459129888455, 1.1715442556891191, 1.0332121026697432, 1.0857749951667608, 0.8663092707312657, 0.611822763940841, 0.36223592450941255, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.466666666666691e-05, 0.0, 0.0, 0.0, 5.2e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
80000,"[0.0, 1.9557926229076206, 1.6971442671069366, 1.258023486614583, 0.1435620519966085, 0.7213241728727058, 2.5629891889881646, 2.7072314037999954, 2.3462789257725256, 2.902182365297345, 3.0701178166611536, 1.1929588061239267, 0.5802328510174193, 0.0]","[0.0, 2.9309637696894657, 3.23386940610213, 2.5629274820711396, 0.22567999999999966, 0.9288135674406786, 3.85275312539081, 3.9181030340875203, 3.4243767175763207, 4.004056372616235, 3.9763473096473687, 1.7906320938464022, 0.9786902632214257, 0.0]","[0.0, 0.9751711467818458, 1.5367251389951946, 1.3048866621232271, 0.08211794800339117, 0.20748939456797286, 1.2897639364026443, 1.2108716302875242, 1.078097791803794, 1.101874007318893, 0.9061774929862147, 0.5976732877224773, 0.3984574122040066, 0.0]","[0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.2e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
90000,"[0.0, 1.8220952067031104, 1.6286896682478829, 1.2347432452198428, 0.1299378337298046, 0.712990386802671, 2.5032409625385292, 2.640470685898142, 2.3249140148859047, 2.9083997782583593, 3.036053321676775, 1.3092612127513819, 0.6188641117044053, 0.0]","[0.0, 2.722060345328115, 3.1117116284942656, 2.4960754835697303, 0.2069599999999996, 0.9272323798311588, 3.754642691371493, 3.819513349339423, 3.3735718255821596, 4.022320793867748, 3.9279670113856144, 1.9318113062958564, 1.066987919548903, 0.0]","[0.0, 0.899965138625001, 1.4830219602463846, 1.2613322383498884, 0.07702216627019497, 0.21424199302848754, 1.251401728832965, 1.179042663441283, 1.048657810696255, 1.1139210156093886, 0.8918616897088398, 0.6225500935444762, 0.44812380784449823, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.2e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
100000,"[0.0, 1.807254715511444, 1.7543162874519718, 1.20772418102127, 0.1878596397039506, 0.7531072034591222, 2.525731337738151, 2.5736557006000087, 2.3162101404994306, 2.7578606654287827, 3.1330763392182495, 1.2637216173112782, 0.7128003482156756, 0.0]","[0.0, 2.6941149365722104, 3.2949788551582078, 2.474930162453656, 0.2948400000000001, 0.9870108832413933, 3.7993097412480683, 3.6918428668842527, 3.383316106939979, 3.8170933196065944, 4.0572578571355296, 1.8653095552019798, 1.1989292733313688, 0.0]","[0.0, 0.8868602210607666, 1.5406625677062378, 1.2672059814323884, 0.1069803602960495, 0.23390367978227075, 1.2735784035099187, 1.1181871662842457, 1.0671059664405487, 1.0592326541778143, 0.9241468512506134, 0.6015879378907032, 0.4861289251156935, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
