,reward,profit,carbon_cost,excess_charge,max_profit
10000,"[0.0, 1.8265876371999326, 1.6511503352978136, 1.092289139082882, 0.20760887270250333, 0.7124499628487684, 2.6636119233305457, 2.5318703644951124, 2.3195300124400267, 2.654956225057334, 2.945404060104882, 1.2742891361173552, 0.5982123305321216, 0.0]","[0.0, 2.7038278730253857, 3.0589874750341135, 2.282958364220355, 0.32604000000000033, 0.9286613267235554, 3.9905956396855697, 3.688984236895417, 3.377813541435562, 3.6661082585417644, 3.8267893334069085, 1.883214558073405, 1.009154297881844, 0.0]","[0.0, 0.8772402358254565, 1.4078371397363052, 1.1906692251374744, 0.11843112729749695, 0.21621136387478707, 1.326983716355028, 1.1571138724003063, 1.058283528995536, 1.0111520334844326, 0.881367939968693, 0.6089254219560508, 0.4109419673497223, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.926429634603361e-19, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
20000,"[0.0, 1.8451850862605772, 1.7160236597718097, 1.1789646291687659, 0.15390918640751935, 0.7399043517488257, 2.6489816470308556, 2.5390088859139337, 2.268369244270322, 2.690392832413073, 2.9295982269681375, 1.2640300394431552, 0.5965239362867697, 0.0]","[0.0, 2.7477824394286925, 3.1530218673138273, 2.4070756936025206, 0.2464799999999997, 0.9613532928277335, 3.998795748562647, 3.6777105454894903, 3.303724947068174, 3.707258308663411, 3.808043411842548, 1.853600281290912, 1.0112723568356663, 0.0]","[0.0, 0.9025973531681166, 1.4369982075420218, 1.2281110644337578, 0.09257081359248029, 0.22144894107890767, 1.3497621015317915, 1.1387016595755597, 1.0353557027978544, 1.0168654762503426, 0.8784278515410779, 0.5895702418477587, 0.41474842054889666, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.200000000000024e-05, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
30000,"[0.0, 1.8092147330436523, 1.623580380086199, 1.138233463171641, 0.2171422273856839, 0.7996332707064436, 2.5372743051590505, 2.494353865124806, 2.2239227145832543, 2.6715273127310697, 3.06964848421631, 1.253876893358694, 0.5596102411162113, 0.0]","[0.0, 2.7053184722925234, 3.0758759193998224, 2.361545631457932, 0.34631999999999996, 1.0457443419558017, 3.816940776455861, 3.623725708459906, 3.2427168302375464, 3.695034425675314, 3.985017520937154, 1.828978192180568, 0.942301335019258, 0.0]","[0.0, 0.8961037392488724, 1.452295539313626, 1.2233121682862962, 0.12917777261431593, 0.24611107124935827, 1.279666471296812, 1.129371843335102, 1.0187941156542955, 1.023507112944246, 0.9153690367208438, 0.5751012988218767, 0.3826910939030465, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4632148173016805e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
40000,"[0.0, 1.7461562933155803, 1.6039472060080757, 1.072870996612957, 0.15638455668888318, 0.7211991096794044, 2.636153909155243, 2.5983295928821555, 2.1423625692408983, 2.5666564217067753, 2.9680145194250596, 1.278296947674061, 0.6254848706397489, 0.0]","[0.0, 2.59921861290903, 3.065109205248112, 2.252762739194406, 0.24855999999999967, 0.9372417435665015, 3.9730438811779547, 3.796575343245332, 3.1310870586899187, 3.5417952977503475, 3.8580222692730732, 1.8873947780456835, 1.0372004057303466, 0.0]","[0.0, 0.8530623195934499, 1.4611619992400402, 1.1798917425814497, 0.09217544331111645, 0.21604263388709685, 1.33688997202271, 1.198245750363179, 0.9887244894490217, 0.9751388760435765, 0.890007749848013, 0.609097830371624, 0.41171553509059766, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
50000,"[0.0, 1.9238337365547757, 1.6589897061704733, 1.1326032326892728, 0.19211621026979317, 0.7760142033746972, 2.387341652387376, 2.5266659692511015, 2.222149458257589, 2.5080667022249115, 2.995005400909708, 1.2922942065942948, 0.6038688704568892, 0.0]","[0.0, 2.8731238660977834, 3.192592980670066, 2.3642638168183043, 0.3036799999999994, 1.0176604760918513, 3.607167220551127, 3.661257211652472, 3.2566073039691332, 3.458347454908287, 3.8813929970829153, 1.9224563360711624, 1.0402500724227133, 0.0]","[0.0, 0.9492901295430115, 1.533603274499596, 1.2316605841290358, 0.11156378973020623, 0.2416462727171544, 1.2198082348304222, 1.1345912424013733, 1.0344578457115445, 0.9502807526833789, 0.8863702628398745, 0.6301621294768709, 0.436381201965824, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
60000,"[0.0, 1.8552106766309053, 1.6621489348157135, 1.177339865103918, 0.17707738381412313, 0.7334406604126911, 2.616147911503706, 2.6051487719825204, 2.248891214700385, 2.533382026452577, 2.9603465170658407, 1.2255834869233544, 0.6173419717038287, 0.0]","[0.0, 2.7698415204020375, 3.154495954776795, 2.43695572258487, 0.27715999999999885, 0.9639133307576545, 3.930486755911252, 3.7706323585781156, 3.2736375259605928, 3.4941987812897777, 3.8265140276796235, 1.8405084457273437, 1.0632239167261988, 0.0]","[0.0, 0.9146308437711345, 1.492347019961084, 1.2596158574809537, 0.10008261618587572, 0.23047267034496327, 1.3143388444075466, 1.1654835865955981, 1.0247463112602075, 0.9608167548372045, 0.8661675106137858, 0.6149249588039898, 0.4458819450223704, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
70000,"[0.0, 1.866448700344665, 1.664547088685228, 1.1458630597439567, 0.2050034653687576, 0.7733615231964541, 2.4846302673870295, 2.5434708838591806, 2.232522671278158, 2.5726410008664935, 2.9110608619219103, 1.2933710911564082, 0.6159183422803856, 0.0]","[0.0, 2.781380633741575, 3.1200991820232327, 2.3934452346269968, 0.32343999999999995, 1.0069752279748667, 3.7556873598774, 3.6846063553687385, 3.255708166894744, 3.564173554161965, 3.7781186029247147, 1.9239274897657663, 1.051270859201242, 0.0]","[0.0, 0.914931933396912, 1.4555520933380102, 1.2475821748830422, 0.11843653463124235, 0.23361370477841256, 1.2709877591570409, 1.141135471509559, 1.0231854956165871, 0.9915325532954734, 0.8670577410028022, 0.6305563986093595, 0.43535251692085636, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.933333333333357e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
80000,"[0.0, 1.868578437280028, 1.6417367957548508, 1.159836044768441, 0.16478481177589654, 0.7093481461398377, 2.4471053557089393, 2.597250640690171, 2.2587240981817964, 2.596006007464804, 2.975478238501075, 1.2466793616430998, 0.6138427856870077, 0.0]","[0.0, 2.776439795928706, 3.0545042348239595, 2.3765151539249847, 0.26363999999999954, 0.9258029407124951, 3.6781178049438923, 3.7512488291358106, 3.3351524813922326, 3.5972132120523064, 3.8624828213792908, 1.8405933898610325, 1.0283705651013733, 0.0]","[0.0, 0.9078613586486806, 1.4127674390691116, 1.2166791091565452, 0.09885518822410294, 0.21645479457265707, 1.2309951159016232, 1.1539981884456387, 1.07642838321044, 1.0012072045875018, 0.8869525828782138, 0.5939140282179343, 0.4145277794143656, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 5.2e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
90000,"[0.0, 1.8314573574123383, 1.7182404462705505, 1.134442746867824, 0.17446537207272514, 0.7341806229723079, 2.607018258086255, 2.5748046199011725, 2.352396825069553, 2.6142849564169155, 3.0374432422813546, 1.2357197912468283, 0.6535694723145046, 0.0]","[0.0, 2.722267422546248, 3.187510580589306, 2.3552405942210597, 0.27976000000000056, 0.9493539999937289, 3.930697999215882, 3.752064438654518, 3.4333165533316112, 3.605454240883125, 3.945701627771905, 1.8333049838421993, 1.1057920938464014, 0.0]","[0.0, 0.8908100651339127, 1.4692701343187569, 1.2207978473532377, 0.10529462792727545, 0.21517337702142117, 1.323679741129629, 1.1772598187533456, 1.0809197282620606, 0.9911692844662107, 0.908241052157218, 0.5975851925953733, 0.4522226215318971, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
100000,"[0.0, 1.9346656062795455, 1.647481548490108, 1.211942013113222, 0.18301762047989173, 0.8049325798671337, 2.5961261549919756, 2.5411095157466272, 2.2729770930304425, 2.575749804879084, 2.9563647063413256, 1.1820030935201804, 0.631409040545707, 0.0]","[0.0, 2.8748679849618957, 3.089393495771761, 2.496585453392572, 0.2922399999999997, 1.0512232788186924, 3.917825198922607, 3.6948804088426797, 3.326656278213981, 3.5644055328062274, 3.8384917743989324, 1.7608055615563596, 1.04225438624074, 0.0]","[0.0, 0.9402023786823532, 1.4419119472816542, 1.2846434402793512, 0.10922237952010794, 0.24629069895155922, 1.3216817105972976, 1.1537708930960537, 1.0536791851835399, 0.9886557279271478, 0.8821097347242757, 0.5788024680361813, 0.4108453456950331, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.733333333333358e-05, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
