,reward,profit,carbon_cost,excess_charge,max_profit
10000,"[0.0, 1.714264723052247, 1.6873074719050556, 1.1527160298020416, 0.19960742865453696, 0.7451323336968926, 2.5862081157247276, 2.5555299603758446, 2.311841211446272, 2.773717064336323, 3.013666119263951, 1.2803040936136638, 0.5768313322251881, 0.0]","[0.0, 2.5760160862701786, 3.1289249775668657, 2.358627032780898, 0.3187600000000006, 0.9764163896775312, 3.885536605939894, 3.7001760883368533, 3.3584661355560197, 3.853457516662825, 3.8946396785595976, 1.904616753676771, 0.9925457530601715, 0.0]","[0.0, 0.8617513632179327, 1.4416175056618106, 1.205911002978859, 0.11915257134546359, 0.23128405598063848, 1.2992938235485005, 1.1446461279610074, 1.0466249241097474, 1.079740452326504, 0.8809735592956459, 0.6243126600631076, 0.41571442083498317, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
20000,"[0.0, 1.8645681070812998, 1.8029161822198512, 1.1294880016654494, 0.16458206117810553, 0.713240659056477, 2.5000775935303414, 2.748413623446359, 2.3911582887348457, 2.8345869784883773, 2.872394299216198, 1.2672913693019223, 0.6183338038691587, 0.0]","[0.0, 2.8154980945343744, 3.384765909100722, 2.36731676560943, 0.25480000000000025, 0.9372671735806399, 3.766399400966829, 4.001445184897015, 3.468666625965575, 3.9152563212053497, 3.723475156393892, 1.88938000671934, 1.042606448852351, 0.0]","[0.0, 0.9509299874530727, 1.581849726880872, 1.2378287639439811, 0.09021793882189472, 0.224026514524163, 1.2662871407698202, 1.253031561450659, 1.0775083372307306, 1.0806693427169725, 0.8510461905110274, 0.6220886374174194, 0.4242726449831924, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
30000,"[0.0, 1.7877165513818811, 1.6582276893798404, 1.1908064280832935, 0.19615222102781132, 0.7448184124230146, 2.481129798719819, 2.5867511769075207, 2.3091700749595305, 2.6041187424456327, 2.7232971078230612, 1.2732107714645182, 0.5471848849512366, 0.0]","[0.0, 2.6885224279282354, 3.1469833907831832, 2.4327578953050497, 0.30576000000000103, 0.9693225925443139, 3.753333070356999, 3.773927079313273, 3.3471654368165025, 3.592908396845863, 3.518060680211978, 1.887836990157254, 0.9108684257402049, 0.0]","[0.0, 0.9008058765463537, 1.488755701403344, 1.2419514672217573, 0.10960777897218961, 0.22450418012129963, 1.272185938303848, 1.1871759024057522, 1.0379953618569724, 0.9887896544002311, 0.794746239055584, 0.6146262186927378, 0.36368354078896836, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
40000,"[0.0, 1.7361355071563023, 1.7190662555746035, 1.1379589774683725, 0.2461634166672288, 0.6447139657490162, 2.5239004221517303, 2.7636348912860886, 2.276923114402946, 2.4844645564457997, 2.8322433551405934, 1.2911226332162762, 0.5833196711268559, 0.0]","[0.0, 2.569505717237409, 3.2236684254373547, 2.3617697382475495, 0.38168000000000146, 0.8261943438558006, 3.7965834901419124, 4.036668957767504, 3.319742395979191, 3.425267340311916, 3.6720443571105275, 1.9453200000000017, 0.9915613596323412, 0.0]","[0.0, 0.8333702100811068, 1.5046021698627552, 1.223810760779179, 0.13551658333277267, 0.18148037810678425, 1.2726310679901818, 1.2730340664814181, 1.0428192815762463, 0.9408027838661186, 0.8397490019699347, 0.6541973667837251, 0.40824168850548515, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.2e-05, 0.0, 0.0, 0.0, 5.2e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
50000,"[0.0, 1.7907727010644554, 1.5773082529304105, 1.0063163009285863, 0.2078765700021918, 0.7805067318812937, 2.5429331085396316, 2.725544617343033, 2.4068180867464712, 2.580047531561898, 2.763600512539142, 1.4041378455358169, 0.526502743583851, 0.0]","[0.0, 2.6945915553149113, 2.901276951071814, 2.156738699214455, 0.3172000000000007, 1.0426753228548837, 3.885278186536667, 3.9687750208580743, 3.5051778080857994, 3.5636979374438362, 3.573422723900335, 2.0847910368557034, 0.8753558719829091, 0.0]","[0.0, 0.9038188542504539, 1.3239686981414023, 1.1504050649525364, 0.10932342999780888, 0.26216859097359013, 1.3423104113303688, 1.243230403515042, 1.0983597213393288, 0.98365040588194, 0.8098222113611946, 0.6806531913198893, 0.3488531283990581, 0.0]","[0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
60000,"[0.0, 1.72105902161399, 1.64261296512974, 1.069627635354853, 0.18528790198531, 0.7885121155107186, 2.455641582379246, 2.8434983200609456, 2.404165179433142, 2.6409168474002804, 2.60762281437981, 1.3805704826248202, 0.5390735515522583, 0.0]","[0.0, 2.54552279257097, 3.079999271011876, 2.278907042628017, 0.2854800000000014, 1.0377571449436034, 3.7383116711701616, 4.146465145324068, 3.5012570496511866, 3.6424060710181747, 3.379434266369628, 2.0445736233988034, 0.8884525573285473, 0.0]","[0.0, 0.8244637709569804, 1.4373863058821377, 1.2092794072731652, 0.10019209801469131, 0.24924502943288485, 1.2826527554575826, 1.3029668252631228, 1.0970918702180434, 1.0014892236178934, 0.7718114519898193, 0.6640031407739834, 0.34937900577628905, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
70000,"[0.0, 1.7704140715534586, 1.6910671740050673, 1.0493207062142569, 0.22088647676631565, 0.7564556535875749, 2.4665761630531824, 2.7034344446638965, 2.300926179297554, 2.6670023780342613, 2.725787827673743, 1.2775704241801438, 0.6024173960065373, 0.0]","[0.0, 2.668090648825168, 3.1715650048618707, 2.1932046790628905, 0.34632000000000096, 0.9991817141689875, 3.7686836769934473, 3.9530936940794956, 3.3474406968699078, 3.660058300168898, 3.529443067892728, 1.925040000000003, 0.9934288115645803, 0.0]","[0.0, 0.8976765772717071, 1.480497830856803, 1.1438839728486356, 0.1254335232336853, 0.24272606058141266, 1.3020901806069314, 1.2496592494155985, 1.0465145175723534, 0.9930559221346381, 0.803585906885653, 0.6474695758198606, 0.3910114155580429, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 6.933333333333333e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
80000,"[0.0, 1.8307538674541972, 1.6185959085148283, 1.0159720206484297, 0.22611823561495245, 0.7610120892376239, 2.4400823071849027, 2.7838842007757183, 2.3930165339917817, 2.694154067998439, 2.7713996161842887, 1.3700100384524547, 0.5871002193776079, 0.0]","[0.0, 2.750533113709965, 3.053761055558219, 2.1071524153567496, 0.34528000000000114, 1.0097550410349552, 3.708319506378918, 4.0749308422907236, 3.4749720854293775, 3.722485960604048, 3.5886994914029766, 2.043469311696689, 1.01266162003853, 0.0]","[0.0, 0.919779246255767, 1.4351651470433908, 1.0911803947083198, 0.11916176438504869, 0.24874295179733122, 1.2682371991940151, 1.2910466415150057, 1.0819555514375934, 1.028331892605611, 0.8172305418853555, 0.6734592732442352, 0.42556140066092196, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.933333333333333e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
90000,"[0.0, 1.7914823529301602, 1.5007089600551853, 0.9496928503154243, 0.2425011951802881, 0.7512567517507286, 2.4497902447859654, 2.6976854483547315, 2.344602668272208, 2.6039160878609833, 2.8212164830524844, 1.270859798457264, 0.5860006560200759, 0.0]","[0.0, 2.6813920264984743, 2.8391806430224116, 2.0890671687941733, 0.3712800000000013, 0.9878453331435691, 3.7149743327285605, 3.912902672386027, 3.4472106943541125, 3.582858551201409, 3.655930886015675, 1.8878608410354327, 0.9426750410349527, 0.0]","[0.0, 0.8899096735683133, 1.338471682967228, 1.139374318478751, 0.1287788048197131, 0.23658858139284028, 1.2651667546092606, 1.215217224031297, 1.1026080260819047, 0.9789424633404268, 0.8346624029631908, 0.6170010425781693, 0.35667438501487675, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 5.2e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
100000,"[0.0, 1.7096105950971705, 1.5832945775277967, 1.0672623913235506, 0.21037122782439224, 0.715872076639602, 2.636719247270449, 2.758036413800018, 2.3210556466134826, 2.690295600849196, 2.7288876728234084, 1.3234898765619343, 0.6399712049020362, 0.0]","[0.0, 2.5646122269422627, 2.9103121291603595, 2.2366941035719847, 0.3229200000000009, 0.946931519819166, 4.0006616319969455, 4.0242265468647345, 3.409136952691973, 3.7183985972383016, 3.5524593557047623, 1.9879600000000006, 1.0985018307085757, 0.0]","[0.0, 0.8550016318450925, 1.3270175516325633, 1.1694317122484348, 0.11254877217560866, 0.2310594431795639, 1.3639077180598282, 1.266190133064717, 1.0880813060784877, 1.0281029963891066, 0.8234850162146876, 0.664470123438067, 0.4585306258065393, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0, 8.666666666666667e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
110000,"[0.0, 1.6717479411253204, 1.5723530009806987, 0.9979617837140744, 0.2037454025842965, 0.7509883847843594, 2.493372194477937, 2.8012303223729353, 2.301483863228036, 2.8129939899819045, 2.838115762697844, 1.2541566328659681, 0.5586734933369026, 0.0]","[0.0, 2.4945019977835474, 2.9512855010753665, 2.131353515638475, 0.3120000000000003, 0.987311972775684, 3.787254860086784, 4.061950065460656, 3.3784004347297643, 3.8944272528014885, 3.6914945418717346, 1.8789680416463965, 0.9003914738264329, 0.0]","[0.0, 0.8227540566582275, 1.3789325000946677, 1.1333917319244025, 0.10825459741570381, 0.23632358799132444, 1.2938826656088462, 1.2607197430877188, 1.0769165715017242, 1.081433262819587, 0.8533787791738933, 0.6248114087804285, 0.34171798048953, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
120000,"[0.0, 1.836046023151902, 1.5015523108348416, 1.0452191810671845, 0.20636926875918782, 0.7068953638701339, 2.5542746294119527, 2.640986298067918, 2.27795205412824, 2.7638681688219395, 2.8347138289275615, 1.3082726658103454, 0.6373553016569933, 0.0]","[0.0, 2.7419223889356457, 2.8825116592582662, 2.164149456872097, 0.3198000000000001, 0.942048545302585, 3.891909151022438, 3.8284783261684754, 3.336059153573376, 3.820788842429308, 3.673437933019249, 1.954540033201248, 1.0561489111973676, 0.0]","[0.0, 0.9058763657837441, 1.3809593484234248, 1.1189302758049153, 0.11343073124081224, 0.23515318143245106, 1.3376345216104852, 1.187492028100556, 1.058107099445135, 1.0569206736073715, 0.8387241040916853, 0.6462673673909038, 0.41879360954037387, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
130000,"[0.0, 1.9602360109455756, 1.6336472723321243, 1.038008976074082, 0.22092993428974583, 0.7816011914778374, 2.5984721610973636, 2.7839486134997755, 2.3512569865670057, 2.661014472033626, 2.7725259260355544, 1.4455353334513052, 0.5950298226948464, 0.0]","[0.0, 2.9537319828121307, 3.0236078157334725, 2.1847890327576183, 0.34320000000000117, 1.032855494326646, 3.951771763970665, 4.053991890103318, 3.401802795287474, 3.6746175313691927, 3.600433432905316, 2.151914623117734, 1.0013932574302267, 0.0]","[0.0, 0.9934959718665545, 1.389960543401346, 1.1467800566835376, 0.12227006571025535, 0.25125430284880845, 1.3532822695399684, 1.2700432766035465, 1.050545808720466, 1.013603059335569, 0.8278728402030928, 0.7063792896664282, 0.4063634347353802, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
140000,"[0.0, 1.763473125175403, 1.6067075023217903, 1.0334680823844726, 0.15269288762954605, 0.7355921452394423, 2.5710540982264862, 2.7733749823017044, 2.3870030579521018, 2.7096259645677767, 2.792941107321853, 1.328704404117471, 0.5612677246840334, 0.0]","[0.0, 2.6215789973777, 3.003938408573205, 2.1847992333551263, 0.2366000000000006, 0.9652031913417082, 3.891594880948095, 4.048005309936191, 3.4954049770955655, 3.74132624676546, 3.6178501857297074, 1.9749600000000043, 0.9665591959555015, 0.0]","[0.0, 0.8581058722022965, 1.3972309062514154, 1.151331150970656, 0.08390711237045448, 0.2296110461022659, 1.3205234493882763, 1.2746303276344844, 1.1084019191434602, 1.0317002821976842, 0.8249090784078558, 0.6462555958825328, 0.4052914712714679, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
150000,"[0.0, 1.708416701546712, 1.6763541433271527, 1.0186498196916427, 0.23404504032607884, 0.6936357908655598, 2.6872352488027427, 2.7142228161759285, 2.2213161558407464, 2.6123322120573, 2.8037849507766404, 1.291712794795353, 0.5377116668982971, 0.0]","[0.0, 2.5587789204888125, 3.069665195918094, 2.1721038589089767, 0.3645200000000016, 0.9198489617835255, 4.0809169978743, 3.9235924018051977, 3.2469940504965797, 3.6015542384618673, 3.633521195875178, 1.9161400601516805, 0.9396557567638644, 0.0]","[0.0, 0.8503622189421001, 1.3933110525909411, 1.153454039217335, 0.13047495967392275, 0.2262131709179656, 1.3936817490715547, 1.2093695856292672, 1.0256778946558336, 0.9892220264045671, 0.8296842450985378, 0.6244272653563279, 0.40194408986556707, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.2e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
160000,"[0.0, 1.6932530403098827, 1.611357707273472, 1.0411230303120773, 0.17406789089755195, 0.776340839677261, 2.4866077555569035, 2.712507979923448, 2.3797736088866697, 2.7851188508756564, 2.7373835079063316, 1.420763371208567, 0.5223718800224045, 0.0]","[0.0, 2.529539905325236, 2.9682030706914917, 2.197044915328455, 0.2756000000000006, 1.034882194027296, 3.768594048421797, 3.9230412700939397, 3.438261609362837, 3.844930818677051, 3.541206942667608, 2.1354028655243256, 0.9114196391797657, 0.0]","[0.0, 0.836286865015353, 1.3568453634180193, 1.1559218850163784, 0.10153210910244866, 0.25854135435003495, 1.281986292864893, 1.2105332901704924, 1.0584880004761674, 1.0598119678013973, 0.8038061014279433, 0.7146394943157584, 0.3890477591573613, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
170000,"[0.0, 1.911385691665836, 1.5794544653824263, 0.977220390739114, 0.2011018169511057, 0.7494062395292027, 2.384878333187225, 2.7223416370437796, 2.323086091143291, 2.7389511378837907, 2.646776969645753, 1.4007881104164295, 0.5444395096305458, 0.0]","[0.0, 2.892273306247211, 2.961744722942753, 2.0682790438217946, 0.312520000000001, 1.003358804673095, 3.616908278455852, 3.973933936940932, 3.3815204386781375, 3.7846283067966953, 3.429504021079066, 2.100840588232151, 0.9286614317181651, 0.0]","[0.0, 0.9808876145813731, 1.3822902575603264, 1.0910586530826822, 0.11141818304889528, 0.2539525651438919, 1.2320299452686236, 1.2515922998971531, 1.0584343475348472, 1.0456771689129054, 0.7827097180999791, 0.7000524778157207, 0.3842219220876194, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
180000,"[0.0, 1.67302638668221, 1.6746139373601594, 1.1348988876796797, 0.21927309641585283, 0.7924606723318135, 2.4059522950091132, 2.74269709878888, 2.2996471384813573, 2.748889544296763, 2.633652310858033, 1.2937518773621262, 0.546122619784526, 0.0]","[0.0, 2.5251382905524524, 3.1510836698351863, 2.349315782640639, 0.3286400000000014, 1.0630958667752444, 3.660553431290504, 3.975562118194354, 3.397103992770068, 3.7723158304249407, 3.413579300366645, 1.9424148862368922, 0.9179975965837341, 0.0]","[0.0, 0.8521119038702414, 1.476469732475028, 1.2144168949609608, 0.10936690358414848, 0.27063519444343026, 1.25460113628139, 1.232865019405471, 1.0974568542887126, 1.023426286128177, 0.7799269895086112, 0.6486630088747671, 0.3718749767992081, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
