,reward,profit,carbon_cost,excess_charge,max_profit
10000,"[0.0, 1.8215102766493003, 1.7070963623817972, 1.1389096808662165, 0.1605226367577572, 0.7610027524306099, 2.6907553937907736, 2.5516304872836337, 2.2122041458679282, 2.7122884721962253, 3.0532518545345355, 1.2052491099945524, 0.6199252998645537, 0.0]","[0.0, 2.7055220628575922, 3.191560549228101, 2.3738100458779225, 0.25792000000000004, 0.9789931502979365, 4.069076954808625, 3.7026679817688435, 3.206859657183812, 3.7543911417249087, 3.9494576931362784, 1.7838435627786402, 1.0415160723103956, 0.0]","[0.0, 0.884011786208294, 1.4844641868463064, 1.2349003650117074, 0.0973973632422428, 0.21799039786732693, 1.378304227684516, 1.1510374944852104, 0.9946555113158824, 1.0421026695286866, 0.8961885052684111, 0.5785944527840888, 0.421590772445842, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
20000,"[0.0, 1.8975112080016874, 1.71454599331745, 1.1749832458721003, 0.19415445239955098, 0.7394839626372921, 2.5659405673343003, 2.5760459072086563, 2.2936189544549617, 2.7433283067670495, 3.0277918694675257, 1.2492691153922482, 0.6427480536005233, 0.0]","[0.0, 2.8345932573756483, 3.2409690365832304, 2.3867512680060368, 0.2969200000000001, 0.9596584297572162, 3.842146156635207, 3.739831317022769, 3.343365266581964, 3.7872398875437954, 3.9170707845171298, 1.8531677865144776, 1.0820939090404365, 0.0]","[0.0, 0.9370820493739594, 1.5264230432657813, 1.2117680221339395, 0.1027655476004491, 0.22017446711992408, 1.276170922634241, 1.163785409814113, 1.0497463121269988, 1.0439115807767452, 0.889226915049604, 0.6038986711222311, 0.4393458554399132, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0, 5.2e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
30000,"[0.0, 1.980328891058029, 1.734312003361898, 1.1495949554701168, 0.2142259867753279, 0.7653267542539322, 2.5534329803686173, 2.5821548431368475, 2.191006556353501, 2.656661245752033, 2.95567741926163, 1.3127258701018287, 0.6209741940946099, 0.0]","[0.0, 2.963746939653414, 3.1997142776820313, 2.388281306608648, 0.34008000000000005, 1.0016075585397137, 3.8693930073940823, 3.7313057674045123, 3.193694474756998, 3.690162942276159, 3.8312447123042177, 1.9400645556322147, 1.0924351926623064, 0.0]","[0.0, 0.983418048595386, 1.465402274320136, 1.2386690178052007, 0.1258540132246721, 0.23628080428578171, 1.315925360358803, 1.1491509242676654, 1.0026879184034967, 1.0335016965241282, 0.8755326263759212, 0.6273386855303876, 0.4714609985676967, 0.0]","[0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
40000,"[0.0, 1.7900156825195221, 1.6823714907617773, 1.099717329085893, 0.14742480434028674, 0.7428276634891496, 2.494265784894341, 2.694763940920948, 2.226961251765239, 2.651543062571876, 3.1233313064287325, 1.2195418470834969, 0.6481806353779443, 0.0]","[0.0, 2.6797937109940073, 3.1220355967958735, 2.307489020269355, 0.23036000000000034, 0.9653887048979469, 3.765374009627423, 3.8984418986144016, 3.2363033458665496, 3.6714974443918726, 4.041568441963978, 1.7987427960676996, 1.097600146444257, 0.0]","[0.0, 0.8897780284744862, 1.4396641060340996, 1.2077716911834637, 0.08293519565971356, 0.2225610414087971, 1.2710562247330823, 1.2036779576934558, 1.0093420941013123, 1.0199543818199994, 0.9182024688685787, 0.5792009489842032, 0.4494195110663127, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.2e-05, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
50000,"[0.0, 1.7861991202217613, 1.7171816269653963, 1.1956715141393675, 0.20416179262707035, 0.804754461217785, 2.5818124140760474, 2.6107097914862822, 2.138814424943179, 2.846879918986736, 3.0028728650159437, 1.1822455117017139, 0.5889720464055156, 0.0]","[0.0, 2.642148640259708, 3.2099939876091326, 2.45731467478434, 0.32188000000000105, 1.0472473034639724, 3.897633429941221, 3.795786320989387, 3.1105694345526294, 3.915415094366414, 3.8884213883997427, 1.733311259685554, 0.963942376601023, 0.0]","[0.0, 0.855949520037947, 1.4928123606437371, 1.2616431606449758, 0.1177182073729307, 0.2424928422461878, 1.3158036825318402, 1.1850765295031045, 0.9717550096094497, 1.0685351753796797, 0.8855311900504661, 0.551065747983841, 0.3749703301955072, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.733333333333358e-05, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
60000,"[0.0, 1.7707623500635445, 1.6740160363007048, 1.1553315917263869, 0.20171752154417108, 0.7366226149548237, 2.5664225412933286, 2.6634359382703954, 2.2256727124891285, 2.6985632023999884, 3.0097694899939818, 1.4070886407345282, 0.6142611326426862, 0.0]","[0.0, 2.6707469412962337, 3.1718616789694565, 2.405934758103684, 0.30836000000000074, 0.9617300189313037, 3.8555486482760317, 3.876799935246642, 3.265078760298227, 3.7392985481905123, 3.905182882747405, 2.0926884260147225, 1.0501722661123036, 0.0]","[0.0, 0.8999845912326893, 1.4978456426687514, 1.2506031663773003, 0.10664247845582961, 0.22510740397647985, 1.289074106982703, 1.213363996976247, 1.0394060478091003, 1.0407353457905248, 0.89539605942009, 0.685599785280194, 0.4359111334696175, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.2e-05, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
70000,"[0.0, 1.8603569241732514, 1.6231211275239872, 1.1340699726911954, 0.1640313849929384, 0.6957097358277836, 2.621472713960906, 2.671820708994936, 2.2608386953213624, 2.6366453854068013, 2.9799466174736686, 1.2502734538798825, 0.6081224975782421, 0.0]","[0.0, 2.7907979272865573, 3.036685814647893, 2.3194592671430945, 0.2542800000000005, 0.899863566054025, 3.962526985219788, 3.8620291802740727, 3.278805876056967, 3.6457707061046065, 3.8624432929912045, 1.868410675174517, 1.0137883399409318, 0.0]","[0.0, 0.9304410031133064, 1.413564687123906, 1.1853892944519016, 0.09024861500706208, 0.20415383022624142, 1.341036937925547, 1.190208471279136, 1.0179671807356048, 1.009125320697804, 0.8824273421842012, 0.6181372212946371, 0.40566584236268943, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 6.933333333333333e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
80000,"[0.0, 1.734812373350375, 1.712028331904019, 1.1284625163351572, 0.1471483604734366, 0.7693110385585504, 2.407176581471178, 2.783543271435488, 2.3253113788875632, 2.8328463279941998, 2.962235366211946, 1.258706139043132, 0.6742741058455957, 0.0]","[0.0, 2.5754026556793117, 3.238653655091612, 2.341619555050958, 0.23088000000000075, 1.007380578997309, 3.618215553155471, 4.031535029631993, 3.388303280915193, 3.9266977040029296, 3.826037192719959, 1.8590222431206, 1.1532426695495879, 0.0]","[0.0, 0.8405902823289372, 1.526625323187595, 1.2131570387158022, 0.08373163952656412, 0.23806954043875855, 1.2110043050176296, 1.2479917581965034, 1.0629919020276324, 1.0938513760087303, 0.8637671598413477, 0.6003161040774692, 0.47896856370399227, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
90000,"[0.0, 1.759241735898876, 1.6931738388737883, 1.11879859408851, 0.20668222215915955, 0.7150017267041213, 2.6765882084352364, 2.6617498961284385, 2.251188023803789, 2.8633179528236, 3.015139263920855, 1.3165281330708396, 0.6009819597566323, 0.0]","[0.0, 2.60164281243667, 3.208938228680628, 2.3243987490836693, 0.31876000000000126, 0.9297525048769304, 4.03788178890046, 3.8400081638685575, 3.290203073852279, 3.9476089364420193, 3.9045892347896736, 1.9425314681305554, 1.008062818301124, 0.0]","[0.0, 0.8424010765377941, 1.5157643898068427, 1.2056001549951616, 0.11207777784084173, 0.2147507781728094, 1.3612589137985596, 1.1782582677401203, 1.0390150500484898, 1.084290983618421, 0.8894326375354862, 0.6260033350597167, 0.4070808585444919, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
100000,"[0.0, 1.8706732324626167, 1.7667571164886815, 1.0891043563139444, 0.19435429185805064, 0.7489132783667323, 2.5074169740467913, 2.5803963910743906, 2.2589896275390737, 2.829006597200718, 2.872856165390044, 1.2989552590508378, 0.6059521747929137, 0.0]","[0.0, 2.775583968604853, 3.2640085719471057, 2.26114699237162, 0.31096000000000046, 0.975151259685556, 3.7851906179063146, 3.7260781585216027, 3.2428244625618636, 3.8999268109438407, 3.7282492284988766, 1.9246653289957578, 1.03236691246656, 0.0]","[0.0, 0.9049107361422368, 1.4972514554584242, 1.1720426360576794, 0.11660570814194982, 0.22623798131882394, 1.277721643859524, 1.14568176744721, 0.9838348350227893, 1.070920213743124, 0.8553410631088332, 0.6257100699449204, 0.42641473767364624, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.200000000000024e-05, 0.0, 0.0, 0.0, 5.2e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
