,reward,profit,carbon_cost,excess_charge,max_profit
110000,"[0.0, 1.802984570245077, 1.6733176239992391, 1.1633733302048568, 0.18843898421083607, 0.7335085810805104, 2.485428506544392, 2.433305149378456, 2.197498333857052, 2.768895123878816, 2.9325287997699965, 1.2717792504614618, 0.6279935700393138, 0.0]","[0.0, 2.708196556546161, 3.193370237557969, 2.417255750087743, 0.29691999999999974, 0.9556750410349523, 3.7577515172914326, 3.5350838637220425, 3.204144523202794, 3.831620006799901, 3.8014605930428695, 1.8812750410349512, 1.0671301051894366, 0.0]","[0.0, 0.905211986301087, 1.520052613558735, 1.2538824198828877, 0.1084810157891636, 0.22216645995444168, 1.2723230107470447, 1.1017787143435884, 1.0066461893457446, 1.0627248829210845, 0.8688797932728751, 0.6094957905734908, 0.43913653515012296, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4632148173016805e-19, 0.0, 0.0, 0.0, 5.2e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
120000,"[0.0, 1.8451232332518221, 1.6568117301960743, 1.2230759869024517, 0.24256332411232792, 0.7802848913561493, 2.4549929006103053, 2.6431322356311684, 2.288537850871368, 2.8395128307356883, 2.9861564245488452, 1.2390091447795162, 0.6344298184241899, 0.0]","[0.0, 2.7656969821542456, 3.0972004681078915, 2.515797556483124, 0.37543999999999955, 1.0176183096939129, 3.6967788356507953, 3.825044061322771, 3.3118560985229966, 3.9379407845037253, 3.8576911926531885, 1.8644003562811229, 1.0657458175762244, 0.0]","[0.0, 0.9205737489024255, 1.4403887379118194, 1.292721569580673, 0.13287667588767166, 0.2373334183377634, 1.2417859350404914, 1.1819118256916046, 1.0233182476516327, 1.0984279537680406, 0.8715174347710105, 0.6253912115016083, 0.4313159991520346, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
130000,"[0.0, 1.7244545886406912, 1.7065101936798677, 1.1555218477653126, 0.1828549606220541, 0.6954975204768765, 2.726593188949329, 2.707141812507074, 2.2116664346624515, 2.5726740875787613, 2.980200368092454, 1.1939581143794724, 0.5553914138246279, 0.0]","[0.0, 2.5676136077827643, 3.209762449078752, 2.397734343920056, 0.2797599999999999, 0.8999875909529852, 4.103968642013221, 3.9141762521000465, 3.2086857660306523, 3.55906315443527, 3.872600969407446, 1.765308876934803, 0.9211920938464017, 0.0]","[0.0, 0.8431590191420738, 1.5032522553988867, 1.2422124961547454, 0.09690503937794571, 0.2044900704761083, 1.377375453063894, 1.207034439592976, 0.9970193313682032, 0.9863890668565086, 0.8923832679816612, 0.5713507625553317, 0.36580068002177385, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
140000,"[0.0, 1.920469287103174, 1.6875489869889009, 1.1310127914036703, 0.19064035305320481, 0.6501778173436811, 2.578173710745344, 2.532407668136133, 2.176101665434946, 2.699903224576919, 2.9588652680491387, 1.2282434798298758, 0.5843650312189759, 0.0]","[0.0, 2.85360984290404, 3.168320667792051, 2.3564516949806227, 0.29847999999999963, 0.8403204094335223, 3.884578379652416, 3.6762055549891777, 3.1609747505736503, 3.730800191362474, 3.833300025126079, 1.8341257778320879, 1.003450498687485, 0.0]","[0.0, 0.933140555800869, 1.4807716808031535, 1.225438903576955, 0.1078396469467948, 0.1901425920898412, 1.3063700022404068, 1.1437978868530445, 0.984873085138705, 1.0308969667855585, 0.874417423743607, 0.6058822980022153, 0.4190854674685091, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
150000,"[0.0, 1.8044767640732926, 1.663088388616714, 1.129048274959248, 0.19630856284183956, 0.7473317857021832, 2.4482813479425944, 2.3725823860798685, 2.2547825318628325, 2.6625688557598965, 3.0272235464898887, 1.210446815299864, 0.589009660275578, 0.0]","[0.0, 2.706068950648507, 3.1425745187202176, 2.351672605724366, 0.30679999999999985, 0.9717173083172482, 3.6990106501790585, 3.4560995972735666, 3.2907763780253725, 3.6898678857717844, 3.9237112071167353, 1.8041272861771924, 1.009778123604346, 0.0]","[0.0, 0.9015921865752169, 1.4794861301035067, 1.2226243307651212, 0.11049143715816029, 0.22438552261506503, 1.2507119689031314, 1.0835172111936984, 1.03599384616254, 1.027299030011889, 0.8964356606268488, 0.5936804708773306, 0.42076846332876766, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 5.2e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
160000,"[0.0, 1.5815284724199603, 1.7870035155931387, 1.266224394326561, 0.17797243504281532, 0.7411339339992342, 2.0142613589191822, 1.763700401898804, 2.1254287909349756, 2.546479815064486, 2.7911219533203986, 1.401925823458931, 0.6676206137697542, 0.0]","[0.0, 2.3449288532738994, 3.3051512703317107, 2.607468415158375, 0.2854799999999994, 0.9618269478999248, 3.02998011727747, 2.5412942367723064, 3.14614840597826, 3.5386605520845045, 3.60834011642255, 2.0623957800613897, 1.1518507954674697, 0.0]","[0.0, 0.7634003808539395, 1.518147754738577, 1.3412440208318188, 0.10750756495718404, 0.2206930139006903, 1.0157187583582894, 0.7775938348735019, 1.0207196150432873, 0.9921807370200212, 0.8172008297688174, 0.6604699566024617, 0.4842301816977153, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
170000,"[0.0, 1.8342202044116958, 1.6087211076745382, 1.1832258175692347, 0.23134163586471498, 0.7571602042246811, 2.2212340506863253, 2.2212157151860548, 2.2398198376172322, 2.5743097219786737, 2.773627837791844, 1.360741550066438, 0.676400772423209, 0.0]","[0.0, 2.7100750783858754, 3.1069008442204944, 2.4561211346228324, 0.35932000000000053, 0.991920180575979, 3.33485344218749, 3.2168432395614155, 3.2698879601891, 3.549332563257732, 3.577669965905793, 2.007178309693912, 1.1329424621194573, 0.0]","[0.0, 0.8758548739741807, 1.4981797365459562, 1.2728953170536024, 0.12797836413528557, 0.23475997635129792, 1.1136193915011685, 0.9956275243753657, 1.0300681225718706, 0.9750228412790619, 0.8040421281139514, 0.6464367596274777, 0.4565416896962483, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4632148173016805e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
180000,"[0.0, 2.0213052056588996, 1.4902044120377451, 1.1434569935104841, 0.13702100653207205, 0.7335421414852243, 2.487695305386995, 2.506060929624821, 2.255182694692973, 2.540341703320516, 2.8284431429963943, 1.3203535167105478, 0.6549375514517021, 0.0]","[0.0, 2.974298994992417, 2.870063529803845, 2.418225525669541, 0.20331999999999972, 0.9541228306435375, 3.7326731318646083, 3.6124917767398976, 3.286454120854719, 3.4919880896869686, 3.6666427637669052, 1.951051736497504, 1.0917939948020856, 0.0]","[0.0, 0.9529937893335182, 1.3798591177661024, 1.2747685321590612, 0.06629899346792761, 0.22058068915831353, 1.2449431598109477, 1.1064308471150803, 1.0312714261617475, 0.9516463863664574, 0.8381996207705122, 0.6306982197869575, 0.4368564433503837, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.466666666666691e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
190000,"[0.0, 1.943684002909077, 1.5940705234132229, 1.1961573675690833, 0.1606489006717383, 0.7455626810334589, 2.3746084758931065, 2.464339840460044, 2.2255039679532125, 2.466010989846259, 2.8595103069445957, 1.5177960097945675, 0.6309500454448931, 0.0]","[0.0, 2.8845679907744097, 3.074454773706509, 2.47893021962629, 0.23556000000000077, 0.9701060810792269, 3.6073077323387985, 3.5392106728623807, 3.287088349534063, 3.383754497750907, 3.7145135284198645, 2.2652667580758417, 1.0294899139597504, 0.0]","[0.0, 0.9408839878653366, 1.4803842502932887, 1.282772852057211, 0.07491109932826241, 0.22454340004576814, 1.2326472564456927, 1.0748708324023397, 1.0615843815808497, 0.9177435079046522, 0.85500322147527, 0.7474707482812789, 0.3985398685148571, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.200000000000024e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
200000,"[0.0, 1.911345197373621, 1.5641187730372335, 1.126188866879321, 0.17076032088876494, 0.7348720187273934, 2.533585657965, 2.5136039308421103, 2.211191611221163, 2.6279766965555362, 3.009988882901874, 1.5496026558230147, 0.5534695140231353, 0.0]","[0.0, 2.8657518423200954, 2.900226112068878, 2.420101830913955, 0.2542800000000002, 0.9574275846195011, 3.8367671191353936, 3.612715198571612, 3.3104900103412374, 3.6094639079534554, 3.919040739893159, 2.2825919320351513, 0.8893328674610275, 0.0]","[0.0, 0.9544066449464745, 1.3361073390316467, 1.2939129640346363, 0.0835196791112352, 0.2225555658921076, 1.3031814611703951, 1.0991112677295063, 1.0992983991200758, 0.9814872113979187, 0.9090518569912845, 0.7329892762121383, 0.3358633534378921, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4632148173016805e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
210000,"[0.0, 1.9965149038084644, 1.4047157449149406, 1.1248404965340038, 0.05339439083937188, 0.7713654984769848, 2.6503805078103375, 2.7227450554368273, 2.2448307418814477, 2.662691570691934, 3.139399465668839, 1.454458595326606, 0.5446086951834506, 0.0]","[0.0, 2.9959340326268924, 2.602995122371275, 2.393053428847738, 0.08060000000000045, 1.0123385826754219, 4.014088050632526, 3.921867909178671, 3.4051588078072137, 3.6521691224521544, 4.110385852974312, 2.1256512065737843, 0.8978056213191512, 0.0]","[0.0, 0.9994191288184308, 1.1982793774563378, 1.2682129323137386, 0.02720560916062856, 0.24097308419843716, 1.3636728761555235, 1.1991228537418441, 1.1603280659257669, 0.9894775517602257, 0.9709863873054737, 0.6711926112471799, 0.3531969261357005, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
220000,"[0.0, 1.8797322369751541, 1.294703645502156, 1.062481250615314, 0.058422594063168964, 0.6986770452399413, 2.572387516888009, 2.546855053918995, 2.19237429046062, 2.4919168126194924, 3.0493426168245286, 1.2876933971658002, 0.5412829039723895, 0.0]","[0.0, 2.8093381742637398, 2.299882195376328, 2.1315550235170844, 0.09932000000000019, 0.9036196391797638, 3.8871196674424837, 3.688538613087466, 3.3414496744690942, 3.4192108803661343, 3.982224184783612, 1.8580168997986573, 0.864096030160003, 0.0]","[0.0, 0.9296059372885895, 1.0051785498741754, 1.069073772901774, 0.040897405936831215, 0.20494259393982234, 1.314680150554479, 1.1416835591684715, 1.1490753840084773, 0.9272940677466394, 0.9328815679590834, 0.5703235026328579, 0.32281312618761354, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.2e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
230000,"[0.0, 1.720570752212101, 1.1426227178630726, 1.0252200450673763, 0.063373657583476, 0.6800492941911679, 2.4953448564025025, 2.555684840921946, 2.14936477858058, 2.234350800317096, 3.100955091299479, 1.168850404342331, 0.4924513971179579, 0.0]","[0.0, 2.5501889893994014, 1.9666584319768075, 2.0889638443762655, 0.10764000000000039, 0.875253567440678, 3.779851814195725, 3.688273690637072, 3.2736552113482147, 3.0472295149916393, 4.085093969761151, 1.659731206573788, 0.8014091633381516, 0.0]","[0.0, 0.8296182371873027, 0.8240357141137361, 1.063743799308892, 0.04426634241652439, 0.19520427324950992, 1.2845069577932238, 1.132588849715128, 1.1242904327676377, 0.8128787146745444, 0.9841388784616717, 0.4908808022314574, 0.3089577662201938, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
240000,"[0.0, 1.6154050416627121, 1.0233454931684296, 0.8417572891445999, 0.05278286053551375, 0.7022294481930622, 2.5863099121471436, 2.23430215416308, 1.8134169558803297, 2.172229940776424, 3.1767778559209767, 1.2496395369569635, 0.4966868420735672, 0.0]","[0.0, 2.3892985826754187, 1.8300900715269015, 1.6377628986158053, 0.09359999999999968, 0.9023166645298193, 3.919335039909274, 3.19324112735956, 2.749781744723959, 2.986346585010913, 4.184710939910287, 1.7880069964338998, 0.7966084862114188, 0.0]","[0.0, 0.7738935410127077, 0.8067445783584722, 0.7960056094712059, 0.04081713946448591, 0.20008721633675702, 1.333007794428799, 0.95893897319648, 0.9363647888436305, 0.8141166442344892, 1.0079330839893128, 0.5383674594769371, 0.2999216441378516, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
