,reward,profit,carbon_cost,excess_charge,max_profit
10000,"[0.0, 1.7720184332272284, 1.6192088454802591, 1.1868863916449037, 0.17210628065296782, 0.666281513947296, 2.5932720675781633, 2.616121518118915, 2.306876012506268, 2.8256898506211647, 3.0986833993371885, 1.2203632306806156, 0.5985955145374877, 0.0]","[0.0, 2.65799821448898, 3.0451643613299164, 2.4259130856813576, 0.27092000000000027, 0.8603091195198778, 3.9111473795542775, 3.79047474463509, 3.348640675342132, 3.9005336033133267, 4.014974206972611, 1.8095318447406128, 1.000231473826431, 0.0]","[0.0, 0.8859797812617523, 1.4259555158496566, 1.2390266940364565, 0.09881371934703242, 0.19402760557258208, 1.3178579786427824, 1.1743532265161754, 1.0417646628358637, 1.0748437526921637, 0.9162561409687545, 0.5891686140599981, 0.40163595928894363, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
20000,"[0.0, 1.935915789470167, 1.6294387783247957, 1.1769224230590452, 0.21622982062772053, 0.7708152733617926, 2.548473160042807, 2.699635943675484, 2.335384182704505, 2.811117693347416, 3.0002941114895183, 1.1578568479100129, 0.627326103486149, 0.0]","[0.0, 2.8928347458502484, 3.0884215177330403, 2.4193825543650225, 0.3338400000000008, 1.0020151321549227, 3.8289576781303007, 3.9129302937361743, 3.3980504614735954, 3.8899783132832644, 3.8842868910718535, 1.7227272845933548, 1.0659853128476677, 0.0]","[0.0, 0.9569189563800818, 1.4589827394082453, 1.2424601313059795, 0.11761017937228019, 0.23119985879313015, 1.2804845180874946, 1.2132943500606916, 1.0626662787690915, 1.0788606199358508, 0.883975446249003, 0.5648704366833434, 0.4386592093615184, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4632148173016805e-19, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
30000,"[0.0, 1.8504691572824639, 1.6853078778509927, 1.169511008177391, 0.1759986710105903, 0.6992657798313119, 2.6266248518606305, 2.599881911949358, 2.2444642997541964, 2.8006406078100707, 2.9696882111258667, 1.2439441761194527, 0.6130508337976617, 0.0]","[0.0, 2.782808546112437, 3.1493138869982173, 2.4114687937443486, 0.27248000000000017, 0.9088835266391427, 3.970063987058624, 3.787121920427844, 3.28333113599113, 3.869064506468452, 3.8490986074628073, 1.8193073775542636, 1.0297362516399626, 0.0]","[0.0, 0.9323393888299731, 1.464006009147226, 1.2419577855669581, 0.09648132898940988, 0.20961774680783044, 1.3433871351979958, 1.1872400084784875, 1.0388668362369362, 1.0684238986583856, 0.8793583963369427, 0.5753632014348109, 0.41668541784230095, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.2e-05, 0.0, 0.0, 0.0, 5.2e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
40000,"[0.0, 1.8281250058870355, 1.7104686264708469, 1.0918954555354279, 0.17259620957391555, 0.7072669169480332, 2.579821684016497, 2.5931340007253807, 2.4236191640198848, 2.732394995563158, 3.021990783806773, 1.2744841546686299, 0.5834950431550568, 0.0]","[0.0, 2.717932426794911, 3.1788184972740376, 2.250303127594942, 0.27092000000000127, 0.9254662139504646, 3.881290006073436, 3.763422552471201, 3.5259657070666326, 3.7769443684620687, 3.914249703242068, 1.8958337144823376, 0.9923668659574363, 0.0]","[0.0, 0.8898074209078753, 1.4683498708031897, 1.1584076720595173, 0.09832379042608569, 0.2181992970024316, 1.301416322056938, 1.1702885517458204, 1.1023465430467474, 1.0445493728989108, 0.8922242527686294, 0.6213495598137083, 0.40887182280237905, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.2e-05, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
50000,"[0.0, 1.8799274424007908, 1.7257103190585128, 1.0887932460906855, 0.18852310172959838, 0.7689200238730022, 2.6725432825731463, 2.5993223190827215, 2.274570598512996, 2.763830029852585, 3.0011800894204925, 1.3091503995282905, 0.6341897686701145, 0.0]","[0.0, 2.838894222950669, 3.2435675348994306, 2.3058446812441877, 0.30004000000000086, 1.0062168288640663, 4.0303637845088405, 3.750692875424228, 3.310164161282635, 3.829540390875957, 3.8947111861674277, 1.9447863012816948, 1.0326845714101682, 0.0]","[0.0, 0.9589667805498792, 1.51785721584092, 1.2170167684868374, 0.11151689827040248, 0.23729680499106398, 1.357820501935691, 1.151370556341508, 1.0355935627696389, 1.0657103610233738, 0.89349643008027, 0.6356359017534066, 0.3984948027400535, 0.0]","[0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 2.4632148173016805e-19, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
60000,"[0.0, 1.7042887952997747, 1.6829924358651602, 1.1226962363924802, 0.19560692898331802, 0.6663222873454789, 2.5561449392773117, 2.735489923878988, 2.1832594770155254, 2.773620435716719, 3.003678050568027, 1.248896216940658, 0.5996302806993037, 0.0]","[0.0, 2.5451254064388853, 3.1838134445981026, 2.3367019372752997, 0.30524000000000096, 0.8669912596855549, 3.86227662264998, 3.96001640747783, 3.1760596412693105, 3.8349519019291827, 3.885904917456884, 1.8733939999937295, 1.0036032842342386, 0.0]","[0.0, 0.8408366111391113, 1.5008210087329414, 1.2139883675494885, 0.1096330710166829, 0.20066897234007572, 1.3061143500393346, 1.2245264835988445, 0.9928001642537837, 1.061331466212463, 0.8822095335555248, 0.6244977830530719, 0.4039730035349346, 0.0]","[0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
70000,"[0.0, 1.838239355015181, 1.657268373763013, 1.1153453460074074, 0.20731034994128003, 0.7159495164647505, 2.5280521283517485, 2.635152978984985, 2.244819224833244, 2.7240434580364115, 3.0469696620574336, 1.2319386657576845, 0.635281199709351, 0.0]","[0.0, 2.7421215764031572, 3.093852600852847, 2.315342171813192, 0.3218799999999997, 0.9302455148428265, 3.7856770428232673, 3.836666601595222, 3.268675104305649, 3.7674795640261074, 3.9418681420010486, 1.8318750410349547, 1.0735911535758893, 0.0]","[0.0, 0.9038822213879777, 1.4365842270898361, 1.1999794924724525, 0.11456965005871965, 0.21429599837807614, 1.2575902478048535, 1.2015136226102399, 1.0238558794724077, 1.0434361059896975, 0.8948464799436161, 0.5999363752772706, 0.43830995386653787, 0.0]","[0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0, 5.2e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
80000,"[0.0, 1.9006353904137825, 1.6062834935751475, 1.1671877504313903, 0.20075938285977254, 0.7929551913093932, 2.608071483611501, 2.6492557819137756, 2.2920434118833883, 2.805102832147065, 2.846887820847503, 1.3018151988220656, 0.6218422599903265, 0.0]","[0.0, 2.8286588782032767, 3.050597677311589, 2.4109502307667636, 0.30732000000000026, 1.0339550654860963, 3.908236611006658, 3.831823843759906, 3.299400465157884, 3.8945901912511887, 3.690930901849595, 1.9380915273661887, 1.016188541245357, 0.0]","[0.0, 0.9280234877894931, 1.444314183736441, 1.243762480335375, 0.10656061714022769, 0.2409998741767032, 1.300147794061824, 1.182568061846131, 1.0073570532744958, 1.0894873591041219, 0.8439910810020906, 0.6362763285441237, 0.39434628125503074, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 5.2e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
90000,"[0.0, 1.9750459331646721, 1.7657561235996946, 1.1587501531392577, 0.17471062613882382, 0.7163288821305583, 2.458645771060974, 2.5739635571101425, 2.233659044664665, 2.6156776275488633, 3.038519552355726, 1.1722086117491692, 0.629512417060224, 0.0]","[0.0, 2.944675658138171, 3.2399927005385516, 2.409628773258596, 0.2750800000000009, 0.9333999076456386, 3.7089443884528825, 3.7276963517216277, 3.2355603937142714, 3.627386156779206, 3.950291866442196, 1.7408127850956912, 1.0614857215351838, 0.0]","[0.0, 0.9696297249734999, 1.4742365769388563, 1.2508786201193407, 0.10036937386117702, 0.21707102551508012, 1.250298617391912, 1.1537327946114853, 1.0019013490496078, 1.0117085292303443, 0.9117723140864715, 0.5686041733465244, 0.43197330447496013, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
100000,"[0.0, 1.7633372154778972, 1.732495311121304, 1.1790005240547001, 0.1967466464967293, 0.6976874737812168, 2.5457691817025903, 2.645633411071614, 2.1560615397240057, 2.793499001548066, 2.9796661993183875, 1.2796883942827595, 0.5873213056944809, 0.0]","[0.0, 2.6131281605683534, 3.268429090499995, 2.4357025457760897, 0.3130400000000001, 0.9096156482252946, 3.842242988227642, 3.838073421006839, 3.1721207500536193, 3.873801402433985, 3.857706634477924, 1.897882410556544, 0.9990761639492154, 0.0]","[0.0, 0.8497909450904574, 1.5359337793786925, 1.2567020217213931, 0.11629335350327079, 0.21192817444407797, 1.2964391398583885, 1.1924400099352228, 1.016059210329612, 1.080302400885919, 0.878005768492869, 0.6181940162737841, 0.41175485825473446, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
