,reward,profit,carbon_cost,excess_charge,max_profit
110000,"[0.0, 1.8231171723429618, 1.649636482249002, 1.157163821934042, 0.21767819140992753, 0.7563717899135171, 2.5884200932080867, 2.6767385255726936, 2.317672772181655, 2.7527136866738235, 3.0317897925339388, 1.1643720080429123, 0.6658085664861236, 0.0]","[0.0, 2.722811407115341, 3.192275519842697, 2.439244314569085, 0.34372000000000125, 0.9874145668855466, 3.9104920582321268, 3.870102852243359, 3.391838660647049, 3.8121238253828116, 3.9473544502965408, 1.7248404094335195, 1.1199901869503615, 0.0]","[0.0, 0.8996942347723808, 1.5426390375936962, 1.2820804926350469, 0.12604180859007375, 0.23104277697202957, 1.3220199650240383, 1.1933643266706635, 1.0741658884653946, 1.0594101387089894, 0.9155473244292679, 0.5604684013906086, 0.45418162046423805, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.2e-05, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
120000,"[0.0, 1.7658053018266362, 1.6339048215837915, 1.0969562623044329, 0.19711328120351373, 0.7836921267305997, 2.626971275995041, 2.7928028066486745, 2.2757814854604534, 2.7343160814158947, 2.965158740965917, 1.1668286561772134, 0.5647625392606621, 0.0]","[0.0, 2.6498434876089165, 3.0786198506420663, 2.2822395807785822, 0.3062800000000001, 1.046661508642919, 3.981087866042154, 4.035976957159178, 3.3386450281879245, 3.784173241817243, 3.8394676115129776, 1.7281921682782975, 0.96232054785548, 0.0]","[0.0, 0.8840381857822794, 1.444715029058279, 1.1852833184741507, 0.10916671879648639, 0.26296938191231967, 1.3540472567137762, 1.2431741505105058, 1.0628635427274709, 1.04985716040135, 0.8742568705470588, 0.5613635121010849, 0.39755800859481777, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.933333333333333e-05, 0.0, 0.0, 0.0, 5.2e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
130000,"[0.0, 1.8356016627179799, 1.6455087260981132, 1.2125226347704818, 0.18005159317096953, 0.7580983916986114, 2.647091374759846, 2.5984066221524285, 2.2674787580546103, 2.88327807350528, 3.033375265576719, 1.220117195864867, 0.5575823886603176, 0.0]","[0.0, 2.729478833066815, 3.096312962256369, 2.519164997912842, 0.28028000000000025, 0.9896383074079733, 4.013051267980449, 3.77672815659845, 3.325695923661303, 3.995217332828112, 3.9225911878258026, 1.800871218220599, 0.9122312596855569, 0.0]","[0.0, 0.8938771703488354, 1.4508042361582567, 1.3066423631423607, 0.10022840682903075, 0.23153991570936214, 1.3659598932206038, 1.1783215344460227, 1.058217165606695, 1.1119392593228343, 0.8891985889157519, 0.5807540223557328, 0.354648871025239, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
140000,"[0.0, 1.8225624492392565, 1.6165005357019402, 1.1627083531348121, 0.16202982762192525, 0.7731308832148477, 2.720035697470808, 2.613874539444961, 2.2999914542234974, 2.7222434535212745, 2.9845516028626142, 1.254396311938484, 0.6464871117299913, 0.0]","[0.0, 2.7251034789562922, 3.052693646095597, 2.41632669925058, 0.2548000000000009, 1.0145751685757665, 4.1172171224261085, 3.785170069987621, 3.364377073691624, 3.7602218776281333, 3.873234303247053, 1.86036683388122, 1.084693288717069, 0.0]","[0.0, 0.902541029717037, 1.4361931103936567, 1.253618346115772, 0.09277017237807564, 0.24144428536091847, 1.3971294249553028, 1.1712955305426604, 1.0643856194681274, 1.0379784241068593, 0.8886307003844386, 0.6059705219427367, 0.4382061769870779, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.2e-05, 0.0, 0.0, 0.0, 5.2e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
150000,"[0.0, 1.8000630934735793, 1.7252415920554633, 1.198803207466684, 0.21471225954650203, 0.7629962468022218, 2.5458504702656035, 2.652176550060366, 2.2371389603229663, 2.673833094304612, 3.062884589634429, 1.3458094933871083, 0.5947700797502176, 0.0]","[0.0, 2.6899363649638337, 3.3021178634759507, 2.4326002955673807, 0.3338400000000008, 0.9922174322051797, 3.8338667772474673, 3.820555304374007, 3.2444505908010997, 3.69336156081941, 3.9635762659932583, 1.9862658465219996, 0.9864055148428233, 0.0]","[0.0, 0.889873271490255, 1.5768762714204874, 1.2337970881007012, 0.11912774045349876, 0.22922118540295747, 1.2880163069818669, 1.168378754313643, 1.0073116304781335, 1.0195284665147986, 0.9006570096921636, 0.6404563531348912, 0.3916354350926058, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
160000,"[0.0, 1.7539383735827954, 1.7004913566739255, 1.1680921634875103, 0.19556300086660433, 0.6977157443112534, 2.789553557115325, 2.677246514875979, 2.239815388437813, 2.748181746705117, 3.0634202873079155, 1.17510740795441, 0.6156644492517606, 0.0]","[0.0, 2.6083019693799017, 3.226710269033547, 2.414629838222829, 0.3104400000000007, 0.9106693539175306, 4.195473504401056, 3.8913466812163358, 3.265114336644997, 3.8027721677868978, 3.9617152447190107, 1.7310858730863357, 1.0371947780456887, 0.0]","[0.0, 0.8543635957971072, 1.5262189123596215, 1.2465376747353218, 0.11487699913339638, 0.21295360960627716, 1.4058506139523967, 1.2141001663403566, 1.0252989482071824, 1.0545904210817851, 0.8982602907444291, 0.5559784651319271, 0.42153032879392827, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.933333333333333e-05, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
170000,"[0.0, 1.81239379646452, 1.5479539005671221, 1.1052846928796367, 0.18422052711943734, 0.7610283200896029, 2.4544401072847792, 2.5788849575332224, 2.362902762140477, 2.82076634739514, 3.0677855248094326, 1.2703315318241173, 0.6626027293594721, 0.0]","[0.0, 2.7312009727252216, 2.977559002557895, 2.334095234500469, 0.2886000000000005, 1.0074458364625418, 3.6883486793300686, 3.7445126827227972, 3.474239586309182, 3.90104593499946, 3.9728167674583363, 1.8947601464442574, 1.1161557040308427, 0.0]","[0.0, 0.9188071762607024, 1.429605101990773, 1.228810541620834, 0.10437947288056314, 0.24641751637293877, 1.233891238711959, 1.1656277251895748, 1.1113368241687076, 1.0802795876043203, 0.905013909315568, 0.6244286146201399, 0.4535529746713707, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
180000,"[0.0, 1.9912364066993693, 1.722992318613688, 1.0980775017282105, 0.18179473827933287, 0.7603254421050955, 2.6214854686175983, 2.5867605138674654, 2.227047348556457, 2.7558526902529397, 3.0434307594689294, 1.177453072997465, 0.594263409376054, 0.0]","[0.0, 2.9876848787963466, 3.290108000983251, 2.259318421371856, 0.2880800000000001, 0.9915580079222024, 3.93101262211737, 3.7348173624353307, 3.2742837980224966, 3.796137667466536, 3.947240822970159, 1.7622080834010037, 1.0155200370121737, 0.0]","[0.0, 0.9964484720969747, 1.5671156823695618, 1.1612409196436468, 0.10628526172066723, 0.2312325658171067, 1.3094924868331035, 1.148056848567865, 1.0472364494660398, 1.0402849772135996, 0.9037927301678971, 0.5847550104035394, 0.4212566276361196, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
190000,"[0.0, 1.8735184375888594, 1.5861801203346966, 1.1340064606179487, 0.1836848121029793, 0.7943807295291526, 2.615625054257622, 2.6067405025727775, 2.280582451777491, 2.705446814815893, 2.9179700676391978, 1.2063463333192304, 0.587599337182133, 0.0]","[0.0, 2.8112579188475904, 3.0253830019383563, 2.4042550293455065, 0.2844399999999999, 1.0536420619501783, 3.9580788039270676, 3.7825455240243877, 3.363115917790467, 3.73104320484188, 3.7893186996292445, 1.7858032268406814, 0.9926187443827889, 0.0]","[0.0, 0.937739481258732, 1.439202881603662, 1.2702485687275589, 0.10075518789702058, 0.2592613324210255, 1.342367083002779, 1.175805021451611, 1.0825334660129755, 1.0255963900259861, 0.8713312986567127, 0.5794568935214534, 0.40501940720065566, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.666666666666691e-05, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
200000,"[0.0, 1.9682849385487629, 1.7511583124551304, 1.0717897823315061, 0.245462164374238, 0.7244903006702036, 2.5969161067663977, 2.6846976254993846, 2.3086333924764686, 2.8076015381942154, 3.087321780205282, 1.300563244094233, 0.59342127689738, 0.0]","[0.0, 2.9172108128005516, 3.3088614293281697, 2.2847528232992844, 0.38376000000000043, 0.9364527662723613, 3.9054551760549083, 3.892187441979401, 3.360221085355665, 3.873828494899471, 4.010426373792584, 1.9311950410349534, 1.0008218492409915, 0.0]","[0.0, 0.9489258742517883, 1.5577031168730404, 1.2129630409677816, 0.13829783562576242, 0.21196246560215742, 1.3085217359551777, 1.2074898164800196, 1.0515876928791963, 1.066226956705256, 0.9230525935873016, 0.6306317969407212, 0.40740057234361154, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 5.2e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
210000,"[0.0, 1.9484964615994376, 1.6308450995682755, 1.1490410286819306, 0.15666026419958357, 0.77163513999655, 2.657048974638994, 2.821948703570343, 2.288523164446624, 2.731940757047878, 3.0551366024306557, 1.247735493582275, 0.6441427386359815, 0.0]","[0.0, 2.9160137307604552, 3.0512442723239146, 2.361474676279896, 0.25064000000000064, 1.0044492733313684, 3.992430020100337, 4.063352448916348, 3.369071452951833, 3.7775209519222575, 3.9572597070107296, 1.8526167536767695, 1.10511937111161, 0.0]","[0.0, 0.9675172691610191, 1.4203991727556395, 1.2124336475979693, 0.09397973580041709, 0.23281413333481815, 1.3353290454613438, 1.241403745346004, 1.080548288505209, 1.045580194874379, 0.9021057712467403, 0.6048812600944942, 0.460976632475629, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.200000000000025e-05, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
220000,"[0.0, 2.0346847708687164, 1.7466311376050934, 1.1420330760842867, 0.19100940698689314, 0.766787253235593, 2.5635914150885335, 2.7988925548659394, 2.330607024161686, 2.7247336852935975, 3.061241228761808, 1.267602177478003, 0.5827969996340148, 0.0]","[0.0, 3.0577592760466614, 3.2758949055336375, 2.387535128949218, 0.2938000000000003, 1.015972288209681, 3.886903336786454, 4.071484399880421, 3.4103790182819393, 3.7805263215792775, 3.9681450053819076, 1.885410785737607, 1.0064294096471182, 0.0]","[0.0, 1.0230745051779435, 1.5292637679285466, 1.2454847195316012, 0.10279059301310707, 0.24918503497408834, 1.3232425883645886, 1.2725918450144842, 1.0797719941202526, 1.055792636285682, 0.9069037766200998, 0.6178086082596065, 0.42363241001310364, 0.0]","[0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 6.933333333333382e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
230000,"[0.0, 1.9026415888563684, 1.6563548859562227, 1.1715655002204883, 0.20017941707339343, 0.7854841560042676, 2.6064635712760906, 2.7633279062987346, 2.3587341696439763, 2.839770424024855, 2.9460580887733454, 1.142693582281975, 0.6304588466798905, 0.0]","[0.0, 2.838178389507622, 3.075351934267691, 2.4187476428603873, 0.3042000000000008, 1.015711079802184, 3.944351838241138, 4.036921244179651, 3.4340867153382604, 3.9353521166413263, 3.8217326987129976, 1.706997613511412, 1.0541218697812464, 0.0]","[0.0, 0.9355368006512557, 1.4189970483114709, 1.2471821426399017, 0.10402058292660735, 0.23022692379791632, 1.3378882669650445, 1.2735933378809154, 1.075352545694285, 1.095581692616472, 0.8756746099396506, 0.5643040312294398, 0.423663023101356, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
240000,"[0.0, 1.871477134376291, 1.6718457684784371, 1.125541641891451, 0.17744900892275184, 0.7197136406161888, 2.6186691100914232, 2.7321450799469296, 2.226378301832595, 2.7578418617216203, 3.2001303801709193, 1.3070827982578133, 0.6253133508582585, 0.0]","[0.0, 2.777548673366379, 3.1629947026700793, 2.328618432581284, 0.2782, 0.9425261162044741, 3.9576702282287153, 3.9372692641646543, 3.2311515532396964, 3.824251323034843, 4.152754299536091, 1.9481453809849758, 1.0507679961922938, 0.0]","[0.0, 0.9060715389900887, 1.4911489341916417, 1.203076790689835, 0.10075099107724815, 0.22281247558828535, 1.3389664514706225, 1.2051241842177276, 1.0047732514070997, 1.0664094613132233, 0.9525892526985044, 0.6410625827271623, 0.4254546453340348, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
