,reward,profit,carbon_cost,excess_charge,max_profit
10000,"[0.0, 1.8572026726616275, 1.6660059237316134, 1.0830185755421244, 0.15538996282940168, 0.7052007090339871, 2.4903572635968967, 2.683732037879459, 2.2624518945120236, 2.523231225289383, 2.9723335603904797, 1.2925074495005777, 0.5578047569806218, 0.0]","[0.0, 2.780604486659633, 3.097665627998631, 2.2362269228955034, 0.2490800000000004, 0.911769112442282, 3.72769604547492, 3.891623692430763, 3.3115583741750503, 3.4873629489552185, 3.858160335135654, 1.91428855782502, 0.938386673780856, 0.0]","[0.0, 0.9234018139980075, 1.431659704267022, 1.153208347353381, 0.09369003717059868, 0.20656840340829466, 1.2373214485446915, 1.2078916545513059, 1.0491064796630316, 0.9641317236658359, 0.8858094414118372, 0.6217811083244437, 0.3805819168002342, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.733333333333358e-05, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
20000,"[0.0, 1.9666500123296853, 1.7445709079902847, 1.1534533612681959, 0.17988428393243205, 0.7112970270843908, 2.557418772957422, 2.532556997123591, 2.1932395549429087, 2.7828838110925647, 2.9340995144180333, 1.231616223618913, 0.5933133744894706, 0.0]","[0.0, 2.9374130191659207, 3.254916163821641, 2.426399396446047, 0.2886000000000005, 0.9283791962442288, 3.8572605246656564, 3.6909040663647485, 3.204053360847558, 3.8496251367049874, 3.797067405104888, 1.8166258175762227, 0.9803512596855518, 0.0]","[0.0, 0.9707630068362365, 1.510345255831359, 1.272946035177853, 0.10871571606756847, 0.217082169159838, 1.2998244183749037, 1.1583470692411577, 1.0108138059046512, 1.066741325612427, 0.8629678906868581, 0.5850095939573108, 0.3870378851960812, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
30000,"[0.0, 1.9400605657572885, 1.6031369067806975, 1.1499507219296714, 0.1902359266270616, 0.7295649036097835, 2.609820329934086, 2.643188561437872, 2.1712139742360614, 2.583475312414448, 2.8718803792529632, 1.166332778105421, 0.5576116852546886, 0.0]","[0.0, 2.9017408634293154, 3.0944085393764666, 2.3598056277073614, 0.2969200000000001, 0.9529037977774308, 3.9096533340232984, 3.8385029952027723, 3.1824773739507135, 3.5778603639600393, 3.7102423243447005, 1.7346518479973794, 0.9393574039033538, 0.0]","[0.0, 0.9616802976720297, 1.4912716325957711, 1.209837572444361, 0.10668407337293846, 0.223338894167647, 1.299798337422547, 1.1953144337649033, 1.0112633997146532, 0.9943850515455932, 0.8383619450917384, 0.5683190698919598, 0.38174571864866513, 0.0]","[0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
40000,"[0.0, 1.9843837315286257, 1.648030216544492, 1.1061705681954745, 0.19292091717058485, 0.7056715893531167, 2.6344924884293546, 2.5784559847423654, 2.195921336809973, 2.80786326429803, 2.971559684454417, 1.2582199800190708, 0.5720256711067122, 0.0]","[0.0, 2.9477119431645797, 3.1238965429157535, 2.2865616189094906, 0.3036799999999994, 0.9168162178597118, 3.9602861894946018, 3.733636201860222, 3.2089003954287283, 3.8831152872551242, 3.84678290612292, 1.875150715534018, 0.9826487202260662, 0.0]","[0.0, 0.9633282116359541, 1.4758663263712626, 1.180391050714019, 0.11075908282941452, 0.2111446285065949, 1.325759034398584, 1.1551802171178571, 1.0129790586187557, 1.0752520229570977, 0.8752058883351704, 0.61693073551495, 0.41062304911935377, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.466666666666691e-05, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
50000,"[0.0, 1.8884168127416634, 1.7151836220562504, 1.143988539210321, 0.1816862660908977, 0.6849191177940067, 2.479666782435331, 2.570701597536724, 2.264679028299893, 2.5644996587231152, 2.968056701055018, 1.3050025169495465, 0.5627057412809333, 0.0]","[0.0, 2.8200114753831573, 3.2193826494200004, 2.3564407212210967, 0.2896399999999993, 0.8976220573227267, 3.751110912985019, 3.728244191430602, 3.2972768322302093, 3.5476609278997615, 3.8495345292312013, 1.9202840632467297, 0.9854318440208173, 0.0]","[0.0, 0.9315946626414966, 1.5041990273637504, 1.2124521820107796, 0.10795373390910158, 0.21270293952872002, 1.271392130549687, 1.1575425938938797, 1.0325978039303185, 0.9831612691766475, 0.881443161509518, 0.615281546297186, 0.42272610273988387, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.200000000000024e-05, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
60000,"[0.0, 1.771036176744838, 1.6496316025471285, 1.1549370376789971, 0.18958984346883417, 0.6704883455315956, 2.6471557650367235, 2.639829605760238, 2.1716469636534503, 2.830848321059962, 2.9766025462063426, 1.1887236056625556, 0.6366785305541488, 0.0]","[0.0, 2.639642835074876, 3.096182209086297, 2.405881436860448, 0.3047199999999999, 0.8750602825896436, 3.9707182116157678, 3.8242946031632576, 3.1541131986022415, 3.9268025151221093, 3.8606775091016146, 1.7664055148428226, 1.0748745880107862, 0.0]","[0.0, 0.868606658330041, 1.4465506065391687, 1.2509443991814533, 0.11513015653116572, 0.2045719370580478, 1.3235624465790492, 1.1844649974030201, 0.9824662349487921, 1.0959541940621498, 0.8840402962286058, 0.5776819091802687, 0.43819605745663726, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.4666666666666665e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
70000,"[0.0, 1.6882029907014995, 1.6762376321410317, 1.1286084644330185, 0.19293338502585877, 0.7329373160346975, 2.546712181436201, 2.6666488810269446, 2.169592597208138, 2.7757071755012874, 2.9615701683340636, 1.202947038114825, 0.5713331996224108, 0.0]","[0.0, 2.498442616460534, 3.1747892548621945, 2.337898814174608, 0.2989999999999997, 0.9597924475277523, 3.8428282041628554, 3.8572347869250763, 3.159606445590293, 3.8304233038714717, 3.8291944180550153, 1.8092757882340837, 0.9353327850956928, 0.0]","[0.0, 0.8102396257590353, 1.498551622721166, 1.20929034974159, 0.10606661497414088, 0.22685513149305467, 1.2960813560599915, 1.190585905898133, 0.9900138483821562, 1.0547161283701842, 0.8676242497209511, 0.6063287501192615, 0.36399958547328204, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.466666666666691e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
80000,"[0.0, 1.9458234150934062, 1.5875737279230755, 1.1632879040115298, 0.16000032998466632, 0.7739293969626603, 2.4962394580027714, 2.6014591493359243, 2.1995864016078093, 2.759076951720283, 2.982187021501908, 1.1486907986829207, 0.6201037651428561, 0.0]","[0.0, 2.902816303636991, 2.9949079482983776, 2.384539063172225, 0.2537600000000001, 1.014279036580584, 3.757788195233936, 3.76058155548719, 3.2117751994297037, 3.83674852427098, 3.8606442465477153, 1.6995625933612244, 1.0367436502292973, 0.0]","[0.0, 0.9569928885435866, 1.4073342203753052, 1.2212511591606958, 0.09375967001533375, 0.24034963961792374, 1.2615314038978342, 1.1591224061512657, 1.0121887978218962, 1.0776715725507018, 0.8784572250458083, 0.5508717946783045, 0.41663988508644106, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.733333333333358e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
90000,"[0.0, 1.9209004299454904, 1.686309830436046, 1.143117714327116, 0.20729497906399794, 0.6859572719775896, 2.5116450120500353, 2.7204015399899126, 2.2479443903501237, 2.7010542482667916, 3.0174414451566283, 1.1573404605688231, 0.6282308819236635, 0.0]","[0.0, 2.8512696576533068, 3.1780429823726646, 2.3325079447717703, 0.3234400000000003, 0.8860804094335216, 3.7741174326231857, 3.9524228518845033, 3.273664251406923, 3.7395571651833412, 3.9094280281389393, 1.7149788676446036, 1.066818896262332, 0.0]","[0.0, 0.9303692277078159, 1.4917331519366221, 1.1893902304446546, 0.11614502093600233, 0.20012313745593183, 1.2624724205731495, 1.2320213118945909, 1.0257198610568008, 1.0385029169165554, 0.891969249648978, 0.5576384070757816, 0.43858801433866845, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7333333333333332e-05, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
100000,"[0.0, 1.7752779126288531, 1.6844621932838648, 1.163653590307954, 0.16925217775444298, 0.6388882568717758, 2.5589616739707295, 2.6699364705970177, 2.277525934867353, 2.742930006147698, 2.9892077300237117, 1.1888810134182057, 0.6392261271684194, 0.0]","[0.0, 2.620084854533253, 3.124360460781444, 2.4455686275765314, 0.26936000000000004, 0.840285514842825, 3.8532731893313428, 3.882308649601236, 3.3129120796288567, 3.7988523060843593, 3.8882842058725786, 1.7845628306435404, 1.0979657403083927, 0.0]","[0.0, 0.8448069419044011, 1.4398982674975835, 1.2819150372685801, 0.10010782224555703, 0.20139725797104924, 1.2943115153606173, 1.212372179004219, 1.0353861447615056, 1.0559222999366613, 0.8990764758488675, 0.5956818172253348, 0.458739613139973, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.1469, 4.3765, 3.44796, 0.59904, 1.6096, 6.1300799999999995, 5.46974, 4.84142, 6.138119999999999, 5.3756200000000005, 2.9657199999999997, 1.8188799999999998, 0.0]"
